Procedure Code,Procedure Description,Price Tier,Revenue Code,CPT HCPCS Code,CPT HCPCS Desc,NDC Code,Rx Unit Multiplier,Gross Charge,Discounted Cash Price,De-identified minimum negotiated charge,De-identified maximum negotiated charge,BCBS_KS_2022,HEALTH_PARTNERS,HUMANA_MEDICARE,UHC_MILITARY___VA,UHC_VA_CCN,WPPA
5459698_1,STOCKING ANTI-EMB THIGH SMALL REGULAR,Outpatient,0270,,,,0,21.50,21.50,18.92,21.50,N/A,18.92,21.50,N/A,N/A,20.86
5459699_1,STOCKING ANTI-EMB THIGH SMALL SHORT,Inpatient,0270,,,,0,30.80,30.80,27.10,30.80,N/A,27.10,N/A,N/A,N/A,29.88
5459699_1,STOCKING ANTI-EMB THIGH SMALL SHORT,Outpatient,0270,,,,0,30.80,30.80,27.10,30.80,N/A,27.10,30.80,N/A,N/A,29.88
5459700_1,STOCKING ANTI-EMB THIGH X-LARGE LONG,Inpatient,0270,,,,0,44.90,44.90,39.51,44.90,N/A,39.51,N/A,N/A,N/A,43.55
5459700_1,STOCKING ANTI-EMB THIGH X-LARGE LONG,Outpatient,0270,,,,0,44.90,44.90,39.51,44.90,N/A,39.51,44.90,N/A,N/A,43.55
5459701_1,STOCKING ANTI-EMB THIGH X-LARGE REGULAR,Inpatient,0270,,,,0,13.00,13.00,11.44,13.00,N/A,11.44,N/A,N/A,N/A,12.61
5459701_1,STOCKING ANTI-EMB THIGH X-LARGE REGULAR,Outpatient,0270,,,,0,13.00,13.00,11.44,13.00,N/A,11.44,13.00,N/A,N/A,12.61
5459702_1,STOCKING ANTI-EMB THIGH XX-LARGE REGULAR,Inpatient,0270,,,,0,13.00,13.00,11.44,13.00,N/A,11.44,N/A,N/A,N/A,12.61
5459702_1,STOCKING ANTI-EMB THIGH XX-LARGE REGULAR,Outpatient,0270,,,,0,13.00,13.00,11.44,13.00,N/A,11.44,13.00,N/A,N/A,12.61
5459703_1,STYLETTE INTUBATION 10FR USE W/4.0-6.5 TRACH,Inpatient,0270,,,,0,9.20,9.20,8.10,9.20,N/A,8.10,N/A,N/A,N/A,8.92
5459703_1,STYLETTE INTUBATION 10FR USE W/4.0-6.5 TRACH,Outpatient,0270,,,,0,9.20,9.20,8.10,9.20,N/A,8.10,9.20,N/A,N/A,8.92
5459704_1,STYLETTE INTUBATION 14FR USE W/7.0-10 TRACH,Inpatient,0270,,,,0,9.20,9.20,8.10,9.20,N/A,8.10,N/A,N/A,N/A,8.92
5459704_1,STYLETTE INTUBATION 14FR USE W/7.0-10 TRACH,Outpatient,0270,,,,0,9.20,9.20,8.10,9.20,N/A,8.10,9.20,N/A,N/A,8.92
5459705_1,SUCTION POLYP TRAP,Inpatient,0270,,,,0,23.50,23.50,20.68,23.50,N/A,20.68,N/A,N/A,N/A,22.80
5459705_1,SUCTION POLYP TRAP,Outpatient,0270,,,,0,23.50,23.50,20.68,23.50,N/A,20.68,23.50,N/A,N/A,22.80
5459706_1,L1810 SUPPORT KNEE WRAP-AROUND UNIVERSAL,Inpatient,0274,L1810,Ko elastic with joints,,0,43.90,43.90,38.63,138.49,N/A,38.63,N/A,N/A,N/A,42.58
5459706_1,L1810 SUPPORT KNEE WRAP-AROUND UNIVERSAL,Outpatient,0274,L1810,Ko elastic with joints,,0,43.90,43.90,38.63,138.49,138.49,38.63,43.90,0.00,N/A,42.58
5459707_1,L1810 SUPPORT KNEE WRAP-AROUND UNIVERSAL PED,Inpatient,0274,L1810,Ko elastic with joints,,0,43.90,43.90,38.63,138.49,N/A,38.63,N/A,N/A,N/A,42.58
5459707_1,L1810 SUPPORT KNEE WRAP-AROUND UNIVERSAL PED,Outpatient,0274,L1810,Ko elastic with joints,,0,43.90,43.90,38.63,138.49,138.49,38.63,43.90,0.00,N/A,42.58
5459708_1,SUPRAPUBIC INTRODUCER FOLEY CATHETER SET,Inpatient,0270,,,,0,195.90,195.90,172.39,195.90,N/A,172.39,N/A,N/A,N/A,190.02
5459708_1,SUPRAPUBIC INTRODUCER FOLEY CATHETER SET,Outpatient,0270,,,,0,195.90,195.90,172.39,195.90,N/A,172.39,195.90,N/A,N/A,190.02
5459709_1,SUTURE ETHILON BLK MON 5-0 PS-3 1668G,Inpatient,0270,,,,0,9.50,9.50,8.36,9.50,N/A,8.36,N/A,N/A,N/A,9.22
5459709_1,SUTURE ETHILON BLK MON 5-0 PS-3 1668G,Outpatient,0270,,,,0,9.50,9.50,8.36,9.50,N/A,8.36,9.50,N/A,N/A,9.22
5459710_1,ETHILON BLK MONO 3-0,Inpatient,0270,,,,0,10.60,10.60,9.33,10.60,N/A,9.33,N/A,N/A,N/A,10.28
5459710_1,ETHILON BLK MONO 3-0,Outpatient,0270,,,,0,10.60,10.60,9.33,10.60,N/A,9.33,10.60,N/A,N/A,10.28
5459711_1,SUTURE ETHILON BLK MONO 4-0 1667G,Inpatient,0270,,,,0,10.30,10.30,9.06,10.30,N/A,9.06,N/A,N/A,N/A,9.99
5459711_1,SUTURE ETHILON BLK MONO 4-0 1667G,Outpatient,0270,,,,0,10.30,10.30,9.06,10.30,N/A,9.06,10.30,N/A,N/A,9.99
5459712_1,ETHILON BLK MONO 5-0,Inpatient,0270,,,,0,10.40,10.40,9.15,10.40,N/A,9.15,N/A,N/A,N/A,10.09
5459712_1,ETHILON BLK MONO 5-0,Outpatient,0270,,,,0,10.40,10.40,9.15,10.40,N/A,9.15,10.40,N/A,N/A,10.09
5459713_1,SUTURE PROLENE 3-0 18,Inpatient,0270,,,,0,7.20,7.20,6.34,7.20,N/A,6.34,N/A,N/A,N/A,6.98
5459713_1,SUTURE PROLENE 3-0 18,Outpatient,0270,,,,0,7.20,7.20,6.34,7.20,N/A,6.34,7.20,N/A,N/A,6.98
5459714_1,SUTURE PROLENE BL MONO 4-0 8682G,Inpatient,0270,,,,0,14.80,14.80,13.02,14.80,N/A,13.02,N/A,N/A,N/A,14.36
5459714_1,SUTURE PROLENE BL MONO 4-0 8682G,Outpatient,0270,,,,0,14.80,14.80,13.02,14.80,N/A,13.02,14.80,N/A,N/A,14.36
5459715_1,SUTURE PROLENE BL MONO 5-0 3/8 NEEDLE,Inpatient,0270,,,,0,12.60,12.60,11.09,12.60,N/A,11.09,N/A,N/A,N/A,12.22
5459715_1,SUTURE PROLENE BL MONO 5-0 3/8 NEEDLE,Outpatient,0270,,,,0,12.60,12.60,11.09,12.60,N/A,11.09,12.60,N/A,N/A,12.22
5459716_1,SUTURE PROLENE BL MONO 6-0 8695G,Inpatient,0270,,,,0,16.00,16.00,14.08,16.00,N/A,14.08,N/A,N/A,N/A,15.52
5459716_1,SUTURE PROLENE BL MONO 6-0 8695G,Outpatient,0270,,,,0,16.00,16.00,14.08,16.00,N/A,14.08,16.00,N/A,N/A,15.52
5459717_1,SUTURE REMOVAL KIT,Inpatient,0270,,,,0,5.00,5.00,4.40,5.00,N/A,4.40,N/A,N/A,N/A,4.85
5459717_1,SUTURE REMOVAL KIT,Outpatient,0270,,,,0,5.00,5.00,4.40,5.00,N/A,4.40,5.00,N/A,N/A,4.85
5459719_1,SUTURE VICRYL 3-0,Inpatient,0270,,,,0,11.20,11.20,9.86,11.20,N/A,9.86,N/A,N/A,N/A,10.86
5459719_1,SUTURE VICRYL 3-0,Outpatient,0270,,,,0,11.20,11.20,9.86,11.20,N/A,9.86,11.20,N/A,N/A,10.86
5459720_1,SUTURE VICRYL 4-0,Inpatient,0270,,,,0,10.30,10.30,9.06,10.30,N/A,9.06,N/A,N/A,N/A,9.99
5459720_1,SUTURE VICRYL 4-0,Outpatient,0270,,,,0,10.30,10.30,9.06,10.30,N/A,9.06,10.30,N/A,N/A,9.99
5459721_1,ETHICON VICRYL 6-0,Inpatient,0270,,,,0,11.50,11.50,10.12,11.50,N/A,10.12,N/A,N/A,N/A,11.16
5459721_1,ETHICON VICRYL 6-0,Outpatient,0270,,,,0,11.50,11.50,10.12,11.50,N/A,10.12,11.50,N/A,N/A,11.16
5459722_1,SYRINGE BULB 2 OZ EAR,Inpatient,0270,,,,0,14.70,14.70,12.94,14.70,N/A,12.94,N/A,N/A,N/A,14.26
5459722_1,SYRINGE BULB 2 OZ EAR,Outpatient,0270,,,,0,14.70,14.70,12.94,14.70,N/A,12.94,14.70,N/A,N/A,14.26
5459724_1,TEGADERM 2.67X2.75,Inpatient,0272,,,,0,5.00,5.00,4.40,5.00,N/A,4.40,N/A,N/A,N/A,4.85
5459724_1,TEGADERM 2.67X2.75,Outpatient,0272,,,,0,5.00,5.00,4.40,5.00,N/A,4.40,5.00,N/A,N/A,4.85
5459725_1,TEGADERM 4X4 3/4,Inpatient,0272,,,,0,5.00,5.00,4.40,5.00,N/A,4.40,N/A,N/A,N/A,4.85
5459725_1,TEGADERM 4X4 3/4,Outpatient,0272,,,,0,5.00,5.00,4.40,5.00,N/A,4.40,5.00,N/A,N/A,4.85
5459726_1,TELFA PAD 2X3 STERILE,Inpatient,0270,,,,0,5.00,5.00,4.40,5.00,N/A,4.40,N/A,N/A,N/A,4.85
5459726_1,TELFA PAD 2X3 STERILE,Outpatient,0270,,,,0,5.00,5.00,4.40,5.00,N/A,4.40,5.00,N/A,N/A,4.85
5459727_1,TELFA PAD 3X4 STERILE,Inpatient,0270,,,,0,5.00,5.00,4.40,5.00,N/A,4.40,N/A,N/A,N/A,4.85
5459727_1,TELFA PAD 3X4 STERILE,Outpatient,0270,,,,0,5.00,5.00,4.40,5.00,N/A,4.40,5.00,N/A,N/A,4.85
5459728_1,THORACIC CATHETER 28FR STRAIGHT,Inpatient,0270,,,,0,19.60,19.60,17.25,19.60,N/A,17.25,N/A,N/A,N/A,19.01
5459728_1,THORACIC CATHETER 28FR STRAIGHT,Outpatient,0270,,,,0,19.60,19.60,17.25,19.60,N/A,17.25,19.60,N/A,N/A,19.01
5459729_1,THORACIC CATHETER 36FR STRAIGHT,Inpatient,0270,,,,0,28.60,28.60,25.17,28.60,N/A,25.17,N/A,N/A,N/A,27.74
5459729_1,THORACIC CATHETER 36FR STRAIGHT,Outpatient,0270,,,,0,28.60,28.60,25.17,28.60,N/A,25.17,28.60,N/A,N/A,27.74
5459730_1,THORACIC CATHETER 40FR STRAIGHT,Inpatient,0270,,,,0,39.50,39.50,34.76,39.50,N/A,34.76,N/A,N/A,N/A,38.32
5459730_1,THORACIC CATHETER 40FR STRAIGHT,Outpatient,0270,,,,0,39.50,39.50,34.76,39.50,N/A,34.76,39.50,N/A,N/A,38.32
5459731_1,TRAY BONE MARROW,Inpatient,0270,,,,0,82.90,82.90,72.95,82.90,N/A,72.95,N/A,N/A,N/A,80.41
5459731_1,TRAY BONE MARROW,Outpatient,0270,,,,0,82.90,82.90,72.95,82.90,N/A,72.95,82.90,N/A,N/A,80.41
5459732_1,TRAY FOLEY 16FR,Inpatient,0270,,,,0,30.90,30.90,27.19,30.90,N/A,27.19,N/A,N/A,N/A,29.97
5459732_1,TRAY FOLEY 16FR,Outpatient,0270,,,,0,30.90,30.90,27.19,30.90,N/A,27.19,30.90,N/A,N/A,29.97
5459733_1,TRAY IRRIGATION W/BULB SYRNG,Inpatient,0270,,,,0,5.00,5.00,4.40,5.00,N/A,4.40,N/A,N/A,N/A,4.85
5459733_1,TRAY IRRIGATION W/BULB SYRNG,Outpatient,0270,,,,0,5.00,5.00,4.40,5.00,N/A,4.40,5.00,N/A,N/A,4.85
5459734_1,TRAY LUMBAR ADULT 22GA X 3 1/2,Inpatient,0270,,,,0,23.40,23.40,20.59,23.40,N/A,20.59,N/A,N/A,N/A,22.70
5459734_1,TRAY LUMBAR ADULT 22GA X 3 1/2,Outpatient,0270,,,,0,23.40,23.40,20.59,23.40,N/A,20.59,23.40,N/A,N/A,22.70
5459735_1,TRAY PARATHORACENTISIS SAF-T,Inpatient,0270,,,,0,107.40,107.40,94.51,107.40,N/A,94.51,N/A,N/A,N/A,104.18
5459735_1,TRAY PARATHORACENTISIS SAF-T,Outpatient,0270,,,,0,107.40,107.40,94.51,107.40,N/A,94.51,107.40,N/A,N/A,104.18
5459736_1,TRAY URETHRAL 14FR PLASTIC W/ IODINE,Inpatient,0270,,,,0,5.10,5.10,4.49,5.10,N/A,4.49,N/A,N/A,N/A,4.95
5459736_1,TRAY URETHRAL 14FR PLASTIC W/ IODINE,Outpatient,0270,,,,0,5.10,5.10,4.49,5.10,N/A,4.49,5.10,N/A,N/A,4.95
5459737_1,TUBE ENDOTRACHEAL 2.5MM W/O CUFF,Inpatient,0270,,,,0,5.00,5.00,4.40,5.00,N/A,4.40,N/A,N/A,N/A,4.85
5459737_1,TUBE ENDOTRACHEAL 2.5MM W/O CUFF,Outpatient,0270,,,,0,5.00,5.00,4.40,5.00,N/A,4.40,5.00,N/A,N/A,4.85
5459738_1,TUBE ENDOTRACHEAL 3.5MM W/O CUFF,Inpatient,0270,,,,0,6.70,6.70,5.90,6.70,N/A,5.90,N/A,N/A,N/A,6.50
5459738_1,TUBE ENDOTRACHEAL 3.5MM W/O CUFF,Outpatient,0270,,,,0,6.70,6.70,5.90,6.70,N/A,5.90,6.70,N/A,N/A,6.50
5459739_1,TUBE ENDOTRACHEAL 4.0MM W/CUFF,Inpatient,0270,,,,0,7.40,7.40,6.51,7.40,N/A,6.51,N/A,N/A,N/A,7.18
5459739_1,TUBE ENDOTRACHEAL 4.0MM W/CUFF,Outpatient,0270,,,,0,7.40,7.40,6.51,7.40,N/A,6.51,7.40,N/A,N/A,7.18
5459740_1,TUBE ENDOTRACHEAL 4.5MM W/CUFF,Inpatient,0270,,,,0,26.60,26.60,23.41,26.60,N/A,23.41,N/A,N/A,N/A,25.80
5459740_1,TUBE ENDOTRACHEAL 4.5MM W/CUFF,Outpatient,0270,,,,0,26.60,26.60,23.41,26.60,N/A,23.41,26.60,N/A,N/A,25.80
5459741_1,TUBE ENDOTRACHEAL 5.0MM W/CUFF,Inpatient,0270,,,,0,6.50,6.50,5.72,6.50,N/A,5.72,N/A,N/A,N/A,6.31
5459741_1,TUBE ENDOTRACHEAL 5.0MM W/CUFF,Outpatient,0270,,,,0,6.50,6.50,5.72,6.50,N/A,5.72,6.50,N/A,N/A,6.31
5459742_1,TUBE ENDOTRACHEAL 5.5MM W/CUFF,Inpatient,0270,,,,0,5.40,5.40,4.75,5.40,N/A,4.75,N/A,N/A,N/A,5.24
5459742_1,TUBE ENDOTRACHEAL 5.5MM W/CUFF,Outpatient,0270,,,,0,5.40,5.40,4.75,5.40,N/A,4.75,5.40,N/A,N/A,5.24
5459743_1,TUBE ENDOTRACHEAL 6.0MM W/CUFF,Inpatient,0270,,,,0,5.20,5.20,4.58,5.20,N/A,4.58,N/A,N/A,N/A,5.04
5459743_1,TUBE ENDOTRACHEAL 6.0MM W/CUFF,Outpatient,0270,,,,0,5.20,5.20,4.58,5.20,N/A,4.58,5.20,N/A,N/A,5.04
5459744_1,TUBE ENDOTRACHEAL 6.5MM W/CUFF,Inpatient,0270,,,,0,8.20,8.20,7.22,8.20,N/A,7.22,N/A,N/A,N/A,7.95
5459744_1,TUBE ENDOTRACHEAL 6.5MM W/CUFF,Outpatient,0270,,,,0,8.20,8.20,7.22,8.20,N/A,7.22,8.20,N/A,N/A,7.95
5459745_1,TUBE ENDOTRACHEAL 7.0MM W/CUFF,Inpatient,0270,,,,0,7.40,7.40,6.51,7.40,N/A,6.51,N/A,N/A,N/A,7.18
5459745_1,TUBE ENDOTRACHEAL 7.0MM W/CUFF,Outpatient,0270,,,,0,7.40,7.40,6.51,7.40,N/A,6.51,7.40,N/A,N/A,7.18
5459746_1,TUBE ENDOTRACHEAL 7.5MM W/CUFF,Inpatient,0270,,,,0,5.20,5.20,4.58,5.20,N/A,4.58,N/A,N/A,N/A,5.04
5459746_1,TUBE ENDOTRACHEAL 7.5MM W/CUFF,Outpatient,0270,,,,0,5.20,5.20,4.58,5.20,N/A,4.58,5.20,N/A,N/A,5.04
5459747_1,TUBE ENDOTRACHEAL 8.0MM W/CUFF,Inpatient,0270,,,,0,5.20,5.20,4.58,5.20,N/A,4.58,N/A,N/A,N/A,5.04
5459747_1,TUBE ENDOTRACHEAL 8.0MM W/CUFF,Outpatient,0270,,,,0,5.20,5.20,4.58,5.20,N/A,4.58,5.20,N/A,N/A,5.04
5459748_1,TUBE ENDOTRACHEAL 8.5MM W/CUFF,Inpatient,0270,,,,0,5.40,5.40,4.75,5.40,N/A,4.75,N/A,N/A,N/A,5.24
5459748_1,TUBE ENDOTRACHEAL 8.5MM W/CUFF,Outpatient,0270,,,,0,5.40,5.40,4.75,5.40,N/A,4.75,5.40,N/A,N/A,5.24
5459749_1,TUBE ENDOTRACHEAL 9.0MM W/CUFF,Inpatient,0270,,,,0,8.20,8.20,7.22,8.20,N/A,7.22,N/A,N/A,N/A,7.95
5459749_1,TUBE ENDOTRACHEAL 9.0MM W/CUFF,Outpatient,0270,,,,0,8.20,8.20,7.22,8.20,N/A,7.22,8.20,N/A,N/A,7.95
5459750_1,TUBE ENDOTRACHEAL 9.5MM W/CUFF,Inpatient,0270,,,,0,5.20,5.20,4.58,5.20,N/A,4.58,N/A,N/A,N/A,5.04
5459750_1,TUBE ENDOTRACHEAL 9.5MM W/CUFF,Outpatient,0270,,,,0,5.20,5.20,4.58,5.20,N/A,4.58,5.20,N/A,N/A,5.04
5459751_1,TUBE LUKENS ASPIRATION,Inpatient,0270,,,,0,9.20,9.20,8.10,9.20,N/A,8.10,N/A,N/A,N/A,8.92
5459751_1,TUBE LUKENS ASPIRATION,Outpatient,0270,,,,0,9.20,9.20,8.10,9.20,N/A,8.10,9.20,N/A,N/A,8.92
5459752_1,TUBING OXYGEN 21-25' VINYL TIP,Inpatient,0270,,,,0,5.00,5.00,4.40,5.00,N/A,4.40,N/A,N/A,N/A,4.85
5459752_1,TUBING OXYGEN 21-25' VINYL TIP,Outpatient,0270,,,,0,5.00,5.00,4.40,5.00,N/A,4.40,5.00,N/A,N/A,4.85
5459753_1,TUBING OXYGEN 7',Inpatient,0270,,,,0,5.00,5.00,4.40,5.00,N/A,4.40,N/A,N/A,N/A,4.85
5459753_1,TUBING OXYGEN 7',Outpatient,0270,,,,0,5.00,5.00,4.40,5.00,N/A,4.40,5.00,N/A,N/A,4.85
5459754_1,UNNA BOOT ELASTIC 3X10 YD,Inpatient,0270,,,,0,11.50,11.50,10.12,11.50,N/A,10.12,N/A,N/A,N/A,11.16
5459754_1,UNNA BOOT ELASTIC 3X10 YD,Outpatient,0270,,,,0,11.50,11.50,10.12,11.50,N/A,10.12,11.50,N/A,N/A,11.16
5459755_1,URINE STRAINER,Inpatient,0270,,,,0,5.00,5.00,4.40,5.00,N/A,4.40,N/A,N/A,N/A,4.85
5459755_1,URINE STRAINER,Outpatient,0270,,,,0,5.00,5.00,4.40,5.00,N/A,4.40,5.00,N/A,N/A,4.85
5459756_1,VENI-GARD IV HOLDER DRESSING 705-4431,Inpatient,0270,,,,0,5.00,5.00,4.40,5.00,N/A,4.40,N/A,N/A,N/A,4.85
5459756_1,VENI-GARD IV HOLDER DRESSING 705-4431,Outpatient,0270,,,,0,5.00,5.00,4.40,5.00,N/A,4.40,5.00,N/A,N/A,4.85
5459757_1,WAYNE PNEUMOTHORAX SET 14.0FR/29CM,Inpatient,0270,,,,0,365.00,365.00,321.20,365.00,N/A,321.20,N/A,N/A,N/A,354.05
5459757_1,WAYNE PNEUMOTHORAX SET 14.0FR/29CM,Outpatient,0270,,,,0,365.00,365.00,321.20,365.00,N/A,321.20,365.00,N/A,N/A,354.05
5459857_1,BOOT WALKER EXTENSION PAD FOR WALKING BOOT,Inpatient,0270,,,,0,9.80,9.80,8.62,9.80,N/A,8.62,N/A,N/A,N/A,9.51
5459857_1,BOOT WALKER EXTENSION PAD FOR WALKING BOOT,Outpatient,0270,,,,0,9.80,9.80,8.62,9.80,N/A,8.62,9.80,N/A,N/A,9.51
5459883_1,CATHETER PROTECTIVE PLUS IV 18 GA 1.25,Inpatient,0270,,,,0,5.60,5.60,4.93,5.60,N/A,4.93,N/A,N/A,N/A,5.43
5459883_1,CATHETER PROTECTIVE PLUS IV 18 GA 1.25,Outpatient,0270,,,,0,5.60,5.60,4.93,5.60,N/A,4.93,5.60,N/A,N/A,5.43
5459884_1,CATHETER PROTECTIVE PLUS IV 22 GA X 1,Inpatient,0270,,,,0,5.90,5.90,5.19,5.90,N/A,5.19,N/A,N/A,N/A,5.72
5459884_1,CATHETER PROTECTIVE PLUS IV 22 GA X 1,Outpatient,0270,,,,0,5.90,5.90,5.19,5.90,N/A,5.19,5.90,N/A,N/A,5.72
5459885_1,CATHETER PROTECTIVE PLUS IV 24 GA X 1,Inpatient,0270,,,,0,5.90,5.90,5.19,5.90,N/A,5.19,N/A,N/A,N/A,5.72
5459885_1,CATHETER PROTECTIVE PLUS IV 24 GA X 1,Outpatient,0270,,,,0,5.90,5.90,5.19,5.90,N/A,5.19,5.90,N/A,N/A,5.72
5459886_1,CATHETER PROTECTIVE PLUS IV 24 GA X 3/4,Inpatient,0270,,,,0,5.90,5.90,5.19,5.90,N/A,5.19,N/A,N/A,N/A,5.72
5459886_1,CATHETER PROTECTIVE PLUS IV 24 GA X 3/4,Outpatient,0270,,,,0,5.90,5.90,5.19,5.90,N/A,5.19,5.90,N/A,N/A,5.72
5459993_1,EXTENSION SET TWIN SITE 2 CLAVE,Inpatient,0270,,,,0,6.30,6.30,5.54,6.30,N/A,5.54,N/A,N/A,N/A,6.11
5459993_1,EXTENSION SET TWIN SITE 2 CLAVE,Outpatient,0270,,,,0,6.30,6.30,5.54,6.30,N/A,5.54,6.30,N/A,N/A,6.11
5459995_1,EYE FOREIGN BODY EYE SPUD,Inpatient,,,,,0,5.40,5.40,4.75,5.40,N/A,4.75,N/A,N/A,N/A,5.24
5459995_1,EYE FOREIGN BODY EYE SPUD,Outpatient,,,,,0,5.40,5.40,4.75,5.40,N/A,4.75,5.40,N/A,N/A,5.24
5460061_1,IV DELIVERY MODULE BLUE,Inpatient,0270,,,,0,39.00,39.00,34.32,39.00,N/A,34.32,N/A,N/A,N/A,37.83
5460061_1,IV DELIVERY MODULE BLUE,Outpatient,0270,,,,0,39.00,39.00,34.32,39.00,N/A,34.32,39.00,N/A,N/A,37.83
5460062_1,IV DELIVERY MODULE GREEN,Inpatient,0270,,,,0,39.00,39.00,34.32,39.00,N/A,34.32,N/A,N/A,N/A,37.83
5460062_1,IV DELIVERY MODULE GREEN,Outpatient,0270,,,,0,39.00,39.00,34.32,39.00,N/A,34.32,39.00,N/A,N/A,37.83
5460063_1,IV DELIVERY MODULE ORANGE,Inpatient,0270,,,,0,39.00,39.00,34.32,39.00,N/A,34.32,N/A,N/A,N/A,37.83
5460063_1,IV DELIVERY MODULE ORANGE,Outpatient,0270,,,,0,39.00,39.00,34.32,39.00,N/A,34.32,39.00,N/A,N/A,37.83
5460064_1,IV DELIVERY MODULE PURPLE,Inpatient,0270,,,,0,39.00,39.00,34.32,39.00,N/A,34.32,N/A,N/A,N/A,37.83
5460064_1,IV DELIVERY MODULE PURPLE,Outpatient,0270,,,,0,39.00,39.00,34.32,39.00,N/A,34.32,39.00,N/A,N/A,37.83
5460065_1,IV DELIVERY MODULE WHITE,Inpatient,,,,,0,39.00,39.00,34.32,39.00,N/A,34.32,N/A,N/A,N/A,37.83
5460065_1,IV DELIVERY MODULE WHITE,Outpatient,,,,,0,39.00,39.00,34.32,39.00,N/A,34.32,39.00,N/A,N/A,37.83
5460066_1,IV DELIVERY MODULE YELLOW,Inpatient,0270,,,,0,39.00,39.00,34.32,39.00,N/A,34.32,N/A,N/A,N/A,37.83
5460066_1,IV DELIVERY MODULE YELLOW,Outpatient,0270,,,,0,39.00,39.00,34.32,39.00,N/A,34.32,39.00,N/A,N/A,37.83
5460168_1,PEDIATRIC IV DELIVERY SYSTEM PINK/RED,Inpatient,0270,,,,0,39.00,39.00,34.32,39.00,N/A,34.32,N/A,N/A,N/A,37.83
5460168_1,PEDIATRIC IV DELIVERY SYSTEM PINK/RED,Outpatient,0270,,,,0,39.00,39.00,34.32,39.00,N/A,34.32,39.00,N/A,N/A,37.83
5462661_1,99001 Drug Screen Collection Fee,Inpatient,0300,99001,Handling and/or conveyance of specimen for transfer from the patient in other than an office to a laboratory (distance may be indicated),,0,29.00,29.00,13.96,29.00,N/A,25.52,N/A,N/A,N/A,28.13
5462661_1,99001 Drug Screen Collection Fee,Outpatient,0300,99001,Handling and/or conveyance of specimen for transfer from the patient in other than an office to a laboratory (distance may be indicated),,0,29.00,29.00,13.96,29.00,13.96,25.52,29.00,0.00,N/A,28.13
5462797_1,atropine/hyoscyamine/PB/scopolamine 0.0194 mg-0.1037 mg-16.2 mg-0.0065 mg/5 mL Eli[KWKS],Inpatient,0250,,,,0,2.29,2.29,2.02,2.29,N/A,2.02,N/A,N/A,N/A,2.22
5462797_1,atropine/hyoscyamine/PB/scopolamine 0.0194 mg-0.1037 mg-16.2 mg-0.0065 mg/5 mL Eli[KWKS],Outpatient,0250,,,,0,2.29,2.29,2.02,2.29,N/A,2.02,2.29,N/A,N/A,2.22
5463336_1,L1830 KNEE IMMOBILIZER XXL,Inpatient,0274,L1830,Ko immob canvas long pre ots,,0,162.50,162.50,143.00,162.50,N/A,143.00,N/A,N/A,N/A,157.63
5463336_1,L1830 KNEE IMMOBILIZER XXL,Outpatient,0274,L1830,Ko immob canvas long pre ots,,0,162.50,162.50,143.00,162.50,N/A,143.00,162.50,0.00,N/A,157.63
5463569_1,87186 - Sensitivity MIC,Inpatient,0309,87186,"Susceptibility studies, antimicrobial agent; microdilution or agar dilution (minimum inhibitory concentration [MIC] or breakpoint), each multi-antimicrobial, per plate",,0,44.00,44.00,38.72,44.00,N/A,38.72,N/A,N/A,N/A,42.68
5463569_1,87186 - Sensitivity MIC,Outpatient,0309,87186,"Susceptibility studies, antimicrobial agent; microdilution or agar dilution (minimum inhibitory concentration [MIC] or breakpoint), each multi-antimicrobial, per plate",,0,44.00,44.00,38.72,44.00,42.39,38.72,44.00,0.00,N/A,42.68
5463570_1,87077 - Aerobic ID,Inpatient,0309,87077,"Culture, bacterial; aerobic isolate, additional methods required for definitive identification, each isolate",,0,41.00,41.00,36.08,41.00,N/A,36.08,N/A,N/A,N/A,39.77
5463570_1,87077 - Aerobic ID,Outpatient,0309,87077,"Culture, bacterial; aerobic isolate, additional methods required for definitive identification, each isolate",,0,41.00,41.00,36.08,41.00,39.46,36.08,41.00,0.00,N/A,39.77
5463962_1,EAR SENSOR SINGLE PATIENT ZOLL,Inpatient,0270,,,,0,95.70,95.70,84.22,95.70,N/A,84.22,N/A,N/A,N/A,92.83
5463962_1,EAR SENSOR SINGLE PATIENT ZOLL,Outpatient,0270,,,,0,95.70,95.70,84.22,95.70,N/A,84.22,95.70,N/A,N/A,92.83
5464049_1,L3650 SPLINT CLAVICLE YOUTH,Inpatient,0274,L3650,So 8 abd restraint pre ots,,0,19.60,19.60,17.25,19.60,N/A,17.25,N/A,N/A,N/A,19.01
5464049_1,L3650 SPLINT CLAVICLE YOUTH,Outpatient,0274,L3650,So 8 abd restraint pre ots,,0,19.60,19.60,17.25,19.60,N/A,17.25,19.60,0.00,N/A,19.01
5464051_1,L3650 SPLINT CLAVICAL ADULT,Inpatient,0274,L3650,So 8 abd restraint pre ots,,0,19.60,19.60,17.25,19.60,N/A,17.25,N/A,N/A,N/A,19.01
5464051_1,L3650 SPLINT CLAVICAL ADULT,Outpatient,0274,L3650,So 8 abd restraint pre ots,,0,19.60,19.60,17.25,19.60,N/A,17.25,19.60,0.00,N/A,19.01
5464055_1,L0120 COLLAR CERVICAL MEDIUM,Inpatient,0274,L0120,Cerv flex n/adj foam pre ots,,0,20.70,20.70,18.22,20.70,N/A,18.22,N/A,N/A,N/A,20.08
