object_number,accession_number,title,maker_full_name,culture,period,date_description,year_start,year_end,accession_year,category,materials,credit_line,inscriptions,dimensions,image_url,source_1,maker_birth_year,maker_death_year,institution_name,institution_city,institution_state,institution_country,institution_latitude,institution_longitude
4393,M.2010.10,Overseas Highway,Ralston Crawford,,,1940,1940,1940,2010,lithograph,color lithograph on paper,"Gift of Gerri Strauss for Tony's 50th (Carl A. Strauss, Jr., Class of 1961 reunion gift) and in memory of Carl C. Strauss, Sr., Class of 1933
",,"image: 10 x 16 in. (25.4 x 40.6 cm)
frame: 20 x 25 1/8 x 3/8 in. (50.8 x 63.8 x 1 cm)",https://get-thumb.herokuapp.com/getThumb.php?objectid=4393,https://github.com/wcmaart/collection, 1906,1978,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
4394,89.20.15,Calligraphy,Wang Chi-Yuan,Chinese,,,1895,1975,1989,drawing,ink on rice paper,Gift of the School of Chinese Brushwork,signed,Overall: 22 7/16 x 13 9/16 in. (57 x 34.5 cm),https://get-thumb.herokuapp.com/getThumb.php?objectid=4394,https://github.com/wcmaart/collection, 1895,1975,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
4395,66.20,Untitled,Alexander Liberman,,,1965,1965,1965,1966,watercolor,watercolor on paper,"Gift of Sam Hunter, Class of 1944",verso l.l. in pencil: A Liberman 65,Overall: 29 1/8 x 21 1/16 in. (74 x 53.5 cm),https://get-thumb.herokuapp.com/getThumb.php?objectid=4395,https://github.com/wcmaart/collection, 1912,2000,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
4397,78.59.55,Glass Shard,Greek,,,2000 BC- 200 AD,-2000,200,1978,shard,glass,Gift of John Davis Hatch V,,,https://get-thumb.herokuapp.com/getThumb.php?objectid=4397,https://github.com/wcmaart/collection,,,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
4398,82.26.59,I've learned to pass a line of head waiters,Rube Goldberg,,,,1883,1970,1982,drawing,ball-point pen on paper,Gift of George W. George,,Overall: 11 x 8 9/16 in. (27.9 x 21.7 cm),https://get-thumb.herokuapp.com/getThumb.php?objectid=4398,https://github.com/wcmaart/collection, 1883,1970,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
4400,80.46.37,"Untitled (from ""Son of Bitch"")",Elliott Erwitt,,,published 1974,1974,1974,1980,photograph,gelatin silver print,Gift of James L. Melcher,verso l.r. in pencil: Elliott Erwitt/ 375/#14  #1 1/2F.,"sheet: 10 15/16 x 13 7/8 in. (27.8 x 35.3 cm)
image: 8 1/16 x 12 1/16 in. (20.4 x 30.6 cm)",https://get-thumb.herokuapp.com/getThumb.php?objectid=4400,https://github.com/wcmaart/collection, 1928,,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
4403,78.59.31,Pottery Sherd,Greek,Mycenae,,2000 BC- 200 AD,-2000,200,1978,sherd,clay,Gift of John Davis Hatch V,,,https://get-thumb.herokuapp.com/getThumb.php?objectid=4403,https://github.com/wcmaart/collection,,,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
4404,56.14.I,Half-nude Figure of a Man,Robert Frederick Blum,,,,1857,1903,1956,etching,etching on paper,Gift of Miss Elisabeth Ball,"l.r. in pencil: #259/ 121; verso l. in pencil: C.M.A. #259- ""Half Nude Figure of a Man"". Unsigned.","sheet: 13 1/16 x 11 in. (33.2 x 28 cm)
plate: 6 3/4 x 5 13/16 in. (17.2 x 14.8 cm)",https://get-thumb.herokuapp.com/getThumb.php?objectid=4404,https://github.com/wcmaart/collection, 1857,1903,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
4408,85.7,Truth Revealed by Time,Anonymous (French),,,17th century,1600,1699,1985,drawing,ink and wash and pencil on paper,"Gift of Roger and Gayle Mandle in honor of S. Lane Faison, Jr., Class of 1929",l. in pencil: Studieux [next word crossed out] le voile et Poule,Overall: 8 1/4 x 5 13/16 in. (21 x 14.7 cm),https://get-thumb.herokuapp.com/getThumb.php?objectid=4408,https://github.com/wcmaart/collection,,,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
4413,88.6.68,"Horse Brass, Clover Leaves and Star or Clubs (card Suit)",British,,,19th and early 20th century,1800,1950,1988,metalwork,brass,"Gift of J. Rodney Weiss, Class of 1955, from the collection of the late Dr. Bernard H. Hall",,Overall: 3 9/16 x 2 15/16 in. (9 x 7.4 cm),https://get-thumb.herokuapp.com/getThumb.php?objectid=4413,https://github.com/wcmaart/collection,,,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
4415,60.15,Fugue,Tao Ho,Chinese,,1959,1959,1959,1960,print,color woodcut on paper,Museum purchase,"l.l. in pencil: ""Fugue""; l.r. in pencil: TaoHo 10/28/59","sheet: 25 1/2 x 13 3/4 in. (64.7 x 35 cm)
image: 20 15/16 x 9 13/16 in. (53.2 x 25 cm)",https://get-thumb.herokuapp.com/getThumb.php?objectid=4415,https://github.com/wcmaart/collection, 1936,2019,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
4417,86.18.64,Poppies in a Blue Vase,Maurice Brazil Prendergast,,,ca. 1910-1913,1910,1913,1986,painting,oil on panel,Gift of Mrs. Charles Prendergast,l.r. in red: Prendergast,"Overall: 13 5/8 x 10 1/4 in. (34.6 x 26 cm)
frame: 18 7/8 x 15 15/16 in. (48 x 40.5 cm)",https://get-thumb.herokuapp.com/getThumb.php?objectid=4417,https://github.com/wcmaart/collection, 1858,1924,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
4420,91.15.41,A View of the Ganges at Banaras,Indian,Indian,,c. 1840,1815,1865,1991,painting,watercolor on paper,Bequest of Mrs. Horace W. Frost,"u.c. in ink: No 2; l.r. in pencil: -Benares-; in image in ink: [calligraphic identifications]; verso u.c. in pencil: 4 [encircled]; verso l.r. in pencil: [numbers and letters]; verso l.l. in ink: [illegible name], No.21.","sheet: 11 5/8 x 18 9/16 in. (29.6 x 47.2 cm)
image: 9 1/8 x 15 3/4 in. (23.2 x 40 cm)",https://get-thumb.herokuapp.com/getThumb.php?objectid=4420,https://github.com/wcmaart/collection,,,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
4421,46.6,Shallow bowl,Venetian,,,16th century,1500,1599,1946,glass,glass,Gift of Joseph Brummer,,"Overall: 1 9/16 in. (4 cm)
rim: 6 1/2 in. (16.5 cm)",https://get-thumb.herokuapp.com/getThumb.php?objectid=4421,https://github.com/wcmaart/collection,,,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
4423,78.38.18,"Similar Remarks Apply to Uranium 235 (from ""General Dynamic F.U.N."")",Eduardo Luigi Paolozzi,,,1968,1968,1968,1978,lithograph,color photo lithograph on paper,Gift of Ben Wunsch through the Martin S. Ackerman Foundation,verso c. stamped: [title]; verso l.r. stamped: [stylised facsimile of artist's signature]; verso l.l. stamped: [publishers mark],sheet: 14 15/16 x 9 15/16 in. (38 x 25.2 cm),https://get-thumb.herokuapp.com/getThumb.php?objectid=4423,https://github.com/wcmaart/collection, 1924,2005,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
4424,49.17.85,Mr. Nast At Minneapolis,Thomas Nast,,,"June 10, 1892",1892,1892,1949,print,wood engraving on newsprint,Gift of Mabel Nast Crawford and Cyril Nast,text,Overall: 21 3/4 x 7 15/16 in. (55.2 x 20.2 cm),https://get-thumb.herokuapp.com/getThumb.php?objectid=4424,https://github.com/wcmaart/collection, 1840,1902,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
4425,87.5.11,Sketch for a Hilltown and Trees,Charles Prendergast,,,ca. 1927-1929,1927,1929,1987,watercolor,watercolor on paper,Gift of Mrs. Charles Prendergast,unsigned,Overall: 12 1/2 x 5 7/8 in. (31.7 x 14.9 cm),https://get-thumb.herokuapp.com/getThumb.php?objectid=4425,https://github.com/wcmaart/collection, 1863,1948,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
4426,80.28.4,Three Reds in Green and Magenta in Blue,Patrick Heron,,,1970,1970,1970,1980,screenprint,screenprint,"Gift of Terrence Toal, through the Martin S. Ackerman Foundation",l.l. in pencil: 91/100; l.r. in pencil: Patrick Heron 70; verso in another hand l.c. in pencil: HERON:[underlined] THREE REDS IN GREEN FOUR MAGENTA IN BLUE,"sheet: 27 11/16 x 40 in. (70.3 x 101.6 cm)
image: 23 3/8 x 30 11/16 in. (59.3 x 78 cm)",https://get-thumb.herokuapp.com/getThumb.php?objectid=4426,https://github.com/wcmaart/collection, 1920,1999,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
4427,80.46.79,"Lunchroom Buddies, NYC (from ""Walker Evans: Selected Photographs"")",Walker Evans,,,1931,1931,1931,1980,photograph,gelatin silver print,Gift of James L. Melcher,l.l. in pencil: 15/75; l.r. in pencil: Walker Evans,"sheet: 19 3/4 x 14 3/4 in. (50.1 x 37.5 cm)
image: 11 15/16 x 9 1/4 in. (30.3 x 23.5 cm)",https://get-thumb.herokuapp.com/getThumb.php?objectid=4427,https://github.com/wcmaart/collection, 1903,1975,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
4428,EL.77.5.3,"Ruin of Tabby (Shell) Construction, St. Mary's, Georgia (from ""Walker Evans: Selected Photographs"")",Walker Evans,,,1936,1936,1936,,photograph,gelatin silver print,On extended loan from James L. Melcher,l.l. in pencil: 15/75; l.r. in pencil: Walker Evans,"sheet: 14 13/16 x 19 3/4 in. (37.6 x 50.2 cm)
image: 7 15/16 x 10 3/16 in. (20.1 x 25.9 cm)",https://get-thumb.herokuapp.com/getThumb.php?objectid=4428,https://github.com/wcmaart/collection, 1903,1975,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
4429,80.46.75,Portrait of James Agee,Walker Evans,,,1937,1937,1937,1980,photograph,gelatin silver print,Gift of James L. Melcher,l.l. in pencil: 15/75; l.r. in pencil: Walker Evans,"sheet: 19 3/4 x 14 3/4 in. (50.2 x 37.5 cm)
image: 8 11/16 x 6 7/8 in. (22 x 17.4 cm)",https://get-thumb.herokuapp.com/getThumb.php?objectid=4429,https://github.com/wcmaart/collection, 1903,1975,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
4430,80.46.76,"Kitchen Wall, Alabama Farmstead (from ""Walker Evans: Selected Photographs"")",Walker Evans,,,1936,1936,1936,1980,photograph,gelatin silver print,Gift of James L. Melcher,l.l. in pencil: 15/75; l.r. in pencil: Walker Evans,"sheet: 14 3/4 x 19 3/4 in. (37.5 x 50.2 cm)
image: 9 7/16 x 11 7/8 in. (24 x 30.2 cm)",https://get-thumb.herokuapp.com/getThumb.php?objectid=4430,https://github.com/wcmaart/collection, 1903,1975,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
4431,77.63.5,Bull Head Hoop Earrings,Greek?,,,400-300 BC,-400,-300,1977,earring,gold,"Gift of the son and daughters of Charles Bolles Bolles-Rogers, Class of 1907: Frederick Van D. Rogers, Mary Rogers Savage, and Nancy Rogers Pierson",,Overall: 1 3/4 in. (4.5 cm),https://get-thumb.herokuapp.com/getThumb.php?objectid=4431,https://github.com/wcmaart/collection,,,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
4432,73.17,Annette Rosenshine,Ansel Easton Adams,,,1932,1932,1932,1973,photograph,gelatin silver print,"Museum purchase, Ruth Sabin Weston Fund",l.r. on mat in pencil: Ansel Adams,sheet: 13 x 10 9/16 in. (33 x 26.9 cm),https://get-thumb.herokuapp.com/getThumb.php?objectid=4432,https://github.com/wcmaart/collection, 1902,1984,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
4433,75.27.G,"Giles Corey (from ""Witches of Salem"")",Thom O'Connor,,,1972,1972,1972,1975,etching,etching on paper,"Museum purchase, Joseph O. Eaton Fund",l.l. in pencil: VII; l.r. in pencil: ThomO'Connor,"plate: 3 1/8 x 2 5/16 in. (7.9 x 5.8 cm)
sheet: 11 7/8 x 9 in. (30.2 x 22.8 cm)",https://get-thumb.herokuapp.com/getThumb.php?objectid=4433,https://github.com/wcmaart/collection, 1937,,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
4440,77.31.2.B,Kanaga Mask,Dogon Cultural Group,Dogon,,19th-20th century,1800,1977,1977,mask,painted wood and rope,"Gift of Douglas K. Stevens, Class of 1966","in ink on paper, taped to center of structure: Dogon Kanago/ Mask with handle/ form, Black and/ Brown pigment/ $900",Overall: 37 3/8 x 21 7/16 x 5 1/2 in. (95 x 54.5 x 14 cm),https://get-thumb.herokuapp.com/getThumb.php?objectid=4440,https://github.com/wcmaart/collection,,,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
4441,77.31.2.A,Kanaga Mask,Dogon Cultural Group,Dogon,,19th-20th century,1800,1977,1977,mask,painted wood and rope,"Gift of Douglas K. Stevens, Class of 1966",,Overall: 37 x 15 15/16 x 6 1/2 in. (94 x 40.5 x 16.5 cm),https://get-thumb.herokuapp.com/getThumb.php?objectid=4441,https://github.com/wcmaart/collection,,,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
4442,48.2.3.C,Gaudy Dutch plate,Staffordshire,,,,1500,1700,1948,ceramics,handpainted earthenware,"Gift of Weber Arkenburgh, Class of 1902",,"rim: 6 1/4 in. (15.9 cm)
height: 3/4 in. (1.9 cm)",https://get-thumb.herokuapp.com/getThumb.php?objectid=4442,https://github.com/wcmaart/collection,,,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
4444,91.18.17,St. Malo,Maurice Brazil Prendergast,,,ca. 1907,1907,1907,1991,watercolor,watercolor and pencil on paper,Gift of Mrs. Charles Prendergast,l.r. in black ink: Prendergast; verso u.r. in pencil: 1909/ St. Malo,"sheet: 11 x 15 3/8 in. (27.9 x 39.1 cm)
frame: 18 15/16 x 24 15/16 in. (48.1 x 63.3 cm)",https://get-thumb.herokuapp.com/getThumb.php?objectid=4444,https://github.com/wcmaart/collection, 1858,1924,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
4445,RC.3.35,Anthracite Winter,Daniel Dallmann,,,1971,1971,1971,1991,print,lithograph,Gift of Dorothy D. and Frederick Rudolph,l.l. in pencil: 4/43; l.r. in pencil: Dallman 1971,"Overall: 25 13/16 x 17 11/16 in. (65.5 x 44.9 cm)
frame: 32 11/16 x 23 9/16 in. (83 x 59.8 cm)",https://get-thumb.herokuapp.com/getThumb.php?objectid=4445,https://github.com/wcmaart/collection, 1942,,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
4446,62.23,Portrait of a Lady,Max Pechstein,,,1917,1917,1917,1962,lithograph,lithograph on paper,Museum purchase,l.r. in pencil: HMPechstein 1917; l.l. in pencil: 12/20; l.c. in pencil: 110-180-2; l.r. in pencil: 75:,sheet: 24 7/16 x 19 7/16 in. (62 x 49.4 cm),https://get-thumb.herokuapp.com/getThumb.php?objectid=4446,https://github.com/wcmaart/collection, 1881,1955,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
4447,M.2002.2.8,"""Suckers""",Wayne Thiebaud,,,1967,1967,1967,2002,lithograph,color lithograph on paper,"Gift of Susan W. Paine in honor of Stephen D. Paine, Class of 1954",l.r. in pencil: Theibaud state II 86/150; verso u.c. frame label: [Modern and Period Frames by Leon A. Brathwaite]; verso u.r. collection label: [Paine],"(sight): 14 7/16 x 20 5/8 in. (36.7 x 52.4 cm)
frame: 21 5/8 x 27 7/16 in. (55 x 69.7 cm)",https://get-thumb.herokuapp.com/getThumb.php?objectid=4447,https://github.com/wcmaart/collection, 1920,2021,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
4448,91.43.3,Supreme War Bird,Rube Goldberg,,,1942,1942,1942,1991,drawing,pencil and charcoal with white gouache on paper,"Gift of George W. George, Class of 1941",,Overall: 17 1/4 x 14 in. (43.8 x 35.5 cm),https://get-thumb.herokuapp.com/getThumb.php?objectid=4448,https://github.com/wcmaart/collection, 1883,1970,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
4449,RC.40,Old College Gym,Peter Waite,,,1994,1994,1994,1995,painting,acrylic on 9 plastic panels,"Museum purchase, funds provided by Herbert A. Allen, Class of 1962",,large: 6 x 12 ft (1.83 x 3.66 m),https://get-thumb.herokuapp.com/getThumb.php?objectid=4449,https://github.com/wcmaart/collection, 1950,,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
4452,85.41.3,Dial Set Five,Gordon House,,,1966,1966,1966,1985,screenprint,color screenprint on paper,Gift of Mark T. Jacobson,l.l. in pencil: Dial set five; l.c. in pencil: 43/70; l.r. in pencil: Gordon House 66,"sheet: 27 1/16 x 27 in. (68.8 x 68.6 cm)
image: 20 1/2 x 20 1/2 in. (52 x 52 cm)",https://get-thumb.herokuapp.com/getThumb.php?objectid=4452,https://github.com/wcmaart/collection, 1932,2004,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
4453,92.2.1,Seated Nude,Alfred Henry Maurer,,,ca. 1927-28,1927,1928,1992,drawing,pen and ink on paper,Gift of Jane and John Howland,verso l.r. in red pencil: w.5.3,Overall: 8 7/16 x 10 15/16 in. (21.4 x 27.8 cm),https://get-thumb.herokuapp.com/getThumb.php?objectid=4453,https://github.com/wcmaart/collection, 1868,1932,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
4456,39.1.179,The First Three!,Ben L. Kidder,,,1918,1918,1918,1939,poster,poster,Anonymous gift,,Overall: 27 9/16 x 20 1/2 in. (70 x 52.1 cm),https://get-thumb.herokuapp.com/getThumb.php?objectid=4456,https://github.com/wcmaart/collection,,,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
4457,79.13.D,"Artist's Installation of ""3 Cherry Planes: Any Arrangement""",Robert Janz,,,1978,1978,1978,1979,photograph,gelatin silver print,"Museum purchase, Joseph O. Eaton Fund, Greylock Foundation, Charles Webb Fund",,"sheet: 7 13/16 x 11 15/16 in. (19.8 x 30.4 cm)
image: 3 1/8 x 4 3/4 in. (7.9 x 12 cm)",https://get-thumb.herokuapp.com/getThumb.php?objectid=4457,https://github.com/wcmaart/collection,,,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
4458,79.49.1,Inferno,Sidney Robert Nolan,,,1967,1967,1967,1979,screenprint,screenprint,"Gift of George Friedman, through the Martin S. Ackerman Foundation",ll in pencil: 34/100; lr in pencil: Nolan,"sheet: 40 1/16 x 26 15/16 in. (101.8 x 68.4 cm)
image: 29 3/4 x 24 in. (75.6 x 61 cm)",https://get-thumb.herokuapp.com/getThumb.php?objectid=4458,https://github.com/wcmaart/collection, 1917,1992,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
