name,city,state,address,zip,website,category,public_private,district,lat,lon
WEST FAIRVIEW SCHOOL,MILLERSBURG,OH,3451 COUNTY ROAD 160,44654,,,PRIVATE,,40.618904,-81.7426
WEST FALLOWFIELD CHRISTIAN SCHOOL,ATGLEN,PA,795 FALLOWFIELD RD,19310,,ELEMENTARY,PRIVATE,,39.922848,-75.94985
WEST FANNIN ELEMENTARY SCHOOL,BLUE RIDGE,GA,5060 BLUE RIDGE DR,30513,https://wfes.fannin.k12.ga.us/,ELEMENTARY,PUBLIC,FANNIN COUNTY,34.923424,-84.37989
WEST FARGO HIGH SCHOOL,WEST FARGO,ND,801 9TH ST E,58078,http://www.west-fargo.k12.nd.us/schools/high/,HIGH,PUBLIC,WEST FARGO 6,46.867367,-96.88161
WEST FARGO SHEYENNE HIGH SCHOOL,WEST FARGO,ND,800 40TH AVE E,58078,http://www.west-fargo.k12.nd.us/schools/sheyenne/,HIGH,PUBLIC,WEST FARGO 6,46.820076,-96.884514
WEST FARGO SHEYENNE MIDDLE SCHOOL,WEST FARGO,ND,800 40TH AVE E,58078,https://www.west-fargo.k12.nd.us/shs,,PUBLIC,WEST FARGO 6,46.82005,-96.88454
WEST FARGO SPEC ED UNIT,WEST FARGO,ND,207 MAIN AVE W,58078,https://www.west-fargo.k12.nd.us/,,PUBLIC,WEST FARGO SPECIAL EDUCATION UNIT,46.87612,-96.902214
WEST FELICIANA HIGH SCHOOL,ST. FRANCISVILLE,LA,8604 U.S. HWY. 61,70775,,HIGH,PUBLIC,WEST FELICIANA PARISH,30.826147,-91.383446
WEST FELICIANA MIDDLE SCHOOL,ST. FRANCISVILLE,LA,9559 BAINS ROAD,70775,https://www.wfpsb.org/o/wfms,MIDDLE,PUBLIC,WEST FELICIANA PARISH,30.826803,-91.37806
WEST FIELD ES,EDMOND,OK,17601 NORTH PENNSYLVANIA,73012,https://edmondschools.net,ELEMENTARY,PUBLIC,EDMOND,35.65051,-97.55094
WEST FLORENCE HIGH,FLORENCE,SC,221 NORTH BELTLINE DRIVE,29501,,HIGH,PUBLIC,FLORENCE 01,34.194824,-79.82373
WEST FLORIDA BAPTIST ACADEMY,MILTON,FL,5621 HWY 90,32583,,K-12,PRIVATE,,30.60098,-87.089645
WEST FLORIDA HIGH SCHOOL/TECHNICAL,PENSACOLA,FL,2400 LONGLEAF DR,32526,http://www.ecsd-fl.schoolloop.comns/escambia-santa-rosa,HIGH,PUBLIC,ESCAMBIA,30.487368,-87.292435
WEST FOREST EL SCH,TIONESTA,PA,22318 ROUTE 62 BOX 15,16353,http://www.forestareaschools.org,ELEMENTARY,PUBLIC,FOREST AREA SCHOOL DISTRICT,41.545475,-79.432846
WEST FOREST INTERMEDIATE SCHOOL,OPELIKA,AL,2801 WAVERLY PKWY,36801,https://westforest.opelikaschools.org,ELEMENTARY,PUBLIC,OPELIKA CITY,32.649067,-85.42072
WEST FOREST JSHS,TIONESTA,PA,22318 ROUTE 62 BOX 15,16353,http://www.forestareaschools.org,HIGH,PUBLIC,FOREST AREA SCHOOL DISTRICT,41.545387,-79.43276
WEST FORK  ELEMENTARY SHEFFIELD,SHEFFIELD,IA,504 PARK ST.,50475,,ELEMENTARY,PUBLIC,WEST FORK COMM SCHOOL DISTRICT,42.896515,-93.21814
WEST FORK ELEMENTARY AT ROCKWELL,ROCKWELL,IA,210 S 2ND ST,50469,https://www.westforkschool.org,ELEMENTARY,PUBLIC,WEST FORK COMMUNITY SCHOOL DISTRICT,42.98361,-93.19157
WEST FORK ELEMENTARY SCHOOL,WEST FORK,AR,245 SCHOOL AVE,72774,http://www.westforkschools.org,ELEMENTARY,PUBLIC,BERKELEY 01,35.925003,-94.19312
WEST FORK ELEMENTARY SHEFFIELD,SHEFFIELD,IA,504 PARK ST.,50475,https://www.westforkschool.org/,ELEMENTARY,PUBLIC,WEST FORK COMMUNITY SCHOOL DISTRICT,42.89672,-93.21817
WEST FORK HIGH SCHOOL,SHEFFIELD,IA,453 N. 5TH ST.,50475,https://www.westforkschool.org/,HIGH,PUBLIC,WEST FORK COMMUNITY SCHOOL DISTRICT,42.897198,-93.21815
WEST FORK HIGH SCHOOL,WEST FORK,AR,359 SCHOOL AVE,72774,http://www.westforkschools.org,HIGH,PUBLIC,WEST FORK SCHOOL DISTRICT,35.921955,-94.191895
WEST FORK MIDDLE SCHOOL,ROCKWELL,IA,210 S 2ND ST,50469,https://www.westforkschool.org,MIDDLE,PUBLIC,WEST FORK COMMUNITY SCHOOL DISTRICT,42.983585,-93.19164
WEST FORK MIDDLE SCHOOL,WEST FORK,AR,333 SCHOOL AVE,72774,http://www.westforkschools.org,MIDDLE,PUBLIC,FAIRFAX COUNTY PUBLIC SCHOOLS,35.922466,-94.19142
WEST FORSYTH HIGH,CLEMMONS,NC,1735 LEWISVILLE-CLEMMONS,27012,http://wsfcsel.schoolwires.net/domain/1441,HIGH,PUBLIC,WINSTON SALEM / FORSYTH COUNTY SCHOOLS,36.0627,-80.38792
WEST FORSYTH HIGH SCHOOL,CUMMING,GA,4155 DREW RD,30040,https://www.forsyth.k12.ga.us/wfhs/site/default.asp,HIGH,PUBLIC,FORSYTH COUNTY,34.210342,-84.21368
WEST FOUNDATION EL,WICHITA FALLS,TX,5220 LK WELLINGTON PKWY,76310,https://www.wfisd.net,ELEMENTARY,PUBLIC,WICHITA FALLS INDEPENDENT SCHOOL DISTRICT,33.877316,-98.57495
WEST FRANKLIN ELEMENTARY SCHOOL,COLUMBUS,OH,3501 BRIGGS RD,43204,https://wfes.swcsd.us/,ELEMENTARY,PUBLIC,SOUTH-WESTERN CITY,39.9336,-83.0946
WEST FRANKLIN HIGH SCHOOL,POMONA,KS,511 EAST FRANKLIN,66076,https://www.usd287.org/,HIGH,PUBLIC,WEST FRANKLIN,38.609432,-95.44556
WEST FRANKLIN LEARNING CENTER HIGH - CHARTER,POMONA,KS,511 E FRANKLIN,66076,https://www.usd287.org/learning-center,HIGH,PUBLIC,WEST FRANKLIN,38.60919,-95.44558
WEST FRANKLIN MIDDLE SCHOOL,POMONA,KS,509 EAST 4TH STREET,66076,,MIDDLE,PUBLIC,WEST FRANKLIN,38.610054,-95.44504
WEST FREDERICK MIDDLE,FREDERICK,MD,515 W PATRICK ST,21701,https://www.fcps.org,MIDDLE,PUBLIC,FREDERICK COUNTY PUBLIC SCHOOLS,39.414986,-77.42748
WEST FREEHOLD SCHOOL,FREEHOLD,NJ,100 CASTRONOVA WAY,07728,,ELEMENTARY,PUBLIC,FREEHOLD TOWNSHIP SCHOOL DISTRICT,40.241386,-74.30027
WEST FRESNO ALTERNATIVE EDUCATION,FRESNO,CA,2888 SOUTH IVY,93706,,K-12,PUBLIC,WEST FRESNO ELEMENTARY,36.69737,-119.79399
WEST FRESNO ELEMENTARY,FRESNO,CA,2910 S. IVY ST.,93706,https://www.wfes.washingtonunified.org,ELEMENTARY,PUBLIC,MSD WAYNE TOWNSHIP,36.69538,-119.79401
WEST FRESNO MIDDLE,FRESNO,CA,2888 S. IVY ST.,93706,https://www.wfms.washingtonunified.org,MIDDLE,PUBLIC,,36.6965,-119.79405
WEST FRESNO PERFORMING ARTS ACADEMY,FRESNO,CA,1901 EAST SHIELDS AVE. STE. 150,93726,,K-12,PUBLIC,WEST FRESNO ELEMENTARY,36.780422,-119.7893
WEST FRIENDSHIP ELEMENTARY,WEST FRIENDSHIP,MD,12500 FREDERICK ROAD,21794,https://wfes.hcpss.org,ELEMENTARY,PUBLIC,HOWARD COUNTY PUBLIC SCHOOLS,39.301613,-76.94593
WEST GADSDEN MIDDLE SCHOOL,QUINCY,FL,200 PROVIDENCE RD,32351,http://www.wghs.gcps.k12.fl.us,MIDDLE,PUBLIC,GADSDEN,30.566692,-84.73398
WEST GATE CHRISTIAN SCHOOL,TAMPA,FL,5121 KELLY RD,33615,,K-12,PRIVATE,,27.995302,-82.56391
WEST GATE ELEMENTARY,MANASSAS,VA,8031 URBANNA RD,20109,https://westgatees.pwcs.edu/,ELEMENTARY,PUBLIC,PRINCE WILLIAM COUNTY PUBLIC SCHOOLS,38.780994,-77.49755
WEST GATE ELEMENTARY SCHOOL,WEST PALM BEACH,FL,1545 LOXAHATCHEE DR,33409,http://www.edline.net/pages/west_gate,ELEMENTARY,PUBLIC,PALM BEACH,26.700548,-80.0914
WEST GATE K-8 SCHOOL,PORT ST LUCIE,FL,1050 NW CASHMERE BLVD,34986,http://www.stlucie.k12.fl.us/wgk/,ELEMENTARY,PUBLIC,ST. LUCIE,27.337126,-80.376236
WEST GATES AVENUE SCHOOL,LINDENHURST,NY,175 W GATES AVE,11757,http://www.lindenhurstschools.org,ELEMENTARY,PUBLIC,LINDENHURST UNION FREE SCHOOL DISTRICT,40.680237,-73.379486
WEST GEAUGA HIGH SCHOOL,CHESTERLAND,OH,13401 CHILLICOTHE RD,44026,https://www.westg.org/westgeaugahighschool_home.aspx,HIGH,PUBLIC,WEST GEAUGA LOCAL,41.50323,-81.338066
WEST GEAUGA MIDDLE SCHOOL,CHESTERLAND,OH,8611 CEDAR RD,44026,https://www.westg.org/,MIDDLE,PUBLIC,WEST GEAUGA LOCAL,41.504856,-81.334305
WEST GENESEE MIDDLE SCHOOL,CAMILLUS,NY,500 SANDERSON DR,13031,http://www.westgensee.org,MIDDLE,PUBLIC,WEST GENESEE CENTRAL SCHOOL DISTRICT,43.04659,-76.27222
WEST GENESEE SENIOR HIGH SCHOOL,CAMILLUS,NY,5201 W GENESEE ST,13031,https://www.westgenesee.org,HIGH,PUBLIC,WEST GENESEE CENTRAL SCHOOL DISTRICT,43.040157,-76.266014
WEST GEORGIA TECHNICAL COLLEGE,WACO,GA,176 MURPHY CAMPUS BLVD.,30182,https://www.westgatech.edu,JUNIOR COLLEGES,,,33.691704,-85.183624
WEST GEORGIA TECHNICAL COLLEGE - CARROLL CAMPUS,CARROLLTON,GA,997 SOUTH HIGHWAY 16,30116,http://www.westgatech.edu/locations/carroll.htm,JUNIOR COLLEGES,,,33.567493,-85.04805
WEST GEORGIA TECHNICAL COLLEGE - COWETA CAMPUS,NEWNAN,GA,160 MARTIN LUTHER KING JR DR,30263,http://www.westgatech.edu/locations/coweta.htm,JUNIOR COLLEGES,,,33.365265,-84.78273
WEST GEORGIA TECHNICAL COLLEGE - DOUGLAS CAMPUS,DOUGLASVILLE,GA,4600 TIMBER RIDGE DRIVE,30135,http://www.westgatech.edu/locations/douglas.htm,JUNIOR COLLEGES,,,33.73696,-84.72679
WEST GHENT SCHOOL,NORFOLK,VA,1009 W PRINCESS ANNE RD,23507,,ELEMENTARY,PRIVATE,,36.86674,-76.30283
WEST GLACIER SCHOOL,WEST GLACIER,MT,160 OLD BRIDGE ROAD,59936,https://www.westglacierelementary.org,ELEMENTARY,PUBLIC,WEST GLACIER ELEM,48.497215,-113.97904
WEST GLADES MONTESSORI SCHOOL,BOCA RATON,FL,20400 CAIN BLVD,33498,,ELEMENTARY,PRIVATE,,26.372967,-80.211334
WEST GLADES SCHOOL,LABELLE,FL,2586 COUNTY ROAD 731,33935,https://www.gladesedu.org,ELEMENTARY,PUBLIC,GLADES,26.806387,-81.44161
WEST GLOCESTER ELEMENTARY,CHEPACHET,RI,111 REYNOLDS ROAD/RTE 94,02814,https://wges.glocschools.org/,ELEMENTARY,PUBLIC,GLOCESTER,41.912155,-71.77819
WEST GODWIN ELEMENTARY SCHOOL,WYOMING,MI,3546 CLYDE PARK AVE SW,49509,https://www.godwinschools.org,ELEMENTARY,PUBLIC,GODWIN HEIGHTS PUBLIC SCHOOLS,42.8998,-85.68379
WEST GOSHEN ELEMENTARY SCHOOL,GOSHEN,IN,215 DEWEY AVE,46526,https://westgoshen.goshenschools.org/,ELEMENTARY,PUBLIC,GOSHEN COMMUNITY SCHOOLS,41.58494,-85.849846
WEST GRAND ELEMENTARY  AND MIDDLE SCHOOL,KREMMLING,CO,715 KINSEY AVENUE,80459,,ELEMENTARY,PUBLIC,WEST GRAND SCHOOL DISTRICT NO. 1,40.062206,-106.386215
WEST GRAND ELEMENTARY AND MIDDLE SCHOOL,KREMMLING,CO,715 KINSEY AVENUE,80459,https://www.wgsd.us,ELEMENTARY,PUBLIC,WEST GRAND SCHOOL DISTRICT NO. 1,40.062218,-106.38627
WEST GRAND HIGH SCHOOL,KREMMLING,CO,208 12TH STREET,80459,https://www.wgsd.us/en-us/high-school-41e891e5,HIGH,PUBLIC,WEST GRAND SCHOOL DISTRICT NO. 1,40.060215,-106.379684
WEST GREEN ELEMENTARY SCHOOL,WEST GREEN,GA,106 SCHOOL CIRCLE RD,31567,http://westgreenelem.ga.cce.schoolinsites.com/,ELEMENTARY,PUBLIC,COFFEE COUNTY,31.61146,-82.738144
WEST GREENE EL CTR,WAYNESBURG,PA,1350 HARGUS CREEK RD,15370,https://www.wgsd.org/west-greene-elementary-center,ELEMENTARY,PUBLIC,WEST GREENE SCHOOL DISTRICT,39.867554,-80.28244
WEST GREENE ELEMENTARY,SNOW HILL,NC,303 KINGOLD BOULEVARD,28580,https://wg.gcsedu.org,ELEMENTARY,PUBLIC,GREENE COUNTY SCHOOLS,35.454052,-77.68652
WEST GREENE HIGH SCHOOL,MOSHEIM,TN,275 WEST GREENE DR,37818,https://wghs.greenek12.org/,HIGH,PUBLIC,GREENE COUNTY,36.184868,-82.972786
WEST GREENE HS,WAYNESBURG,PA,1352 HARGUS CREEK RD,15370,https://www.wgsd.org,HIGH,PUBLIC,WEST GREENE SCHOOL DISTRICT,39.868187,-80.28231
WEST GREENE MS,WAYNESBURG,PA,1352 HARGUS CREEK RD,15370,https://www.wgsd.org,MIDDLE,PUBLIC,WEST GREENE SCHOOL DISTRICT,39.867413,-80.28245
WEST GRESHAM ELEMENTARY SCHOOL,GRESHAM,OR,330 W POWELL BLVD,97080,http://westgresham.gresham.k12.or.us/,ELEMENTARY,PUBLIC,GRESHAM-BARLOW SCHOOL DISTRICT 10J,45.496704,-122.435394
WEST GROVES EARLY LEARNING CENTER,GROVES,TX,5840 W JEFFERSON,77619,https://www.pngisd.org/domain/2022,PREKINDERGARTEN,PUBLIC,PORT NECHES-GROVES INDEPENDENT SCHOOL DISTRICT,29.945015,-93.92483
WEST H S,WEST,TX,1008 JERRY MASHEK DR,76691,https://www.westisd.net,HIGH,PUBLIC,WEST INDEPENDENT SCHOOL DISTRICT,31.811401,-97.08647
WEST HALL HIGH SCHOOL,OAKWOOD,GA,5500 MCEVER RD,30566,https://whhs.hallco.org/web/,HIGH,PUBLIC,HALL COUNTY,34.21781,-83.91072
WEST HALL MIDDLE SCHOOL,OAKWOOD,GA,5470 MCEVER RD,30566,http://whms.hallco.org/web/,MIDDLE,PUBLIC,HALL COUNTY,34.221645,-83.909645
WEST HAMLIN ELEMENTARY,WEST HAMLIN,WV,114 DAIRY ROAD,25571,https://www.westhamlinroughriders.com/,ELEMENTARY,PUBLIC,LINCOLN COUNTY SCHOOLS,38.28459,-82.19415
WEST HANCOCK ELEMENTARY SCHOOL,BRITT,IA,510 9TH AVE SW,50423,https://www.whancock.k12.ia.us,ELEMENTARY,PUBLIC,WEST HANCOCK COMMUNITY SCHOOL DISTRICT,43.092007,-93.81334
WEST HANCOCK ELEMENTARY SCHOOL,PICAYUNE,MS,23350 HIGHWAY 43,39466,https://www.hancockschools.net,ELEMENTARY,PUBLIC,HANCOCK COUNTY SCHOOL DISTRICT,30.520222,-89.50716
WEST HANCOCK HIGH SCHOOL,BRITT,IA,420 9TH AVE SW,50423,https://www.whancock.org,HIGH,PUBLIC,WEST HANCOCK COMMUNITY SCHOOL DISTRICT,43.093227,-93.813736
WEST HANCOCK MIDDLE SCHOOL,KANAWHA,IA,423 E. 5TH ST.,50447,https://www.whancock.org,MIDDLE,PUBLIC,WEST HANCOCK COMMUNITY SCHOOL DISTRICT,42.93706,-93.787094
WEST HANDLEY EL,FORT WORTH,TX,2749 PUTNAM,76112,https://www.fwisd.org,ELEMENTARY,PUBLIC,FORT WORTH INDEPENDENT SCHOOL DISTRICT,32.739716,-97.22729
WEST HANOVER EL SCH,HARRISBURG,PA,7740 MANOR DR,17112,https://www.cdschools.org/westhanover,ELEMENTARY,PUBLIC,CENTRAL DAUPHIN SCHOOL DISTRICT,40.33801,-76.72226
WEST HARALSON ELEMENTARY SCHOOL,TALLAPOOSA,GA,4552 GEORGIA HIGHWAY 100 N,30176,https://www.haralson.k12.ga.us/westharalsonelementaryschool_home.aspx,ELEMENTARY,PUBLIC,HARALSON COUNTY,33.771133,-85.29718
WEST HARDIN EL,SARATOGA,TX,39227 HWY 105,77585,https://www.westhardin.org,ELEMENTARY,PUBLIC,WEST HARDIN COUNTY CONSOLIDATED INDEPENDENT SCHOOL DISTRICT,30.258131,-94.56179
WEST HARDIN ELEMENTARY,ADAMSVILLE,TN,25105 HIGHWAY 69 SOUTH,38310,http://www.westhardincougars.net/,ELEMENTARY,PUBLIC,HARDIN COUNTY,35.247444,-88.342415
WEST HARDIN H S,SARATOGA,TX,39227 HWY 105,77585,https://www.westhardin.org,HIGH,PUBLIC,WEST HARDIN COUNTY CONSOLIDATED INDEPENDENT SCHOOL DISTRICT,30.258118,-94.56181
WEST HARDIN MIDDLE SCHOOL,CECILIA,KY,10471 LEITCHFIELD RD,42724,,MIDDLE,PUBLIC,HARDIN COUNTY,37.616463,-86.01829
WEST HARRISON ELEMENTARY,MONDAMIN,IA,410 PINE ST,51557,https://www.westharrison.school,ELEMENTARY,PUBLIC,WEST HARRISON COMMUNITY SCHOOL DISTRICT,41.70894,-96.01861
WEST HARRISON HIGH SCHOOL,GULFPORT,MS,10399 COUNTY FARM ROAD,39503,http://www.harrison.k12.ms.us/home/westharrisonhigh.aspx,HIGH,PUBLIC,HARRISON COUNTY SCHOOL DISTRICT,30.434803,-89.19434
WEST HARRISON HIGH SCHOOL,MONDAMIN,IA,410 PINE ST,51557,https://www.westharrison.school,HIGH,PUBLIC,WEST HARRISON COMMUNITY SCHOOL DISTRICT,41.70887,-96.01734
WEST HARTSVILLE ELEMENTARY,HARTSVILLE,SC,214 CLYDE ROAD,29550,http://baydcsd.hosted111.sharpschool.com/,ELEMENTARY,PUBLIC,DARLINGTON 01,34.35587,-80.14133
WEST HASTINGS,MILFORD,IN,5630 W 1100 N,46542,,ELEMENTARY,PRIVATE,,41.391415,-85.95517
WEST HAVEN ELEMENTARY,KNOXVILLE,TN,3620 SISK RD,37921,https://www.knoxschools.org/domain/55,ELEMENTARY,PUBLIC,KNOX COUNTY,35.983585,-83.982376
WEST HAVEN HIGH SCHOOL,WEST HAVEN,CT,ONE MCDONOUGH PLAZA,06516,http://www.whschools.org,HIGH,PUBLIC,WEST HAVEN SCHOOL DISTRICT,41.260468,-72.958336
WEST HAVEN SCHOOL,WEST HAVEN,UT,4385 S 3900 W,84401,http://www.whe.weber.k12.ut.us,ELEMENTARY,PUBLIC,WEBER DISTRICT,41.18441,-112.07583
WEST HAVERSTRAW ELEMENTARY SCHOOL,WEST HAVERSTRAW,NY,71 BLAUVELT AVE,10993,http://www.nrcsd.org,ELEMENTARY,PUBLIC,HAVERSTRAW-STONY POINT CSD (NORTH ROCKLAND),41.213818,-73.982574
WEST HAWAII EXPLORATIONS ACADEMY,KAILUA-KONA,HI,73-4500 KAHILIHILI ST,96740,https://www.whea.net/,HIGH,PUBLIC,HAWAII DEPARTMENT OF EDUCATION,19.71405,-156.03653
WEST HAZLETON EL/MS,WEST HAZLETON,PA,325 NORTH ST,18202,https://www.hasdk12.org/domain/627,ELEMENTARY,PUBLIC,HAZLETON AREA SCHOOL DISTRICT,40.96053,-75.999985
WEST HEIGHTS ALC,WEST SAINT PAUL,MN,150 MARIE AVE,55118,,HIGH,PUBLIC,INTERMEDIATE SCHOOL DISTRICT 917,44.891033,-93.07749
WEST HEIGHTS EXTENDED DAY,WEST SAINT PAUL,MN,150 MARIE AVE E,55118,,HIGH,PUBLIC,INTERMEDIATE SCHOOL DISTRICT 917,44.891003,-93.077446
WEST HEMPFIELD EL SCH,IRWIN,PA,469 WENDEL ROAD,15642,http://www.hasdpa.net/domain/878,ELEMENTARY,PUBLIC,HEMPFIELD AREA SCHOOL DISTRICT,40.30044,-79.677956
WEST HEMPFIELD MS,IRWIN,PA,156 NORTHUMBERLAND ROAD,15642,http://www.hasdpa.net/domain/515,MIDDLE,PUBLIC,HEMPFIELD AREA SCHOOL DISTRICT,40.29308,-79.67421
WEST HEMPSTEAD HIGH SCHOOL,WEST HEMPSTEAD,NY,400 NASSAU BLVD,11552,https://www.whufsd.com,HIGH,PUBLIC,WEST HEMPSTEAD UNION FREE SCHOOL DISTRICT,40.694218,-73.66118
WEST HEMPSTEAD MIDDLE SCHOOL,WEST HEMPSTEAD,NY,450 NASSAU BLVD,11552,https://www.whufsd.com,MIDDLE,PUBLIC,WEST HEMPSTEAD UNION FREE SCHOOL DISTRICT,40.692688,-73.66125
WEST HENDERSON HIGH,HENDERSONVILLE,NC,3600 HAYWOOD ROAD,28791,https://www.hendersoncountypublicschoolsnc.org/whh/,HIGH,PUBLIC,HENDERSON COUNTY SCHOOLS,35.3662,-82.51517
WEST HERITAGE ELEMENTARY,FONTANA,CA,13690 W. CONSTITUTION WAY,92336,http://www.etiwanda.org,ELEMENTARY,PUBLIC,ETIWANDA ELEMENTARY,34.11279,-117.50582
WEST HERNANDO CHRISTIAN SCHOOL,SPRING HILL,FL,2250 OSOWAW BLVD,34607,,K-12,PRIVATE,,28.46022,-82.63714
WEST HERNANDO MIDDLE SCHOOL,BROOKSVILLE,FL,14325 KEN AUSTIN PKWY,34613,http://www.edline.net/pages/hcsb_whms,MIDDLE,PUBLIC,HERNANDO,28.564495,-82.48917
WEST HERTEL ELEMENTARY SCHOOL,BUFFALO,NY,489 HERTEL AVE,14207,https://www.buffaloschools.org,ELEMENTARY,PUBLIC,BUFFALO CITY SCHOOL DISTRICT,42.945488,-78.89038
WEST HIALEAH GARDENS ELEMENTARY SCHOOL,HIALEAH GARDENS,FL,11990 NW 92ND AVE,33018,http://whg.dadeschools.net/,ELEMENTARY,PUBLIC,MIAMI-DADE,25.881872,-80.34869
WEST HIGH,APPLETON,WI,610 N BADGER AVE,54914,https://www.aasd.k12.wi.us,HIGH,PUBLIC,APPLETON AREA SCHOOL DISTRICT,44.268604,-88.42836
WEST HIGH,BAKERSFIELD,CA,1200 NEW STINE RD.,93309,https://west.kernhigh.org,HIGH,PUBLIC,KERN UNION HIGH,35.343193,-119.05977
WEST HIGH,BALLWIN,MO,14653 CLAYTON RD,63011,https://www.parkwayschools.net,HIGH,PUBLIC,PARKWAY C-2,38.622997,-90.534294
WEST HIGH,GREEN BAY,WI,966 SHAWANO AVE,54303,https://www.gbaps.org,HIGH,PUBLIC,GREEN BAY AREA PUBLIC SCHOOL DISTRICT,44.52144,-88.03317
WEST HIGH,MADISON,WI,30 ASH ST,53726,https://www.madison.k12.wi.us,HIGH,PUBLIC,MADISON METROPOLITAN SCHOOL DISTRICT,43.068764,-89.42687
WEST HIGH,OSHKOSH,WI,375 N EAGLE ST,54902,https://www.oshkosh.k12.wi.us,HIGH,PUBLIC,OSHKOSH AREA SCHOOL DISTRICT,44.02254,-88.57357
WEST HIGH,SALT LAKE CITY,UT,241 N 300 W,84103,https://west.slcschools.org/,HIGH,PUBLIC,SALT LAKE DISTRICT,40.774723,-111.90041
WEST HIGH,TORRANCE,CA,20401 VICTOR ST.,90503,https://www.tusd.org/schools/west-high-school,HIGH,PUBLIC,ANGLETON INDEPENDENT SCHOOL DISTRICT,33.84637,-118.36809
WEST HIGH,WAUKESHA,WI,3301 SAYLESVILLE RD,53189,https://www.waukesha.k12.wi.us,HIGH,PUBLIC,WAUKESHA SCHOOL DISTRICT,42.96867,-88.278404
WEST HIGH,WAUSAU,WI,1200 W WAUSAU AVE,54401,https://www.wausauschools.org,HIGH,PUBLIC,WAUSAU SCHOOL DISTRICT,44.974716,-89.651
WEST HIGH,WAUWATOSA,WI,11400 W CENTER ST,53222,http://www.edlinesites.net/pages/719738424244003762,HIGH,PUBLIC,WAUWATOSA SCHOOL DISTRICT,43.068684,-88.05571
WEST HIGH,WEST BEND,WI,1305 E DECORAH RD,53095,https://www.west-bend.k12.wi.us,HIGH,PUBLIC,WEST BEND SCHOOL DISTRICT,43.411236,-88.16376
WEST HIGH,WICHITA,KS,820 S OSAGE,67213,https://www.usd259.org,HIGH,PUBLIC,WICHITA,37.67434,-97.348656
WEST HIGH SCHOOL,ANCHORAGE,AK,1700 HILLCREST DR,99517,https://west.asdk12.org/,HIGH,PUBLIC,ANCHORAGE SCHOOL DISTRICT,61.20097,-149.91714
WEST HIGH SCHOOL,COLUMBUS,OH,179 S POWELL AVE,43204,https://www.ccsoh.us/wesths,HIGH,PUBLIC,COLUMBUS CITY SCHOOL DISTRICT,39.951714,-83.07576
WEST HIGH SCHOOL,DAVENPORT,IA,3505 W LOCUST,52804,https://www.davenport.k12.ia.us,HIGH,PUBLIC,DAVENPORT COMMUNITY SCHOOL DISTRICT,41.537014,-90.62737
WEST HIGH SCHOOL,KNOXVILLE,TN,3300 SUTHERLAND AVE,37919,https://www.knoxschools.org/wesths,HIGH,PUBLIC,KNOX COUNTY,35.94817,-83.97312
WEST HIGH SCHOOL,MINNETONKA,MN,11140 BREN RD W,55343,https://whs.isd77.org/,HIGH,PUBLIC,INTERMEDIATE SCHOOL DISTRICT 287,44.90118,-93.42138
WEST HIGH SCHOOL,SIOUX CITY,IA,2001 CASSELMAN,51103,https://www.siouxcityschools.org,HIGH,PUBLIC,SIOUX CITY COMMUNITY SCHOOL DISTRICT,42.51067,-96.44747
WEST HIGH SCHOOL,WATERLOO,IA,425 E RIDGEWAY AVE,50702,https://www.iowacityschools.org/wesths,HIGH,PUBLIC,WATERLOO COMMUNITY SCHOOL DISTRICT,42.471,-92.3512
WEST HIGHLAND CHRISTIAN ACADEMY,MILFORD,MI,1116 S HICKORY RIDGE RD,48380,,K-12,PRIVATE,,42.627262,-83.66229
WEST HILL EL SCH,SHARON,PA,301 ELLSWORTH ST,16146,https://www.sharon.k12.pa.us,ELEMENTARY,PUBLIC,SHARON CITY SCHOOL DISTRICT,41.235146,-80.51491
WEST HILL MIDDLE SCHOOL,ALBANY,NY,395 ELK ST,12206,https://www.westhillschools.org/ohms,,PUBLIC,ALBANY CITY SCHOOL DISTRICT,42.664314,-73.76942
WEST HILL SCHOOL,ROCKY HILL,CT,95 CRONIN DR.,06067,https://www.rockyhillps.us/westhill/westhill.htm,ELEMENTARY,PUBLIC,ROCKY HILL SCHOOL DISTRICT,41.662865,-72.6822
WEST HILLS BAPTIST PRESCHOOL & KINDERGARTEN,KNOXVILLE,TN,409 N WINSTON RD,37909,,ELEMENTARY,PRIVATE,,35.92884,-84.04748
WEST HILLS CHRISTIAN SCHOOL,PORTLAND,OR,7945 SW CAPITOL HILL RD,97219,,ELEMENTARY,PRIVATE,,45.467117,-122.70125
WEST HILLS COLLEGE-COALINGA,COALINGA,CA,300 CHERRY LANE,93210,https://www.westhillscollege.com/coalinga/,JUNIOR COLLEGES,,,36.14789,-120.35675
WEST HILLS COLLEGE-LEMOORE,LEMOORE,CA,555 COLLEGE AVENUE,93245,https://www.westhillscollege.com/lemoore/,JUNIOR COLLEGES,,,36.29242,-119.82388
WEST HILLS COMMUNITY COLLEGE DISTRICT,COALINGA,CA,9900 CODY STREET,93210,https://www.westhillscollege.com,EDUCATIONAL SUPPORT SERVICES,,,36.17901,-120.35613
WEST HILLS ELEMENTARY,KNOXVILLE,TN,409 VANOSDALE RD,37919,https://www.knoxschools.org/domain/56,ELEMENTARY,PUBLIC,KNOX COUNTY,35.933952,-84.03883
