Standard Charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vibra Hospital of Southeastern Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Prices Effective July 1, 2022",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Item/Service/Service Package Description,CPT/HCPCS Code,DRG/CMG,NDC,Other Accounting/ Revenue Codes,Rx Charge Quantity,Inpatient Default Gross Charge,Outpatient Default Gross Charge,Discounted Cash Price,De-identified Minimum Negotiated Payer Specific Charge,De-identified Maximum Negotiated Payer Specific Charge,ACPN  (AMERICAS CHOICE PROVIDER NETWORK) 744,"ACPN  (AMERICAS CHOICE PROVIDER NETWORK) 
Auto 759/ WC 34","ACPN  (AMERICAS CHOICE PROVIDER NETWORK) 
MR  884",Aetna  720,Aetna Medicare Advantage,Affinity Hospice,AHLIC PPO MR  962 (Aetna),BC/BS of Michigan 600,BC/BS of Michigan 600,"Beaumont Health
Formerly OAKWOOD ACO 314",Blue Care Network Michigan   230,Blue Care Network of Michigan Medicare Adv  712,Cofinity/PPOM   500,Consumers Mutual Ins of MI,DMC CARE  747,Ethix 711,Fidelis Secure Med Adv 961,Fidelis Securecare DR 960,Trusted Health Plan (formerly Harbor Health Choice) 734,Trusted Health Plan (formerly Harbor Health Advantage) MR 982,Health Alliance Plan 725 (PHP),Health Alliance Medicare Senior Plus and Medicare PPO,Health Payors Organization  717,HealthPlus of Michigan (HPM) MR,Humana-Choice Care 718,Integrated Health Plan 712,MEDICAID - STATE OF MICHIGAN  171,MEDICAID - STATE OF MICHIGAN  171,MEDICAID - STATE OF MICHIGAN  171,Medicare,MediNcrease,MediNcrease WC,Paradigm Specialty Network (Formerly AdvaNet) WC,"Wellcare DR (previously Meridian Health Plan DR)
*Only Name change*
","Wellcare MR ( Previously Meridian Health Plan MR)
* Only Name change*","Wellcare Health Plan (Previously Meridian Health Plan)
*Name change only*","Wellcare Health Plan MICHILD (Previously Meridian Health Plan MICHILD)
*Name change only*",Midwest Health Plan,Molina MR,Molina DR,Molina Marketplace,"Multiplan Primary 
Network - PHCS, PHCS Savility, HealthEOS Network
 715","Multiplan Complimentary 737
Multiplan, Value point
 737","Multiplan WC 54
Multiplan, Value Point
 617","Multiplan Auto 618
Multiplan, Value Point
 618",National Providers Network (NPN) 719,Preferred Hlth 750,Priority Health Choice,Priority Health Choice,Priority Health Choice MR,"Provider Network of America
Wrap/TPA",Three Rivers Hospital Network,Tricare East -Humana Government Business,Tricare East -Humana Government Business,"Total Healthcare Comm 319, Medicare Adv 727","Total Healthcare Comm 319, Medicare Adv 727",Total Healthcare DR 231,Total Healthcare DR 231,UHC Community Commercial 318,UHC Community MME 905,UHC Community MR 710,UHC Community MR 710,UHC Community DR 904,"VA Administration
(Not contracted)",VA Community Care Network (VA CCN)
MRI THOR SPINE WO CO,,,,612,,760,,,,,608,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,608,,,,,,,532,,,570,,,,,684,,,,,,,,,,,,456,,,532,,,,,608,608,608,100% LTAH PPS,,,,,,,,,,367,
MRI THOR SPINE W CON,,,,612,,1272,,,,,"1,018",,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,"1,018",,,,,,,890,,,954,,,,,"1,145",,,,,,,,,,,,763,,,890,,,,,"1,018","1,018","1,018",100% LTAH PPS,,,,,,,,,,614,
MRI LUMB SPINE W CON,,,,612,,1272,,,,,"1,018",,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,"1,018",,,,,,,890,,,954,,,,,"1,145",,,,,,,,,,,,763,,,890,,,,,"1,018","1,018","1,018",100% LTAH PPS,,,,,,,,,,614,
MRI BODY,,,,612,,1.25,,,,,1,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,1,,,,,,,1,,,1,,,,,1,,,,,,,,,,,,1,,,1,,,,,1,1,1,100% LTAH PPS,,,,,,,,,,1,
MRI CERV SPINE WO,,,,612,,1157.95,,,,,926,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,926,,,,,,,811,,,868,,,,,"1,042",,,,,,,,,,,,695,,,811,,,,,926,926,926,100% LTAH PPS,,,,,,,,,,559,
MRI LUMBAR SPIN WO/C,,,,612,,760,,,,,608,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,608,,,,,,,532,,,570,,,,,684,,,,,,,,,,,,456,,,532,,,,,608,608,608,100% LTAH PPS,,,,,,,,,,367,
MR THORACIC WO/W CON,,,,612,,0,,,,, -   ,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,, -   ,,,,,,, -   ,,, -   ,,,,, -   ,,,,,,,,,,,, -   ,,, -   ,,,,, -   , -   , -   ,100% LTAH PPS,,,,,,,,,, -   ,
MRI NECK W CONTRAST,,,,614,,1272,,,,,"1,018",,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,"1,018",,,,,,,890,,,954,,,,,"1,145",,,,,,,,,,,,763,,,890,,,,,"1,018","1,018","1,018",100% LTAH PPS,,,,,,,,,,614,
MRI NECK WO CONTRAST,,,,614,,760,,,,,608,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,608,,,,,,,532,,,570,,,,,684,,,,,,,,,,,,456,,,532,,,,,608,608,608,100% LTAH PPS,,,,,,,,,,367,
MRI PELVIS WO CONTR,,,,614,,0,,,,, -   ,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,, -   ,,,,,,, -   ,,, -   ,,,,, -   ,,,,,,,,,,,, -   ,,, -   ,,,,, -   , -   , -   ,100% LTAH PPS,,,,,,,,,, -   ,
MRI PELVIS WO/W CONT,,,,614,,0,,,,, -   ,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,, -   ,,,,,,, -   ,,, -   ,,,,, -   ,,,,,,,,,,,, -   ,,, -   ,,,,, -   , -   , -   ,100% LTAH PPS,,,,,,,,,, -   ,
MRI UP EXT JNT WO RT,,,,614,,0,,,,, -   ,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,, -   ,,,,,,, -   ,,, -   ,,,,, -   ,,,,,,,,,,,, -   ,,, -   ,,,,, -   , -   , -   ,100% LTAH PPS,,,,,,,,,, -   ,
MRI ABDOMEN WO/W CON,,,,614,,1923.9,,,,,"1,539",,100% Medicare DRG,,100% Medicare DRG,,,,,,,,,,,"1,539",,,,,,,"1,347",,,"1,443",,,,,"1,732",,,,,,,,,,,,"1,154",,,"1,347",,,,,"1,539","1,539","1,539",100% LTAH PPS,,,,,,,,,,929,
MRI LOW EXT WO/W LT,,,,614,,2862.35,,,,,"2,290",,100% Medicare DRG,,100% Medicare DRG,,,,,,,,,,,"2,290",,,,,,,"2,004",,,"2,147",,,,,"2,576",,,,,,,,,,,,"1,717",,,"2,004",,,,,"2,290","2,290","2,290",100% LTAH PPS,,,,,,,,,,"1,383",
MRI LOW EXTR WO/W CO,,,,614,,0,,,,, -   ,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,, -   ,,,,,,, -   ,,, -   ,,,,, -   ,,,,,,,,,,,, -   ,,, -   ,,,,, -   , -   , -   ,100% LTAH PPS,,,,,,,,,, -   ,
MRI HEAD W/O CONTRAS,,,,615,,760,,,,,608,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,608,,,,,,,532,,,570,,,,,684,,,,,,,,,,,,456,,,532,,,,,608,608,608,100% LTAH PPS,,,,,,,,,,367,
"GAUZE, NON-IMPREGNAT",,,,623,,70.3,,,,,56,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,56,,,,,,,49,,,53,,,,,63,,,,,,,,,,,,42,,,49,,,,,56,56,56,100% LTAH PPS,,,,,,,,,,34,
SPECIALTY ABSORB DRE,,,,623,,0,,,,, -   ,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,, -   ,,,,,,, -   ,,, -   ,,,,, -   ,,,,,,,,,,,, -   ,,, -   ,,,,, -   , -   , -   ,100% LTAH PPS,,,,,,,,,, -   ,
ALGINATE DRESS 16SQ,,,,623,,190.45,,,,,152,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,152,,,,,,,133,,,143,,,,,171,,,,,,,,,,,,114,,,133,,,,,152,152,152,100% LTAH PPS,,,,,,,,,,92,
ALGINATE WOUND FILLE,,,,623,,0,,,,, -   ,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,, -   ,,,,,,, -   ,,, -   ,,,,, -   ,,,,,,,,,,,, -   ,,, -   ,,,,, -   , -   , -   ,100% LTAH PPS,,,,,,,,,, -   ,
COLLAGEN DRESSING <1,,,,623,,0,,,,, -   ,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,, -   ,,,,,,, -   ,,, -   ,,,,, -   ,,,,,,,,,,,, -   ,,, -   ,,,,, -   , -   , -   ,100% LTAH PPS,,,,,,,,,, -   ,
COMPOSITE DRESS PAD,,,,623,,0,,,,, -   ,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,, -   ,,,,,,, -   ,,, -   ,,,,, -   ,,,,,,,,,,,, -   ,,, -   ,,,,, -   , -   , -   ,100% LTAH PPS,,,,,,,,,, -   ,
COMPOSITE DRESS PAD,,,,623,,0,,,,, -   ,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,, -   ,,,,,,, -   ,,, -   ,,,,, -   ,,,,,,,,,,,, -   ,,, -   ,,,,, -   , -   , -   ,100% LTAH PPS,,,,,,,,,, -   ,
COMPOSITE DRESSING 1,,,,623,,0,,,,, -   ,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,, -   ,,,,,,, -   ,,, -   ,,,,, -   ,,,,,,,,,,,, -   ,,, -   ,,,,, -   , -   , -   ,100% LTAH PPS,,,,,,,,,, -   ,
CONFORMING BANDAGE R,,,,623,,0,,,,, -   ,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,, -   ,,,,,,, -   ,,, -   ,,,,, -   ,,,,,,,,,,,, -   ,,, -   ,,,,, -   , -   , -   ,100% LTAH PPS,,,,,,,,,, -   ,
CONTACT LAYER <16IN,,,,623,,0,,,,, -   ,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,, -   ,,,,,,, -   ,,, -   ,,,,, -   ,,,,,,,,,,,, -   ,,, -   ,,,,, -   , -   , -   ,100% LTAH PPS,,,,,,,,,, -   ,
CONTACT LAYER >16 SQ,,,,623,,0,,,,, -   ,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,, -   ,,,,,,, -   ,,, -   ,,,,, -   ,,,,,,,,,,,, -   ,,, -   ,,,,, -   , -   , -   ,100% LTAH PPS,,,,,,,,,, -   ,
HYDROGEL DRESSING <1,,,,623,,0,,,,, -   ,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,, -   ,,,,,,, -   ,,, -   ,,,,, -   ,,,,,,,,,,,, -   ,,, -   ,,,,, -   , -   , -   ,100% LTAH PPS,,,,,,,,,, -   ,
NONELASTIC BINDER FO,,,,623,,0,,,,, -   ,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,, -   ,,,,,,, -   ,,, -   ,,,,, -   ,,,,,,,,,,,, -   ,,, -   ,,,,, -   , -   , -   ,100% LTAH PPS,,,,,,,,,, -   ,
FOAM DRESSING <16 SQ,,,,623,,0,,,,, -   ,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,, -   ,,,,,,, -   ,,, -   ,,,,, -   ,,,,,,,,,,,, -   ,,, -   ,,,,, -   , -   , -   ,100% LTAH PPS,,,,,,,,,, -   ,
FOAM DRESSING B1021P,,,,623,,0,,,,, -   ,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,, -   ,,,,,,, -   ,,, -   ,,,,, -   ,,,,,,,,,,,, -   ,,, -   ,,,,, -   , -   , -   ,100% LTAH PPS,,,,,,,,,, -   ,
GAUZE PAD NON IMPREG,,,,623,,0,,,,, -   ,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,, -   ,,,,,,, -   ,,, -   ,,,,, -   ,,,,,,,,,,,, -   ,,, -   ,,,,, -   , -   , -   ,100% LTAH PPS,,,,,,,,,, -   ,
GAUZE PAD NON IMPREG,,,,623,,0,,,,, -   ,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,, -   ,,,,,,, -   ,,, -   ,,,,, -   ,,,,,,,,,,,, -   ,,, -   ,,,,, -   , -   , -   ,100% LTAH PPS,,,,,,,,,, -   ,
HI COMPRES BANDAGE E,,,,623,,0,,,,, -   ,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,, -   ,,,,,,, -   ,,, -   ,,,,, -   ,,,,,,,,,,,, -   ,,, -   ,,,,, -   , -   , -   ,100% LTAH PPS,,,,,,,,,, -   ,
HYDROCOLLOIDDRESS PA,,,,623,,0,,,,, -   ,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,, -   ,,,,,,, -   ,,, -   ,,,,, -   ,,,,,,,,,,,, -   ,,, -   ,,,,, -   , -   , -   ,100% LTAH PPS,,,,,,,,,, -   ,
HYDROCOLLOID DRESS >,,,,623,,154.7,,,,,124,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,124,,,,,,,108,,,116,,,,,139,,,,,,,,,,,,93,,,108,,,,,124,124,124,100% LTAH PPS,,,,,,,,,,75,
HYDROGEL DRESSING <1,,,,623,,0,,,,, -   ,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,, -   ,,,,,,, -   ,,, -   ,,,,, -   ,,,,,,,,,,,, -   ,,, -   ,,,,, -   , -   , -   ,100% LTAH PPS,,,,,,,,,, -   ,
IMPREG GAUZE NO H20,,,,623,,0,,,,, -   ,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,, -   ,,,,,,, -   ,,, -   ,,,,, -   ,,,,,,,,,,,, -   ,,, -   ,,,,, -   , -   , -   ,100% LTAH PPS,,,,,,,,,, -   ,
LIGHT COMPRESS TUBAG,,,,623,,0,,,,, -   ,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,, -   ,,,,,,, -   ,,, -   ,,,,, -   ,,,,,,,,,,,, -   ,,, -   ,,,,, -   , -   , -   ,100% LTAH PPS,,,,,,,,,, -   ,
SCAR GEL,,,,623,,0,,,,, -   ,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,, -   ,,,,,,, -   ,,, -   ,,,,, -   ,,,,,,,,,,,, -   ,,, -   ,,,,, -   , -   , -   ,100% LTAH PPS,,,,,,,,,, -   ,
SUTURE REMOVAL TRAY,,,,623,,0,,,,, -   ,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,, -   ,,,,,,, -   ,,, -   ,,,,, -   ,,,,,,,,,,,, -   ,,, -   ,,,,, -   , -   , -   ,100% LTAH PPS,,,,,,,,,, -   ,
"TAPE WATERPROOF, PER",,,,623,,0,,,,, -   ,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,, -   ,,,,,,, -   ,,, -   ,,,,, -   ,,,,,,,,,,,, -   ,,, -   ,,,,, -   , -   , -   ,100% LTAH PPS,,,,,,,,,, -   ,
TOPICAL ANESTHETIC F,,,,623,,0,,,,, -   ,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,, -   ,,,,,,, -   ,,, -   ,,,,, -   ,,,,,,,,,,,, -   ,,, -   ,,,,, -   , -   , -   ,100% LTAH PPS,,,,,,,,,, -   ,
TRANSPARENT FILM >16,,,,623,,0,,,,, -   ,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,, -   ,,,,,,, -   ,,, -   ,,,,, -   ,,,,,,,,,,,, -   ,,, -   ,,,,, -   , -   , -   ,100% LTAH PPS,,,,,,,,,, -   ,
TRANSPARENT FILM.<16,,,,623,,0,,,,, -   ,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,, -   ,,,,,,, -   ,,, -   ,,,,, -   ,,,,,,,,,,,, -   ,,, -   ,,,,, -   , -   , -   ,100% LTAH PPS,,,,,,,,,, -   ,
TRANSPARENT FILM >16,,,,623,,0,,,,, -   ,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,, -   ,,,,,,, -   ,,, -   ,,,,, -   ,,,,,,,,,,,, -   ,,, -   ,,,,, -   , -   , -   ,100% LTAH PPS,,,,,,,,,, -   ,
WOUND CLEANERS,,,,623,,0,,,,, -   ,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,, -   ,,,,,,, -   ,,, -   ,,,,, -   ,,,,,,,,,,,, -   ,,, -   ,,,,, -   , -   , -   ,100% LTAH PPS,,,,,,,,,, -   ,
DRESSING LARGE,,,,623,,0,,,,, -   ,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,, -   ,,,,,,, -   ,,, -   ,,,,, -   ,,,,,,,,,,,, -   ,,, -   ,,,,, -   , -   , -   ,100% LTAH PPS,,,,,,,,,, -   ,
RENAGEL 2400MG,,,,630,,0.03,,,,,0,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,0,,,,,,,0,,,0,,,,,0,,,,,,,,,,,,0,,,0,,,,,0,0,0,100% LTAH PPS,,,,,,,,,,0,
RENAGEL 2400MG,,,,630,,18.1,,,,,14,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,14,,,,,,,13,,,14,,,,,16,,,,,,,,,,,,11,,,13,,,,,14,14,14,100% LTAH PPS,,,,,,,,,,9,
"EPOETIN 20,000U INJ",,,,635,,1282.8,,,,,"1,026",,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,"1,026",,,,,,,898,,,962,,,,,"1,155",,,,,,,,,,,,770,,,898,,,,,"1,026","1,026","1,026",100% LTAH PPS,,,,,,,,,,620,
PROCRIT 20K UNITS/ML,,,,635,,2565.6,,,,,"2,052",,100% Medicare DRG,,100% Medicare DRG,,,,,,,,,,,"2,052",,,,,,,"1,796",,,"1,924",,,,,"2,309",,,,,,,,,,,,"1,539",,,"1,796",,,,,"2,052","2,052","2,052",100% LTAH PPS,,,,,,,,,,"1,239",
LUPRON DEPOT 30MCG,,,,636,,19971.15,,,,,"15,977",,100% Medicare DRG,,100% Medicare DRG,,,,,,,,,,,"15,977",,,,,,,"13,980",,,"14,978",,,,,"17,974",,,,,,,,,,,,"11,983",,,"13,980",,,,,"15,977","15,977","15,977",100% LTAH PPS,,,,,,,,,,"9,646",
INFLUENZA VIRUS VACC,,,,636,,82.8,,,,,66,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,66,,,,,,,58,,,62,,,,,75,,,,,,,,,,,,50,,,58,,,,,66,66,66,100% LTAH PPS,,,,,,,,,,40,
INJ HEPATITIS B,,,,636,,0,,,,, -   ,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,, -   ,,,,,,, -   ,,, -   ,,,,, -   ,,,,,,,,,,,, -   ,,, -   ,,,,, -   , -   , -   ,100% LTAH PPS,,,,,,,,,, -   ,
INJ INFLUENZA VAX,,,,636,,54.5,,,,,44,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,44,,,,,,,38,,,41,,,,,49,,,,,,,,,,,,33,,,38,,,,,44,44,44,100% LTAH PPS,,,,,,,,,,26,
INJ TETANUS/DIP,,,,636,,54.5,,,,,44,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,44,,,,,,,38,,,41,,,,,49,,,,,,,,,,,,33,,,38,,,,,44,44,44,100% LTAH PPS,,,,,,,,,,26,
INJ. FNJ. CER/THOR S,,,,636,,0,,,,, -   ,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,, -   ,,,,,,, -   ,,, -   ,,,,, -   ,,,,,,,,,,,, -   ,,, -   ,,,,, -   , -   , -   ,100% LTAH PPS,,,,,,,,,, -   ,
INJ. SI JOINT UNILAT,,,,636,,0,,,,, -   ,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,, -   ,,,,,,, -   ,,, -   ,,,,, -   ,,,,,,,,,,,, -   ,,, -   ,,,,, -   , -   , -   ,100% LTAH PPS,,,,,,,,,, -   ,
EPINEPHRINE 0.3MG IV,,,,636,,988,,,,,790,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,790,,,,,,,692,,,741,,,,,889,,,,,,,,,,,,593,,,692,,,,,790,790,790,100% LTAH PPS,,,,,,,,,,477,
ZIOX OINTMENT 30GM,,,,636,,240,,,,,192,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,192,,,,,,,168,,,180,,,,,216,,,,,,,,,,,,144,,,168,,,,,192,192,192,100% LTAH PPS,,,,,,,,,,116,
ARGATROBAN 100MG/ML,,,,636,,2521.9,,,,,"2,018",,100% Medicare DRG,,100% Medicare DRG,,,,,,,,,,,"2,018",,,,,,,"1,765",,,"1,891",,,,,"2,270",,,,,,,,,,,,"1,513",,,"1,765",,,,,"2,018","2,018","2,018",100% LTAH PPS,,,,,,,,,,"1,218",
BECONASE AQ NASAL SP,,,,636,,1408.1,,,,,"1,126",,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,"1,126",,,,,,,986,,,"1,056",,,,,"1,267",,,,,,,,,,,,845,,,986,,,,,"1,126","1,126","1,126",100% LTAH PPS,,,,,,,,,,680,
CALCIMAR,,,,636,,12974.7,,,,,"10,380",,100% Medicare DRG,,100% Medicare DRG,,,,,,,,,,,"10,380",,,,,,,"9,082",,,"9,731",,,,,"11,677",,,,,,,,,,,,"7,785",,,"9,082",,,,,"10,380","10,380","10,380",100% LTAH PPS,,,,,,,,,,"6,267",
NEUPOGEN 300MCG/ML V,,,,636,,1511.2,,,,,"1,209",,100% Medicare DRG,,100% Medicare DRG,,,,,,,,,,,"1,209",,,,,,,"1,058",,,"1,133",,,,,"1,360",,,,,,,,,,,,907,,,"1,058",,,,,"1,209","1,209","1,209",100% LTAH PPS,,,,,,,,,,730,
ATROVENT AEROSOL,,,,636,,167.6,,,,,134,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,134,,,,,,,117,,,126,,,,,151,,,,,,,,,,,,101,,,117,,,,,134,134,134,100% LTAH PPS,,,,,,,,,,81,
IMTINIB MESYLATE,,,,636,,1457.6,,,,,"1,166",,100% Medicare DRG,,100% Medicare DRG,,,,,,,,,,,"1,166",,,,,,,"1,020",,,"1,093",,,,,"1,312",,,,,,,,,,,,875,,,"1,020",,,,,"1,166","1,166","1,166",100% LTAH PPS,,,,,,,,,,704,
TACLONEX OINT 60GM,,,,636,,5383.35,,,,,"4,307",,100% Medicare DRG,,100% Medicare DRG,,,,,,,,,,,"4,307",,,,,,,"3,768",,,"4,038",,,,,"4,845",,,,,,,,,,,,"3,230",,,"3,768",,,,,"4,307","4,307","4,307",100% LTAH PPS,,,,,,,,,,"2,600",
LENALIDOMIDE 25 MG,,,,636,,3662.45,,,,,"2,930",,100% Medicare DRG,,100% Medicare DRG,,,,,,,,,,,"2,930",,,,,,,"2,564",,,"2,747",,,,,"3,296",,,,,,,,,,,,"2,197",,,"2,564",,,,,"2,930","2,930","2,930",100% LTAH PPS,,,,,,,,,,"1,769",
RITUXAN 10MG/ML CONC,,,,636,,22548.5,,,,,"18,039",,100% Medicare DRG,,100% Medicare DRG,,,,,,,,,,,"18,039",,,,,,,"15,784",,,"16,911",,,,,"20,294",,,,,,,,,,,,"13,529",,,"15,784",,,,,"18,039","18,039","18,039",100% LTAH PPS,,,,,,,,,,"10,891",
BROMEFENAC 0.07% OPH,,,,636,,1016.4,,,,,813,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,813,,,,,,,711,,,762,,,,,915,,,,,,,,,,,,610,,,711,,,,,813,813,813,100% LTAH PPS,,,,,,,,,,491,
CORVERT 1MG/10ML SOL,,,,636,,2181.75,,,,,"1,745",,100% Medicare DRG,,100% Medicare DRG,,,,,,,,,,,"1,745",,,,,,,"1,527",,,"1,636",,,,,"1,964",,,,,,,,,,,,"1,309",,,"1,527",,,,,"1,745","1,745","1,745",100% LTAH PPS,,,,,,,,,,"1,054",
CANCIDAS 50MG,,,,636,,1621,,,,,"1,297",,100% Medicare DRG,,100% Medicare DRG,,,,,,,,,,,"1,297",,,,,,,"1,135",,,"1,216",,,,,"1,459",,,,,,,,,,,,973,,,"1,135",,,,,"1,297","1,297","1,297",100% LTAH PPS,,,,,,,,,,783,
ARIXTRA 7.5MG INJECT,,,,636,,857.4,,,,,686,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,686,,,,,,,600,,,643,,,,,772,,,,,,,,,,,,514,,,600,,,,,686,686,686,100% LTAH PPS,,,,,,,,,,414,
SUNITINIB 50MG CAPS,,,,636,,2110.9,,,,,"1,689",,100% Medicare DRG,,100% Medicare DRG,,,,,,,,,,,"1,689",,,,,,,"1,478",,,"1,583",,,,,"1,900",,,,,,,,,,,,"1,267",,,"1,478",,,,,"1,689","1,689","1,689",100% LTAH PPS,,,,,,,,,,"1,020",
DIGIBIND 38MG INJ,,,,636,,11922,,,,,"9,538",,100% Medicare DRG,,100% Medicare DRG,,,,,,,,,,,"9,538",,,,,,,"8,345",,,"8,942",,,,,"10,730",,,,,,,,,,,,"7,153",,,"8,345",,,,,"9,538","9,538","9,538",100% LTAH PPS,,,,,,,,,,"5,758",
DILAUDID 15MG/NS30ML,,,,636,,4200,,,,,"3,360",,100% Medicare DRG,,100% Medicare DRG,,,,,,,,,,,"3,360",,,,,,,"2,940",,,"3,150",,,,,"3,780",,,,,,,,,,,,"2,520",,,"2,940",,,,,"3,360","3,360","3,360",100% LTAH PPS,,,,,,,,,,"2,029",
ZOLEDRONIC 4MG/5ML,,,,636,,3353.15,,,,,"2,683",,100% Medicare DRG,,100% Medicare DRG,,,,,,,,,,,"2,683",,,,,,,"2,347",,,"2,515",,,,,"3,018",,,,,,,,,,,,"2,012",,,"2,347",,,,,"2,683","2,683","2,683",100% LTAH PPS,,,,,,,,,,"1,620",
PYRIMETHAMINE 25MG T,,,,636,,3600,,,,,"2,880",,100% Medicare DRG,,100% Medicare DRG,,,,,,,,,,,"2,880",,,,,,,"2,520",,,"2,700",,,,,"3,240",,,,,,,,,,,,"2,160",,,"2,520",,,,,"2,880","2,880","2,880",100% LTAH PPS,,,,,,,,,,"1,739",
