name,business_type,state_registered,street_physical
SIMPLIFY HR INC,CORPORATION,CA,480 W ALLUVIAL AVE
K&N CONSTRUCTION LLC,LLC,MS,2940 OAK ST
REED'S FINANCIAL INC.,CORPORATION,MS,124 TURNTABLE WAY
"DREW BUCK, LLC",LLC,MS,118 COPPERFIELD CT
"FANTASTIC EVENTS,LLC",LLC,MS,19 COUNTY ROAD 171
GULF COAST POWERBOAT TRAINING LLC,LLC,MS,10635 OAK CREST DR S
PAINT THE SOUTH LLC,LLC,MS,32 HWY 366
"CARTERS CERTIFIED LAWN SERVICES, LLC",LLC,MS,805 ORANGE ST
"HEAD FAMILY FARMS, LLC.",LLC,MS,3503 POWELL RD
YATES BROTHERS CONSTRUCTION LLC,LLC,MS,8137 JASPER ST
J&M FAMILY FARMS LLC,LLC,MS,129 MCNEECE CR
HER KLOSET KOLLECTION INC,CORPORATION,MS,2860 QUEENSROAD AVE
JOHNSON ESTATE CONNECTIONS LLC,LLC,MS,5631 HIDDEN POINTE DR
MED JUNKI LOCKA LLC,LLC,MS,2837 QUEENIE M JOHNSON RD
SURFACE CLEANING CONTRACTORS LLC,LLC,MS,661 MUIRWOOD CIRCLE
ESPERANZAS FLOWERS & BEAUTY LLC,LLC,MS,315 N MAIN STREET
"EVERYTHING ADMIN, LLC",LLC,MS,3926 HIGHWAY 43 N
"COLUMBUS GENERAL CLEANING SERVICES, LLC",LLC,MS,150 MADERIA DR
"ATARAXY, LLC",LLC,MS,2253 EAST MANOR DR
WCMK LLC,LLC,MS,413 SANTA ANITA DR APT A
CHARLIE-TANGO LANDWORKS LLC.,LLC,MS,708 BANKHEAD AVE.
STEVEN THOMAS PROPERTIES LLC,LLC,MS,3926 PIN OAK COURT
"MOLLY GAL, LLC",LLC,MS,421 POPLAR HILL RD
WORLDWIDE SERVICE LLC,LLC,MS,273 SWEET BEULAH ROAD
MONDE BENI LLC,LLC,MS,1325 JOHNSTON ST
"AUDUBON PROPERTIES, LLC",LLC,MS,5585 HIGHWAY 4
"ASPIRE RE, LLC",LLC,MS,631 W MAIN ST
SOULFUL CUISINE LLC,LLC,MS,363 CEDARWOOD DR
524 LOGISTICS LLC,LLC,MS,110 BRADY STREET
"DF STRATEGIES, LLC",LLC,MS,314 COLONY RIDGE COURT
"ENVIRO, LLC",LLC,MS,113 JUMPER LN
"THE GIFTED GROUP, LLC",LLC,MS,110 SHADOW LN
DESCENDANTS OF HELEN LLC,LLC,MS,1875 WINNERS CIRCLE CV
KELLYBOY BULLYZ LLC,LLC,MS,351 WILSHIRE AVENUE
GOTJA SOCIAL LLC,LLC,MS,352 TITHELO RD
WOOLMARKET FIBERS LLC,LLC,MS,647 IONA ST
SAFE AT HOME LLC,LLC,MS,507 COUNTY ROAD 102
B-F.I.V.E BOUTIQUE LLC,LLC,MS,2121 THOMAS RD
STYLEZ BY ORADELL INC,CORPORATION,MS,709 MAGNOLIA ST
PSD HOPE ROAD LLC,LLC,MS,375 WHIPPOORWILL LN
TRIPLETT & CARSON LAWN SERVICE LLC,LLC,MS,102 OAK STREET 
"N & J'S TOBACCO, BEER & GRUB LLC",LLC,MS,12460 HWY 49 STE A
"3C VENTURES, INC.",CORPORATION,MS,24 MARAIS RDG
"GILBERT FINANCIAL SERVICES, LLC",LLC,MS,3003 LAKELAND COVE SUITE D
MORTAR PESTLE AND CORPORATE RESOURCES LLC,LLC,MS,4832 DR. MARTIN LUTHER KING DRIVE
YSD RESEARCH TEAM LLC,LLC,MS,38 A CANNON ROAD
"TOTALLY TEMPTING FRAGRANCES, LLC",LLC,MS,211 CURTIS RD
"HAMMER DOWN TRUCKING, LLC",LLC,MS,129 LAKEVIEW RD
"ELEVATED EVENTS, LLC",LLC,MS,714 GREENBROOK DRIVE
MAGNOLIA RENTAL HOLDINGS LLC,LLC,MS,81 VINE STREET #300
FROM NOLA WITH LOVE LLC,LLC,MS,638 ANALII ST
LIL O FARM LLC,LLC,MS,130 MULLHERRIN DR
FANCY VIBEZ LLC,LLC,MS,1122 NORTH NATCHEZ STREET
"ANYTIME SERVICES, LLC",LLC,MS,87 CR 271
"ULTIMATE SERVICES, LLC",LLC,MS,3552 DOUGLAS AVE
"PACO'S LAWNCARE & MORE, LLC",LLC,MS,3925 MESILLA DR
MEADOW GRACE & CO. LLC,LLC,MS,12179 OLD WHISPER CREEK DRIVE
ATB ENTERPRISES LLC,LLC,MS,118 COPPERFIELD CT
ELITE LAWN LANDSCAPE AND EROSION SERVICES LLC,LLC,MS,105 WEST 6TH STREET
MOVE CARS LLC,LLC,MS,361 STONEWALL CLARKCO RD
ON TIME PRESSURE WASHING SERVICES LLC,LLC,MS,2210 MARTIN ST
ME MYSELF & I AUTO SALES LLC,LLC,MS,5534 HENDERSON RD
TOP HAT CHIMNEY SWEEPS LLC,LLC,MS,23178 SUCCESS RD
"B.E.W. PROPERTIES, LLC",LLC,MS,2 ABBEY NORD PLACE
CHICKEN SHACK LLC,LLC,MS,1046 FORREST AVE
"NAV PROPERTIES, LLC",LLC,MS,102 COLONY WAY
STMZ ROOFING AND REMODELING LLC,LLC,MS,130 OLD CANTON HILL DR
"KENLYNN, LLC",LLC,MS,16106 LAKE DRIVE WEST
"MILLTEX, LLC",LLC,TX,212 E HOUSTON ST.
"SMITH PAINTING AND CONSTRUCTION, LLC",LLC,MS,1946 HWY 550
LABELLA'S AFFORDABLE FLOORING LLC,LLC,MS,403 LINDEN STREET
HOME BUILDERS LLC,LLC,MS,5214 ELMORE ROAD
"MAIN STREET LAW, PLLC",LLC,MS,115 COTTEN LANE
THE LOTUS BRAND LLC,LLC,MS,1912 OLIVE ST
"SMITH DEFORCE FARMS, LLC",LLC,MS,149 CEDARWOOD COURT
"DAQ PLACE, LLC",LLC,MS,3613 PENTAGON DR
"J AND J FARM, LLC",LLC,MS,18780 HWY 46
FIVE LIGHTS CANDLE CO. LLC,LLC,MS,323 COUNTRYVIEW CV
DIVINE STYLE & CO. LLC,LLC,MS,1921 LAUREL GLEN
"FAITH RN, LLC",LLC,MS,2210 OAK GROVE ROAD
SAM HOLTON HOLDINGS LLC,LLC,MS,305 SAM HOLTON ROAD
"D2 GOVERNMENT SOLUTIONS, LLC",LLC,NC,820 AVIATION DRIVE
KUSTOM CUPZ LLC,LLC,MS,1818 CHURCH STREET
DYNAMIC SOLUTIONS ENTERPRISES LLC,LLC,MS,240 MYER AVENUE
"PINK ELEPHANT BOUTIQUE, LLC",LLC,MS,9575 COLLINS DRIVE
UNIQUELY MADE LLC,LLC,MS,1641 MONTYS CIRCLE NORTH
TRIPLE J'S ENTERPRISE LLC,LLC,MS,1104 BRANCH ST
TRAP HOUSE DOLLZ LLC,LLC,MS,515 KEYSTONE DR
"KARE-IN-HOME HEALTH OF MOBILE, LLC",LLC,MS,23 SHELL STREET
"PRIM-N-PROPER BOUTIQUE, LLC",LLC,MS,2912 NORTH 7TH AVENUE
NELLIGIRL'S INCORPORATED,CORPORATION,MS,205 N 38TH AVENUE
WONDERFULLY MADE LLC,LLC,MS,608 SOUTHEAST CIRCLE
GULF GUTTERING LLC,LLC,MS,3272 HWY 43 NORTH
"ENGAGED MINDS EDUCATIONAL SERVICES, LLC",LLC,MS,5506 KEELE STREET
THE PAMPER'D YONI LLC,LLC,MS,343 ARTMAN ROAD
"D SPECIALIZED MEDICAL SERVICES, LLC",LLC,MS,600 URBAN LANE
"GODS GIFT 2 U LOAN SIGNING & REALTOR, LLC",LLC,MS,106 LAKE TRAILS DRIVE
"ONE IN A MILLION CREATIONS, INC.",CORPORATION,MS,5905 CHRISTOPHER JORDAN DR.
MS SEW N' SEW'S QUILT SHOP LLC,LLC,MS,2118 S AZALEA DRIVE
SHEEPHERDER. LLC.,LLC,MS,45 CROCUS CIRCLE
"BOYD ELECTRICAL SERVICES, INC.",CORPORATION,SC,214 WEST BROOKS STREET
"WESHIP2U, LLC",LLC,NC,2355 CROCKETT PARK PLACE
HIGHEND LASHES LLC,LLC,MS,30015 WALKER LANE
CREATIONS BEAUTY SALON LLC,LLC,MS,708 20TH ST NORTH
SNOBB HAIR LLC,LLC,MS,1423 WOODDELL DR
CREATED DESIGNS BY TAMMY LLC,LLC,MS,276 HIGHWAY 9 W
INGRAM'S MARKETING LLC,LLC,MS,1036 WILLOW AVENUE
OWENS LANDSCAPING LLC,LLC,MS,3726 BISHOP AVE
"COAST COMPUTER SPECIALIST, LLC",LLC,MS,14020 DUNNBARTON DRIVE
MATUTTAH'S SOUL KITCHEN LLC,LLC,MS,9541 OLD HWY 61
G.Y.M & ASSOCIATES LLC,LLC,MS,3004 ATTALA ROAD 4173
"SWEET MAGNOLIA CANDLE AND GIFTS, LLC",LLC,MS,3072 DOWNING STREET
C AND D CREATIVE STYLES LLC,LLC,MS,111 BLANCHARD STREET
"NORTH TWENTY FOURTH, LLC",LLC,MS,502 TRENT DR
J & J TRIM AND REMODELING LLC,LLC,MS,999 LUTHER CARTER RD
CONFIDENTIAL BONDING LLC,LLC,MS,401 EITEL PL
"TCHIAKOUSKYS ANIMAL/CRITTER CONTROL, LLC",LLC,MS,323 EAST OTTO STREET
"CJBELLE, LLC",LLC,MS,1015 W COMMERCE ST
"JCJ EXPRESS, LLC",LLC,MS,4660 NEWPORT ROAD
BROWN'S CONSTRUCTION SERVICES LLC,LLC,MS,153 GRIFFIN ROAD
AMAZING GRAY LLC,LLC,MS,712 PLANTATION ISLE BLVD
GRANDMA'S KITCHEN LLC,LLC,MS,8266 FLORIDA AVE
"BARBARA'S ANN CONSULTING, LLC",LLC,MS,421 POPLAR HILL RD
"HYPE ADVENTURES, LLC",LLC,AL,1206 MAGNOLIA AVENUE
K ELLIS LLC,LLC,MS,614 ROYAL OAK DR
CHERYL BAYNE AND ASSOCIATES LIMITED LIABILITY COMPANY,LLC,MS,509 HILLVIEW DRIVE
ADDUM LLC,LLC,MS,179 KENNEDY ST
"TASHA'S CREATIVE TEES & MORE, LLC",LLC,MS,210 LAKE DOCKERY DR
"STYLISTIC BEAUTY SUPPLY & BOUTIQUE LLC,",LLC,MS,132 SOUTH MCCRARY RD
"JACK'S INVESTMENTS, LLC",LLC,MS,208 S WHITWORTH AVE
"SYDNEE'S FLAVORFUL EATS, LLC",LLC,MS,222 WEST PORTER STREET
ENVISION INTEGRATED SYSTEMS LLC,LLC,MS,16219 ALLIE BYRD RD
"EVERYTHING BOSSI, LLC",LLC,MS,6922 W. NORTHSIDE DR.
PIERI PROPERTIES LLC,LLC,MS,5863 SCOTT BLVD
"KINGDOM IMPRINT DESIGNS, LLC",LLC,MS,1155 PRENTISS BALL RD
R E STRONG & ASSOCIATES LLC,LLC,MS,13221 CARRIAGE CIRCLE
5WEEKSBEATS LLC,LLC,MS,4600 GENERAL MCARTHUR ST
CAPITAL ESTATES REALTY LLC,LLC,MS,706 VERSAILLES DR
GULF RESIDENTIAL CONSTRUCTION LLC,LLC,MS,14324 HIGHWAY 613
"SCREEN QUEEN, LLC",LLC,MS,226 SKATING RINK RD.
"PINEHAVEN LANDSCAPE, LLC",LLC,MS,507 POPLAR SPRINGS ROAD
ANGELICIA DANIELLE BEAUTI CO LLC,LLC,MS,1812 STILLWATER DRIVE
H & H PROPERTIES GROUP LLC,LLC,MS,1419 TRACEWOOD DR
"E R E SERVICES, LLC",LLC,MS,29241 ELWIN LADNER ROAD
TURN 2 SPECIALTY COMPANIES LLC,LLC,TX,3558 KILGORE PARKWAY
"LITTCO METALS, LLC",LLC,MS,1216 E INDUSTRIAL ACCESS RD
SMITH'S FABRICATION SPECIALIST LLC,LLC,MS,501 S BRYANT ST
BLESSEDHANDS KUTZ LLC,LLC,MS,219 CHENAULT ST
PERIGAL FARM LLC,LLC,MS,13027 PERIGAL RD
L GRIFFIN MEDICAL SERVICES LLC,LLC,MS,270 TRACE COLONY PARK STE B
PPE PLUS CORPORATION,CORPORATION,MS,1073 DEERFIELD RD
OXFORD TREATS LLC,LLC,MS,3306 WHIPPOORWILL LN
"PRIVATE TOUCHABLE HEALTHCARE, LLC",LLC,MS,68 EAST STREET
JACK MCWE LLC,LLC,MS,103 STONINGTON CT
"TAYLOR'S SMALL ENGINES, LLC",LLC,MS,2708 BAIONI ROAD
A & R GRILL & ENT LLC,LLC,MS,144 COUNTY ROAD 173
DAPPLED LLC,LLC,MS,14288 SANTA FE DRIVE
"MR EXCLUSIVE, LLC",LLC,MS,1102 WILSON ST.
ISABALI BATH CAFE LLC,LLC,MS,19455 WEST LAKE VILLAGE DRIVE
NONNIES LLC,LLC,MS,628 JEFFERSON ST
TRIPLE T CARRIERS LLC,LLC,MS,2083 SPRUILL ROAD
PAISLEY PRINTS LLC,LLC,MS,41 MEAD STREET
KEEP IT MOWING L.L.C.,LLC,MS,326 N FLAG CHAPEL RD
CADENCE HILLS LLC,LLC,MS,106 AVON CV
"SYRENIA JOHNSON, LLC.",LLC,MS,791 MAPLE LN
SO FRESH SO CLEAN KUTS LLC,LLC,MS,395 MILFORD STREET
SOUTHERN BELLE LEMONADE LLC,LLC,MS,119 COOPER ST
"KOALA KOOL TREATS, LLC",LLC,MS,6222 BROAD OAK DR
CUSTOMIZE IT LLC,LLC,MS,308 CAMPBELL ST
"PG 4 YOU & ME , LLC",LLC,MS,7 VICTORIA COURT 
BRE'S TEES AND MORE LLC,LLC,MS,181 COPPER RIDGE LN
HIGH WATER EXPRESS INC.,CORPORATION,MS,8340 SADDLEBROOK TRAIL
"STEPPING STONES TESTING & THERAPY SERVICES, PLLC",LLC,MS,39 ALFRED HOLMES ROAD
"RIDDLE'S FOCUSED CONSULTING & COUNSELING SERVICES, LLC",LLC,MS,1004 EISENHOWER DRIVE
J WAY TRANSPORTATION LLC,LLC,MS,596 SARAH DICKENS RD
ELITE SEAFOOD LLC,LLC,MS,249 LOGUE CIRCLE
"LUKE & CANDIE'S CATERING CITCHEN, LLC",LLC,MS,5053 SUNNYVALE DR
PANACHE RENTALS LLC,LLC,MS,906 WILDWOOD LANE
"BETTER FLOW MARKETING AND CONSULTING, LLC",LLC,MS,205 KINGSWOOD PLACE
TOUCHED BY SERENITY LLC,LLC,MS,40 ALISON LN
TIKA FERRELL AND ASSOCIATES LLC,LLC,MS,201 COPPER CREEK DR
"RED SOLUTIONS, LLC",LLC,MS,2100 HEMLOCK DR
REAL ROUGH RIDERS LLC,LLC,MS,2127 LEE MORGAN RD
CHESSMATE KENNEL LLC,LLC,MS,2127 LEE MORGAN RD
MJM SOLID HOMES LLC,LLC,MS,4463 BOXWOOD CV
HUMBLE CREATIONS LLC,LLC,MS,1544 PITTSBURG STREET
A SERVANTS HEART HOME HEALTH LLC,LLC,MS,616 E. ELMWOOD CIR.
ORGANICALLY AUTHENTIC LLC,LLC,MS,217 CURRIE ROAD
R5 AUTO REPAIR LLC,LLC,MS,1171 COLUMBIA PURVIS RD
"ZANSTAR, INC.",CORPORATION,MS,784 BERRYTOWN CIRCLE NORTH
"LOC'D AND LOADED,LLC",LLC,MS,1504 23RD ST N
THE DEAL LLC,LLC,MS,320 STATE STREET
TRW FINANCIAL LLC,LLC,MS,2022 WESTWOOD ACRES
STYLES BY KAKES LLC,LLC,MS,27 COUNTY ROAD 3102
"NEWMAN SIBLINGS, LLC",LLC,MS,3495 WELLS FERRY COVE
HONEY FACTORY COSMETICS L.L.C.,LLC,MS,920 WOODVILLE DRIVE
KAYAK RENTALS LLC,LLC,MS,13002 OLD HIGHWAY 67
SIMPLY LAUREL LLC,LLC,MS,1122 W 20TH ST
MORGAN ENTERPRISE BIG TRUCK SERVICES LLC,LLC,MS,99 CREPE MYRTLE DR.
"GRILL HUT, LLC",LLC,MS,105 ROYAL ST
KEEPIN UP KOMOTION LLC,LLC,MS,1579 GILES RD
SPECSAHOLIC L.L.C,LLC,MS,2129 29TH AVE
PAIDYN REALTY LLC,LLC,MS,270 TRACE COLONY PARK STE B
"WANDA SULLIVAN, LLC",LLC,MS,116 PAYNE DRIVE
STANLEY ELECTRIC LLC,LLC,MS,2066 WILLIE BALES LANE
Q THE PHOTOGRAPHER LLC,LLC,MS,1828 WALTHAM ST
B & J EXPRESS LLC,LLC,MS,25 CONGER CT N
"STUDENT MOVES, LLC",LLC,MS,5375 BALMORAL DR
"BARNES LAWNCARE, INC.",CORPORATION,MS,132 SUTTER DR
"LAMPIN, LLC",LLC,MS,6 BRIDGEWATER DR
MTK ONLINE LLC,LLC,MD,178 OAK DR
PARKER TRANSPORTATION LLC,LLC,MS,706 N CHANCELLOR RD
"PRAYER TIME ENTERPRISES, LLC",LLC,MS,131 VALLEY DR
"DALU DESIGNS, LLC",LLC,MS,307 TRACEY CV
"MCKNIGHT HOLDINGS, LLC",LLC,MS,700 LUCY SEABERRY BLVD.
JESSIE BENELLA LLC,LLC,MS,4701 LAKELAND DR. BLDG 11H
AZANIA CREATIONS LLC,LLC,MS,1426 DANSBY ST
"TAMP, LLC",LLC,MS,1779 SAND WEDGE DRIVE
DCL TECHNOLOGIES LLC,LLC,MS,200 FOSTER PARK
MCCURTY LAWN CARE LLC,LLC,MS,3510 31AVE
LIFESTYLE EXPRESSIONS LLC,LLC,MS,3727 BENBOW ST
NEWELLTRUCKIN LLC,LLC,MS,11527 MAURINE CIRCLE
"DIVINA PLUSH BOUTIQUE, LLC",LLC,MS,3046 WYNNDALE RD
R.B.D REALLY BIG DEAL LLC,LLC,MS,113 DEL RIO ST
"HUGH-WINDHAM HOLDINGS, LLC",LLC,MS,5504 CAPITAL GATEWAY DRIVE
CRUMEDY'S UNLIMITED LLC,LLC,MS,612 RICHARD ST
MAXXIMUS BOUTIQUE LLC,LLC,MS,5208 WASHINGTON AVE
PRO SERVICES OF MS CORP,CORPORATION,MS,219 HIDDEN HILLS PKWY
"PINK AFRICAN HAIR BRAIDING, LLC",LLC,MS,14080 ANNEDALE CIRLCLE
GROUND CONTROL MS LLC,LLC,MS,233 FIELDSTONE LN
H&W DESIGNER HOMES LLC,LLC,MS,1008 CR 266
"KIE'S TRUCKING ""LLC""",LLC,MS,2535 BOON RD
"ROGERS REAL ESTATE, LLC",LLC,MS,587 BENJAMIN ROAD
"SWEET SPOTS, LLC",LLC,MS,36 MOSS FOREST CR
BROWNLEE FAMILY BLESSINGS LLC,LLC,MS,267 STEWARD ROAD
"DIVINE CREATIVITY,LLC",LLC,MS,509 FERGUSON ST
WYNNING SHOTS PHOTOGRAPHY LLC,LLC,MS,9890 N LOOP RD UNIT 218
BROCON REALTY GROUP LLC,LLC,MS,602 ANDERSON ST
CUNNINGHAM PROPERTIES AND RENTALS LLC,LLC,MS,3043 WOODLAWN AVE
CARE & CARE SENIOR HOME SERVICES LLC,LLC,MS,527 OAK PARK CIRCLE
"R&D COASTAL IMPROVEMENTS, LLC",LLC,MS,1340 E RAILROAD ST
YOLANDA FOSTER COLLECTION LLC,LLC,MS,137 COUNTY ROAD 234
"EMINENT LIFESTYLES, LLC",LLC,MS,7384 HUNTERS FOREST DR.
HOLLYWAY HOME CLEANING L.L.C.,LLC,MS,712 LAGUNA WAY
STUDIO CHEESECAKE LLC,LLC,MS,270 TRACE COLONY PARK STE B
WISE CONSULTING LLC,LLC,MS,180 N EASTABUCHIE RD
BMAC TAX SERVICES LLC,LLC,MS,1588 N FEEMSTER LAKE RD
"THE MCCOOL GROUP, LLC",LLC,MS,4237 RITCHIE DRIVE
HOUSE OF LA MANIERE LLC,LLC,MS,4784 AUSTIN RD
CHRISTINA'S BEAUTY BAR LLC,LLC,MS,709 MEADOWS WAY
BARTON NUTRITION LLC,LLC,MS,2277 HWY 63 S
ENCOURAGE 2 EMPOWER LLC,LLC,MS,139 LAMBUTH CT
"SKYNCARE JUNKEE, LLC",LLC,MS,257 MARTIN LUTHER KING DR.
"BUSINESS FURNITURE SERVICES, LLC",LLC,MS,1903 PASS ROAD SUITE A
JANIE CLARKE REALTOR LLC,LLC,MS,622 BROADWAY AVE.
THE SMITH CONSULTING GROUP LLC,LLC,MS,2254 ROSEWOOD LN
FOREVER MINX BY AUDRI LLC,LLC,MS,823 JACKSON STREET
"KUDDLE KOLLECTION, LLC",LLC,MS,219 EAST STREET
ROYALTY WIGS & EXTENSIONS LLC,LLC,MS,214 IDLEBROOK DRIVE
KIND CARE LLC,LLC,MS,941 SOUTH BEAUCHAMP AVE
GLOW WITH ME CANDLE COMPANY LLC,LLC,MS,4119 COLLEEN STREET
"PINNACLE MANAGEMENT OF OXFORD, LLC",LLC,AR,5444 E SADDLERIDGE DR
"PROMOTION, LLC",LLC,MS,105 MARY LEIGH WAY
KLASSY BY K2 LLC,LLC,MS,1430 MORGAN ROAD
KEMETIC TRANSPORTATION LLC,LLC,MS,4311 MCCAIN AVE
BREEZE TRUCKING LLC,LLC,MS,325 CENTER ST
PRESTIGE CUSTOM METAL POLISHING LLC,LLC,MS,413 SOUTH PRENTISS STREET
ROC SOLID MOVERS LLC,LLC,MS,210 28TH STREET
CENTRAL MISSISSIPPI BASEBALL INSTITUTE LLC,LLC,MS,3548 MONCURE MARBLE RD
"AHTE' RUL, LLC",LLC,MS,2671 S LITTLE ROAD
"TALK OF THE TOWN THERAPY, LLC",LLC,MS,1526 SINGLE TREE DRIVE
ROJOMA LLC,LLC,MS,1007 MISSION PARK DR
IFAMOUZ CANDLES AND SPA TREATS LLC,LLC,MS,1027 N LIBERTY STREET EXT
"OT WRAPS, LLC",LLC,MS,1112 NORTHPARK CV
WANDERING PAWS GROOMING LLC,LLC,MS,11 DALE KEYES RD
"DOUGHMAN ENTERTAINMENT, LLC",LLC,MS,116 LYSBETH DR
HU$TLE CLOTHING LLC,LLC,MS,337 CARVER AVENUE
"THE TROPHY SHOPPE, LLC",LLC,MS,12525 I-55 SOUTH FRONTAGE ROAD
TRUE LOVE'S AROMA LLC,LLC,MS,1077 ANDERSON RD
WT PROPERTIES LLC,LLC,MS,2257 LAWRENCE BROTHERS ROAD
"J&K ORGANIZING CLEANING DECORATING SERVICES, LLC",LLC,MS,4499 SHINAULT LANE
J & J LAWNCARE LLC,LLC,MS,14130 LUCKY MAYS RD
LOVING MY HAIR BEAUTY SUPPLY 2 LLC,LLC,MS,207 KAREN DRIVE
"PROFFESSIONAL PUBLIC NOTARY SERVICE, LLC",LLC,MS,413 PARKER DRIVE
"NEWTON MEDICAL & TELEHEALTH CLINIC, PLLC",LLC,MS,7420 BELLE TRACE
"WREATHS BY WHAM , LLC",LLC,MS,1532 MITCHELL RD
SEW CRAFTY LLC,LLC,MS,734 SPRING LAKE BLVD
3 KINGS TRANSPORTATION LLC,LLC,MS,1130 RAILROAD AVE.
OLIVER'S GLAM SHOP LLC,LLC,MS,119 COUNTRY VIEW LANE
PCE ENTERPRISES LLC,LLC,MS,1440 CHANNEL CREEK ROAD
"SOUTHERN CLEANING SOLUTIONS, LLC",LLC,MS,525 HUGH TAYLOR RD
BEEN BOSSI BEAUTI BAR LLC,LLC,MS,3714 HINES AVE
RODRIGUEZ FIBER OPTIC CONTRACT SERVICES CORP.,CORPORATION,MS,10484 WEST LANDON GREEN CIRCLE
"NATURAL RESONANCE TECHNOLOGIES 2018, INC.",CORPORATION,MS,709 WHITFIELD ST.
ROMA'S HEALING HANDS LLC,LLC,MS,9 ROBINSON DR.
"CEE BEE'S CAFE & GRILL, LLC",LLC,MS,136 S. WALNUT STREET
"BIG RIVER TIMBER, LLC",LLC,MS,2470 SANDRIDGE DRIVE
LASHES BY RIKA LLC,LLC,MS,1192 HOWELL RD
"ALLSTAR TUTORING, LLC",LLC,MS,1417 TRAFALGAR DR
V2L MEDIA LLC,LLC,MS,301 3RD STREET
BOSS LADY'S BOUTIQUE LLC,LLC,MS,1076 DOGWOOD ST
GULF SOUTH FIREARMS LLC,LLC,MS,172 A MORGAN SEAL RD
DEAN OF HUE PAINTING LLC,LLC,MS,6730 GEORGE WASHINGTON DRIVE
YOUVE BEEN CAKED LLC,LLC,MS,137 MAPLE ST.
"KOLORFUL STYLEZ, LLC",LLC,MS,5425 31ST PL
J & G WEIMER LLC,LLC,MS,814-A OLD HWY 471
"LET-IT-B TRANSPORT SERVICES, LLC",LLC,MS,167 SHADY OAK RD
"K&K STUDIO, LLC.",LLC,MS,203 ENOCH AVE
RASHIDA'S RIGHTEOUS CREATIONS LLC,LLC,MS,8291 HIGHWAY 35 S
ROVER SIGNS LLC,LLC,MS,3774 CONRAIL CIR
COLA CUSTOMS AND DESIGNS LLC,LLC,MS,413 DUNN AVENUE
HALFACRE TRANSPORT LLC,LLC,MS,411 RYAN DRIVE
"BLING BY C & S, LLC",LLC,MS,5600 CHOCTAW DR
FIGURE 8 HOURGLASS LLC,LLC,MS,2 PLEASANT LANE
HOUSE OF PLUSH BY AUDRI LLC,LLC,MS,823 JACKSON STREET
TUTEUR4YOU L.L.C.,LLC,MS,1784 DAVE COLLINS LN
GREATHOUSE EXPRESS LLC,LLC,MS,1400 AUDUBON POINT DR
"MISS. KAY B KREATIONS, LLC",LLC,MS,108 DRESDEN PL
"CEE BEE'S BANQUET HALL, LLC",LLC,MS,136 S. WALNUT STREET
"LOSING MORE THAN WEIGHT, LLC",LLC,MS,102 AVONDALE STREET
SMOOCHES COSMETICSS LLC,LLC,MS,1040 SUNCREST DRIVE
"BANNOCKBURNHAME, LLC",LLC,MS,108 LOVERS LANE
MICHELE GRINSTEAD PROPERTIES LLC,LLC,MS,61 CEDAR POINT TRIL
SOUTHERN FEELZ &THANGZZ LLC,LLC,MS,1672 HIGHWAY 492
SLADE PRODUCTIONS LLC,LLC,MS,24430 SAUCIER ADVANCE RD
"ARI CONSULTING SERVICES, LLC",LLC,MS,5330 NORTH STATE ST LOT 118
COCOA COUTURE'D COLLECTION LLC,LLC,MS,2122 OAKGROVE RD STE C1
TEXT BOT LLC,LLC,MS,1612 LAURELGLEN RD
CROWNEDBYCIERA LLC,LLC,MS,174 MIKE AVE
BLAIRS FARM LLC,LLC,MS,990 COUNTY ROAD 550
HAIR ASSASSINATION LLC,LLC,MS,4206 COUNTY RD 220
"GOODLIFE STORAGE, LLC",LLC,MS,3078 HWY 98 EAST
FIRST CLASS DREAMERS EDUCATION & TESTING CENTER LLC,LLC,MS,1442 BOOKER STREET
"ROD'S CUSTOM BUILDS, L.L.C.",LLC,MS,3865 MARCIA LOUISE DRIVE
H&W LAND COMPANY LLC,LLC,MS,3396 WOLFE ROAD
"YOUNG MASONRY ""LLC""",LLC,MS,287 HAMMOND RD
MIRROR FINISH AUTO DETAILING LLC,LLC,MS,385 PARK DR
"CLINICAL EDUCATION AND CONSULTING, LLC",LLC,LA,10120 WESTWIND DR.
SUNNI DAYZ LLC,LLC,MS,108 PECAN LANE
KAT'S WORLD LLC,LLC,MS,151 MILL CV
WANDERING ROSE COFFEE COMPANY LLC,LLC,MS,301 PATRICK DRIVE
POSEY LAWN SERVICE LLC,LLC,MS,202 SHENANDOAH ROAD NORTH
WE LIKE TO PARTY LLC,LLC,MS,102 ELMWOOD STREET
C&Z WELDING LLC,LLC,MS,3456 STONINGTON ROAD
"SMOOTHER RIDE, LLC",LLC,MS,213 KATHERINE DRIVE
HOTTIE'S BEAUTY BAR LLC,LLC,MS,3155 STARS AND STRIPES WAY 247
THERAPY UNIVERSITY LLC,LLC,MS,1619 18TH AVENUE
"COUNTRY GIRL CO., LLC",LLC,MS,1105 4TH ST SE
"IJ JONES, LLC",LLC,MS,2210 SCANLON DRIVE
"THE MCKIBBEN GROUP, LLC",LLC,MS,1978 WASHINGTON ST
SEW SWEET BLANKS LLC,LLC,MS,4661 WILDWOOD RD
"ED'S PAINTING & DRYWALL, LLC",LLC,MS,13165 TEAGUE RD
JAZZYJAM BOUTIQUE & ACCESSORIES LLC,LLC,MS,305 PLEASANT VALLEY DR
"NEW AGE MOGULS PRODUCTIONS, LLC",LLC,MS,2047A COOPERWELL DRIVE
