Facility,Type,Chargecode_DRG_CPT,Description,CPT,_1_1_21_Fee,Aetna,Anthem_Blue_Priority,Anthem_Blue_Preferred,Anthem_PPO,Aurora_Caregiver,Cigna,Exchange_-Common_Ground,Health_EOS,Humana_WVN,Humana_HMO,Humana_PPO,Trilogy,UHC_HMO,UHC_PPO,WEA,WPS_Arise,WPS_Statewide,SELF_PAY,MIN,MAX
"BAY AREA","CHARGE","10002800","FENTANYL CITRATE 0.05 MG/ML IJ SOLN (WRAPPED)","J3010","3.95","3.59","0.94","0.95","2.37","2.13","3.40","2.73","3.59","2.37","3.00","3.36","3.56","1.99","3.36","2.75","1.75","2.01","2.17","0.94","3.59"
"BAY AREA","CHARGE","10002800","FENTANYL CITRATE(COMPOUNDED) 5000 MCG/ML INJ (HOSP USE ONLY)","J3010","0.37","0.34","0.09","0.09","0.22","0.20","0.32","0.26","0.34","0.22","0.28","0.31","0.33","0.19","0.31","0.26","0.16","0.19","0.20","0.09","0.34"
"BAY AREA","CHARGE","10002800","FENTANYL CITRATE-NACL 2.5-0.9 MG/250ML-% IV SOLN (WRAPPED)","J3010","1.82","1.66","0.43","0.44","1.09","0.98","1.57","1.26","1.66","1.09","1.38","1.55","1.64","0.92","1.55","1.27","0.80","0.93","1.00","0.43","1.66"
"BAY AREA","CHARGE","10002800","FENTANYL PCA 10 MCG/ML SOLN (DISCRETE FIELDS)","J3010","9.45","8.60","2.24","2.27","5.68","5.10","8.14","6.52","8.60","5.67","7.18","8.03","8.51","4.76","8.03","6.59","4.18","4.81","5.20","2.24","8.60"
"BAY AREA","CHARGE","10002800","SUMATRIPTAN SUCCINATE 6 MG/0.5ML SC SOLN","J3030","33.09","30.11","18.44","20.50","22.83","17.87","28.49","22.83","30.11","19.85","25.15","28.13","29.78","19.80","28.13","23.06","22.18","25.90","18.20","17.87","30.11"
"BAY AREA","CHARGE","10002800","CHLORPROMAZINE HCL 25 MG/ML IJ SOLN (WRAPPED)","J3230","151.06","137.46","33.47","34.23","41.52","81.57","130.06","104.23","137.46","90.64","114.81","128.40","135.95","38.04","128.40","105.29","72.93","80.41","83.08","33.47","137.46"
"BAY AREA","CHARGE","10002800","TOCILIZUMAB 200 MG/10ML IV SOLN","J3262","27.36","24.90","6.06","6.20","7.52","14.77","23.56","18.88","24.90","16.42","20.79","23.26","24.62","6.89","23.26","19.07","13.21","14.56","15.05","6.06","24.90"
"BAY AREA","CHARGE","10002800","TRIAMCINOLONE ACETONIDE 10 MG/ML IJ SUSP","J3301","11.29","10.27","2.77","2.78","5.03","6.10","9.72","7.79","10.27","6.77","8.58","9.60","10.16","2.90","9.60","7.87","3.03","3.53","6.21","2.77","10.27"
"BAY AREA","CHARGE","10002800","TRIAMCINOLONE ACETONIDE 40 MG/ML IJ SUSP","J3301","4.17","3.79","1.02","1.03","1.86","2.25","3.59","2.88","3.79","2.50","3.17","3.54","3.75","1.07","3.54","2.91","1.12","1.30","2.29","1.02","3.79"
"BAY AREA","CHARGE","10002800","DIAZEPAM 5 MG/ML IJ SOLN","J3360","42.70","38.86","19.10","21.23","29.46","23.06","36.76","29.46","38.86","25.62","32.45","36.30","38.43","31.30","36.30","29.76","24.22","28.22","23.49","19.10","38.86"
"BAY AREA","CHARGE","10002800","VANCOMYCIN 1.25 GM/250 ML NS (PREMIX)","J3370","19.46","17.71","4.53","4.83","12.25","10.51","16.76","13.43","17.71","11.68","14.79","16.54","17.51","7.65","16.54","13.56","7.27","8.45","10.70","4.53","17.71"
"BAY AREA","CHARGE","10002800","VANCOMYCIN 1.5 GM/250 ML NS (PREMIX)","J3370","20.63","18.77","4.80","5.12","12.98","11.14","17.76","14.23","18.77","12.38","15.68","17.54","18.57","8.11","17.54","14.38","7.71","8.95","11.35","4.80","18.77"
"BAY AREA","CHARGE","10002800","VANCOMYCIN 1.75 GM/500 ML NS (PREMIX)","J3370","29.28","26.64","6.81","7.27","18.43","15.81","25.21","20.20","26.64","17.57","22.25","24.89","26.35","11.51","24.89","20.41","10.94","12.71","16.10","6.81","26.64"
"BAY AREA","CHARGE","10002800","VANCOMYCIN 10 MG/ML OPHTHALMIC SYRINGE","J3370","12.09","11.00","2.81","3.00","7.61","6.53","10.41","8.34","11.00","7.25","9.19","10.28","10.88","4.75","10.28","8.43","4.52","5.25","6.65","2.81","11.00"
"BAY AREA","CHARGE","10002800","VANCOMYCIN 100 MG/ML IV SOLR (HOSPITAL USE ONLY)","J3370","1.43","1.30","0.33","0.36","0.90","0.77","1.23","0.99","1.30","0.86","1.09","1.22","1.29","0.56","1.22","1.00","0.53","0.62","0.79","0.33","1.30"
"BAY AREA","CHARGE","10002800","VANCOMYCIN 2 GM/500 ML NS (PREMIX)","J3370","26.50","24.12","6.17","6.58","16.68","14.31","22.82","18.29","24.12","15.90","20.14","22.53","23.85","10.42","22.53","18.47","9.90","11.50","14.58","6.17","24.12"
"BAY AREA","CHARGE","10002800","VANCOMYCIN 5 MG/ML IN D5W SYRINGE IVPB","J3370","15.92","14.49","3.71","3.95","10.02","8.60","13.71","10.98","14.49","9.55","12.10","13.53","14.33","6.26","13.53","11.10","5.95","6.91","8.76","3.71","14.49"
"BAY AREA","CHARGE","10002800","VANCOMYCIN 50 MG/ML OPHTHALMIC SYRINGE","J3370","0.05","0.05","0.01","0.01","0.03","0.03","0.04","0.03","0.05","0.03","0.04","0.04","0.05","0.02","0.04","0.03","0.02","0.02","0.03","0.01","0.05"
"BAY AREA","CHARGE","10002800","VANCOMYCIN HCL 1 G IV SOLR","J3370","6.81","6.20","1.58","1.69","4.29","3.68","5.86","4.70","6.20","4.09","5.18","5.79","6.13","2.68","5.79","4.75","2.54","2.96","3.75","1.58","6.20"
"BAY AREA","CHARGE","10002800","VANCOMYCIN HCL 10 G IV SOLR","J3370","8.55","7.78","1.99","2.12","5.38","4.62","7.36","5.90","7.78","5.13","6.50","7.27","7.70","3.36","7.27","5.96","3.20","3.71","4.70","1.99","7.78"
"BAY AREA","CHARGE","10002800","VANCOMYCIN HCL 500 MG IV SOLR","J3370","11.50","10.47","2.68","2.86","7.24","6.21","9.90","7.94","10.47","6.90","8.74","9.78","10.35","4.52","9.78","8.02","4.30","4.99","6.33","2.68","10.47"
"BAY AREA","CHARGE","10002800","VANCOMYCIN HCL 750 MG IV SOLR","J3370","16.44","14.96","3.83","4.08","10.35","8.88","14.15","11.34","14.96","9.86","12.49","13.97","14.80","6.46","13.97","11.46","6.14","7.14","9.04","3.83","14.96"
"BAY AREA","CHARGE","10002800","VANCOMYCIN(COMPOUNDED) 50 MG/ML OPHTHALMIC DROPS (BOTTLE)","J3370","3.43","3.12","0.80","0.85","2.16","1.85","2.95","2.37","3.12","2.06","2.61","2.92","3.09","1.35","2.92","2.39","1.28","1.49","1.89","0.80","3.12"
"BAY AREA","CHARGE","10002800","VEDOLIZUMAB 300 MG IV SOLR","J3380","113.00","102.83","24.04","24.21","24.53","61.02","97.29","77.97","102.83","67.80","85.88","96.05","101.70","26.96","96.05","78.76","56.79","62.44","62.15","24.04","102.83"
"BAY AREA","CHARGE","10002800","HYDROXYZINE HCL 25 MG/ML IM SOLN","J3410","55.43","50.44","55.43","55.43","38.25","29.93","47.73","38.25","50.44","33.26","42.13","47.12","49.89","55.43","47.12","38.63","55.43","55.43","30.49","29.93","55.43"
"BAY AREA","CHARGE","10002800","HYDROXYZINE HCL 50 MG/ML IM SOLN","J3410","31.91","29.04","31.91","31.91","22.02","17.23","27.47","22.02","29.04","19.15","24.25","27.12","28.72","31.91","27.12","22.24","31.91","31.91","17.55","17.23","31.91"
"BAY AREA","CHARGE","10002800","THIAMINE HCL 100 MG/ML IJ SOLN","J3411","14.39","13.09","6.37","7.08","9.93","7.77","12.39","9.93","13.09","8.63","10.94","12.23","12.95","9.16","12.23","10.03","8.57","9.89","7.91","6.37","13.09"
"BAY AREA","CHARGE","10002800","CYANOCOBALAMIN 1000 MCG/ML IJ SOLN","J3420","12.03","10.95","2.67","2.73","3.31","6.50","10.36","8.30","10.95","7.22","9.14","10.23","10.83","3.03","10.23","8.38","5.81","6.40","6.62","2.67","10.95"
"BAY AREA","CHARGE","10002800","PHYTONADIONE 1 MG/0.5ML IJ SOLN","J3430","95.91","87.28","46.23","51.34","66.18","51.79","82.58","66.18","87.28","57.55","72.89","81.52","86.32","65.18","81.52","66.85","64.60","70.48","52.75","46.23","87.28"
"BAY AREA","CHARGE","10002800","PHYTONADIONE(COMPOUNDED) 1 MG/ML ORAL SUSP","J3430","8.02","7.30","3.87","4.29","5.53","4.33","6.91","5.53","7.30","4.81","6.10","6.82","7.22","5.45","6.82","5.59","5.40","5.89","4.41","3.87","7.30"
"BAY AREA","CHARGE","10002800","VITAMIN K1 10 MG/ML IJ SOLN","J3430","21.19","19.28","10.21","11.34","14.62","11.44","18.24","14.62","19.28","12.71","16.10","18.01","19.07","14.40","18.01","14.77","14.27","15.57","11.65","10.21","19.28"
"BAY AREA","CHARGE","10002800","HYALURONIDASE OVINE 200 UNIT/ML IJ SOLN","J3471","2.01","1.83","0.45","0.46","0.55","1.09","1.73","1.39","1.83","1.21","1.53","1.71","1.81","0.51","1.71","1.40","0.97","1.07","1.11","0.45","1.83"
"BAY AREA","CHARGE","10002800","MAGNESIUM SULFATE 2 G/50 ML PREMIX(WRAPPED)","J3475","22.48","20.46","9.98","11.10","15.10","12.14","19.36","15.51","20.46","13.49","17.08","19.11","20.23","11.44","19.11","15.67","12.14","13.47","12.36","9.98","20.46"
"BAY AREA","CHARGE","10002800","MAGNESIUM SULFATE 4 GM/50ML IV SOLN","J3475","15.26","13.89","6.78","7.54","10.25","8.24","13.14","10.53","13.89","9.16","11.60","12.97","13.73","7.77","12.97","10.64","8.24","9.15","8.39","6.78","13.89"
"BAY AREA","CHARGE","10002800","MAGNESIUM SULFATE 40 MG/ML IV SOLN(WRAPPED)","J3475","13.17","11.98","5.85","6.51","8.85","7.11","11.34","9.09","11.98","7.90","10.01","11.19","11.85","6.70","11.19","9.18","7.11","7.89","7.24","5.85","11.98"
"BAY AREA","CHARGE","10002800","MAGNESIUM SULFATE 50 % IJ SOLN","J3475","0.94","0.86","0.42","0.46","0.63","0.51","0.81","0.65","0.86","0.56","0.71","0.80","0.85","0.48","0.80","0.66","0.51","0.56","0.52","0.42","0.86"
"BAY AREA","CHARGE","10002800","MAGNESIUM/D5W 6 GM/48 ML IV SYRINGE","J3475","0.82","0.75","0.36","0.41","0.55","0.44","0.71","0.57","0.75","0.49","0.62","0.70","0.74","0.42","0.70","0.57","0.44","0.49","0.45","0.36","0.75"
"BAY AREA","CHARGE","10002800","POTASSIUM CHLORIDE 10 MEQ/50ML IV SOLN","J3480","15.07","13.71","5.78","6.42","10.30","8.14","12.98","10.40","13.71","9.04","11.45","12.81","13.56","7.08","12.81","10.50","7.66","8.91","8.29","5.78","13.71"
"BAY AREA","CHARGE","10002800","POTASSIUM CHLORIDE 2 MEQ/ML IV SOLN","J3480","0.32","0.29","0.12","0.14","0.22","0.17","0.28","0.22","0.29","0.19","0.24","0.27","0.29","0.15","0.27","0.22","0.16","0.19","0.18","0.12","0.29"
"BAY AREA","CHARGE","10002800","POTASSIUM CHLORIDE 20 MEQ/100ML (40 MEQ DOSE) IV SOLN","J3480","14.00","12.74","5.37","5.96","9.57","7.56","12.05","9.66","12.74","8.40","10.64","11.90","12.60","6.58","11.90","9.76","7.11","8.28","7.70","5.37","12.74"
"BAY AREA","CHARGE","10002800","POTASSIUM CHLORIDE 20 MEQ/100ML (60 MEQ DOSE) IV SOLN","J3480","13.99","12.73","5.36","5.96","9.56","7.55","12.05","9.65","12.73","8.39","10.63","11.89","12.59","6.58","11.89","9.75","7.11","8.27","7.69","5.36","12.73"
"BAY AREA","CHARGE","10002800","POTASSIUM CHLORIDE 20 MEQ/100ML IV SOLN","J3480","14.00","12.74","5.37","5.96","9.57","7.56","12.05","9.66","12.74","8.40","10.64","11.90","12.60","6.58","11.90","9.76","7.11","8.28","7.70","5.37","12.74"
"BAY AREA","CHARGE","10002800","POTASSIUM CHLORIDE 20 MEQ/50ML (40 MEQ DOSE) IV SOLN","J3480","13.94","12.69","5.34","5.93","9.52","7.53","12.00","9.62","12.69","8.36","10.59","11.85","12.55","6.55","11.85","9.72","7.08","8.24","7.67","5.34","12.69"
"BAY AREA","CHARGE","10002800","POTASSIUM CHLORIDE 20 MEQ/50ML (80 MEQ DOSE) IV SOLN","J3480","13.94","12.69","5.34","5.93","9.52","7.53","12.00","9.62","12.69","8.36","10.59","11.85","12.55","6.55","11.85","9.72","7.08","8.24","7.67","5.34","12.69"
"BAY AREA","CHARGE","10002800","POTASSIUM CHLORIDE 20 MEQ/50ML IV SOLN","J3480","13.94","12.69","5.34","5.93","9.52","7.53","12.00","9.62","12.69","8.36","10.59","11.85","12.55","6.55","11.85","9.72","7.08","8.24","7.67","5.34","12.69"
"BAY AREA","CHARGE","10002800","POTASSIUM CHLORIDE IN DEXTROSE 20-5 MEQ/L-% IV SOLN","J3480","16.53","15.04","6.33","7.04","11.29","8.93","14.23","11.41","15.04","9.92","12.56","14.05","14.88","7.77","14.05","11.52","8.40","9.78","9.09","6.33","15.04"
"BAY AREA","CHARGE","10002800","POTASSIUM CHLORIDE IN NACL 20-0.45 MEQ/L-% IV SOLN","J3480","14.17","12.89","5.43","6.03","9.68","7.65","12.20","9.78","12.89","8.50","10.77","12.04","12.75","6.66","12.04","9.88","7.20","8.38","7.79","5.43","12.89"
"BAY AREA","CHARGE","10002800","POTASSIUM CHLORIDE IN NACL 20-0.9 MEQ/L-% IV SOLN","J3480","14.67","13.35","5.62","6.25","10.02","7.92","12.63","10.12","13.35","8.80","11.15","12.47","13.20","6.89","12.47","10.22","7.45","8.68","8.07","5.62","13.35"
"BAY AREA","CHARGE","10002800","POTASSIUM CHLORIDE IN NACL 40-0.9 MEQ/L-% IV SOLN","J3480","13.93","12.68","5.34","5.93","9.52","7.52","11.99","9.61","12.68","8.36","10.59","11.84","12.54","6.55","11.84","9.71","7.08","8.24","7.66","5.34","12.68"
"BAY AREA","CHARGE","10002800","ZOLEDRONIC ACID 4 MG/100ML IV SOLN","J3489","54.96","50.01","19.93","21.46","24.27","29.68","47.32","37.92","50.01","32.98","41.77","46.72","49.46","6.87","46.72","38.31","26.93","29.55","30.23","6.87","50.01"
"BAY AREA","CHARGE","10002800","ZOLEDRONIC ACID 4 MG/5ML IV CONC","J3489","8.15","7.42","2.96","3.18","3.60","4.40","7.02","5.62","7.42","4.89","6.19","6.93","7.34","1.02","6.93","5.68","3.99","4.38","4.48","1.02","7.42"
"BAY AREA","CHARGE","10002800","ZOLEDRONIC ACID 5 MG/100ML IV SOLN","J3489","78.50","71.44","28.47","30.66","34.67","42.39","67.59","54.17","71.44","47.10","59.66","66.73","70.65","9.81","66.73","54.71","38.47","42.20","43.18","9.81","71.44"
"BAY AREA","CHARGE","10002800","SODIUM CHLORIDE 0.9 % BOLUS","J7030","48.24","43.90","16.53","17.50","30.64","26.05","41.53","33.29","43.90","28.94","36.66","41.00","43.42","24.84","41.00","33.62","22.69","26.07","26.53","16.53","43.90"
"BAY AREA","CHARGE","10002800","SODIUM CHLORIDE 0.9 % IV SOLN","J7030","37.32","33.96","12.79","13.54","23.70","20.15","32.13","25.75","33.96","22.39","28.36","31.72","33.59","19.21","31.72","26.01","17.56","20.17","20.53","12.79","33.96"
"BAY AREA","CHARGE","10002800","SODIUM CHLORIDE 0.9% FLUSH BAG","J7030","16.63","15.13","5.70","6.03","10.56","8.98","14.32","11.47","15.13","9.98","12.64","14.14","14.97","8.56","14.14","11.59","7.82","8.99","9.15","5.70","15.13"
"BAY AREA","CHARGE","10002800","SODIUM CHLORIDE 0.9% RADIOLOGY FLUSH INJECTION","J7040","17.56","15.98","6.21","6.77","9.61","9.48","15.12","12.12","15.98","10.54","13.35","14.93","15.80","8.02","14.93","12.24","9.14","10.28","9.66","6.21","15.98"
"BAY AREA","CHARGE","10002800","DEXTROSE-NACL 5-0.9 % IV SOLN","J7042","17.62","16.03","10.99","11.73","12.16","9.51","15.17","12.16","16.03","10.57","13.39","14.98","15.86","11.48","14.98","12.28","12.33","13.66","9.69","9.51","16.03"
"BAY AREA","CHARGE","10002800","DEXTROSE 5 % BOLUS","J7060","34.77","31.64","7.70","7.88","9.56","18.78","29.94","23.99","31.64","20.86","26.43","29.55","31.29","8.75","29.55","24.23","16.79","18.51","19.12","7.70","31.64"
"BAY AREA","CHARGE","10002800","DEXTROSE 5 % IV SOLN","J7060","22.04","20.06","4.88","4.99","6.06","11.90","18.98","15.21","20.06","13.22","16.75","18.73","19.84","5.55","18.73","15.36","10.64","11.73","12.12","4.88","20.06"
"BAY AREA","CHARGE","10002800","DEXTROSE 5% FLUSH IVPB","J7070","19.39","17.64","6.34","6.90","7.73","10.47","16.69","13.38","17.64","11.63","14.74","16.48","17.45","8.43","16.48","13.51","12.78","14.35","10.66","6.34","17.64"
"BAY AREA","CHARGE","10002800","LACTATED RINGERS BOLUS","J7120","85.07","77.41","22.08","22.40","51.34","45.94","73.25","58.70","77.41","51.04","64.65","72.31","76.56","41.89","72.31","59.29","35.61","40.97","46.79","22.08","77.41"
"BAY AREA","CHARGE","10002800","LACTATED RINGERS IV SOLN","J7120","96.21","87.55","24.97","25.34","58.06","51.95","82.84","66.38","87.55","57.73","73.12","81.78","86.59","47.38","81.78","67.06","40.27","46.33","52.92","24.97","87.55"
"BAY AREA","CHARGE","10002800","DEXTROSE IN LACTATED RINGERS 5 % IV SOLN","J7121","22.29","20.28","3.16","3.41","14.27","12.04","19.19","15.38","20.28","13.37","16.94","18.95","20.06","8.80","18.95","15.54","6.14","7.15","12.26","3.16","20.28"
"BAY AREA","CHARGE","10002800","SODIUM CHLORIDE 3 % IV SOLN","J7131","12.79","11.64","2.83","2.90","3.52","6.91","11.01","8.83","11.64","7.67","9.72","10.87","11.51","3.22","10.87","8.91","6.17","6.81","7.03","2.83","11.64"
"BAY AREA","CHARGE","10002800","SODIUM CHLORIDE 4 MEQ/ML IV SOLN","J7131","0.34","0.31","0.08","0.08","0.09","0.18","0.29","0.23","0.31","0.20","0.26","0.29","0.31","0.09","0.29","0.24","0.16","0.18","0.19","0.08","0.31"
"BAY AREA","CHARGE","10002800","SODIUM CHLORIDE 4 MEQ/ML IV SOLN (PN ONLY)","J7131","0.33","0.30","0.07","0.07","0.09","0.18","0.28","0.23","0.30","0.20","0.25","0.28","0.30","0.08","0.28","0.23","0.16","0.18","0.18","0.07","0.30"
"BAY AREA","CHARGE","10002800","SODIUM CHLORIDE 4 MEQ/ML PO SOLUTION","J7131","0.15","0.14","0.03","0.03","0.04","0.08","0.13","0.10","0.14","0.09","0.11","0.13","0.14","0.04","0.13","0.10","0.07","0.08","0.08","0.03","0.14"
"BAY AREA","CHARGE","10002800","AZATHIOPRINE 25 MG PO TABS (HALF-TAB)","J7500","0.66","0.60","0.15","0.15","0.18","0.36","0.57","0.46","0.60","0.40","0.50","0.56","0.59","0.17","0.56","0.46","0.32","0.35","0.36","0.15","0.60"
"BAY AREA","CHARGE","10002800","AZATHIOPRINE 50 MG PO TABS","J7500","1.63","1.48","0.36","0.37","0.45","0.88","1.40","1.12","1.48","0.98","1.24","1.39","1.47","0.41","1.39","1.14","0.79","0.87","0.90","0.36","1.48"
"BAY AREA","CHARGE","10002800","METHYLPREDNISOLONE 4 MG PO TABS","J7509","1.15","1.05","0.25","0.28","0.79","0.62","0.99","0.79","1.05","0.69","0.87","0.98","1.04","0.40","0.98","0.80","0.40","0.47","0.63","0.25","1.05"
"BAY AREA","CHARGE","10002800","PREDNISOLONE SODIUM PHOSPHATE 15 MG/5ML PO SOLN","J7510","0.19","0.17","0.09","0.10","0.13","0.10","0.16","0.13","0.17","0.11","0.14","0.16","0.17","0.19","0.16","0.13","0.13","0.14","0.10","0.09","0.19"
"BAY AREA","CHARGE","10002800","PREDNISONE 1 MG PO TABS","J7512","0.41","0.37","0.22","0.24","0.28","0.22","0.35","0.28","0.37","0.25","0.31","0.35","0.37","0.33","0.35","0.29","0.30","0.33","0.23","0.22","0.37"
"BAY AREA","CHARGE","10002800","PREDNISONE 10 MG PO TABS","J7512","0.04","0.04","0.02","0.02","0.03","0.02","0.03","0.03","0.04","0.02","0.03","0.03","0.04","0.03","0.03","0.03","0.03","0.03","0.02","0.02","0.04"
"BAY AREA","CHARGE","10002800","PREDNISONE 2.5 MG PO TABS","J7512","0.08","0.07","0.04","0.05","0.05","0.04","0.07","0.06","0.07","0.05","0.06","0.07","0.07","0.06","0.07","0.06","0.06","0.06","0.04","0.04","0.07"
"BAY AREA","CHARGE","10002800","PREDNISONE 20 MG PO TABS","J7512","0.02","0.02","0.01","0.01","0.01","0.01","0.02","0.01","0.02","0.01","0.02","0.02","0.02","0.02","0.02","0.01","0.01","0.02","0.01","0.01","0.02"
"BAY AREA","CHARGE","10002800","PREDNISONE 5 MG PO TABS","J7512","0.07","0.06","0.04","0.04","0.05","0.04","0.06","0.05","0.06","0.04","0.05","0.06","0.06","0.06","0.06","0.05","0.05","0.06","0.04","0.04","0.06"
"BAY AREA","CHARGE","10002800","PREDNISONE 5 MG/5ML PO SOLN","J7512","1.34","1.22","0.72","0.79","0.92","0.72","1.15","0.92","1.22","0.80","1.02","1.14","1.21","1.09","1.14","0.93","0.99","1.07","0.74","0.72","1.22"
"BAY AREA","CHARGE","10002800","PREDNISONE 50 MG PO TABS","J7512","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01"
"BAY AREA","CHARGE","10002800","PHENYLEPHRINE 50 MG/250 ML IN NS INFUSION 200 MCG/ML (> 15 KG OR ADULT)","J7999","92.23","83.93","20.43","20.90","25.35","49.80","79.41","63.64","83.93","55.34","70.09","78.40","83.01","23.22","78.40","64.28","44.52","49.09","50.73","20.43","83.93"
"BAY AREA","CHARGE","10002800","DEXAMETHASONE 0.5 MG PO TABS","J8540","0.15","0.14","0.08","0.09","0.10","0.08","0.13","0.10","0.14","0.09","0.11","0.13","0.14","0.13","0.13","0.10","0.11","0.13","0.08","0.08","0.14"
"BAY AREA","CHARGE","10002800","DEXAMETHASONE 1 MG PO TABS","J8540","0.18","0.16","0.09","0.11","0.12","0.10","0.15","0.12","0.16","0.11","0.14","0.15","0.16","0.16","0.15","0.13","0.14","0.15","0.10","0.09","0.16"
"BAY AREA","CHARGE","10002800","DEXAMETHASONE 4 MG PO TABS","J8540","0.11","0.10","0.06","0.06","0.08","0.06","0.09","0.08","0.10","0.07","0.08","0.09","0.10","0.10","0.09","0.08","0.08","0.09","0.06","0.06","0.10"
"BAY AREA","CHARGE","10002800","DOXORUBICIN HCL 2 MG/ML IV SOLN","J9000","11.64","10.59","2.75","2.80","2.89","6.29","10.02","8.03","10.59","6.98","8.85","9.89","10.48","2.78","9.89","8.11","5.77","6.35","6.40","2.75","10.59"
"BAY AREA","CHARGE","10002800","DOXORUBICIN HCL 2 MG/ML IV SOLN (SPLIT X 2)","J9000","11.76","10.70","2.78","2.83","2.92","6.35","10.13","8.11","10.70","7.06","8.94","10.00","10.58","2.80","10.00","8.20","5.83","6.41","6.47","2.78","10.70"
"BAY AREA","CHARGE","10002800","DOXORUBICIN HCL 2 MG/ML IV SOLN (SPLIT X 3)","J9000","11.02","10.03","2.61","2.65","2.73","5.95","9.49","7.60","10.03","6.61","8.38","9.37","9.92","2.63","9.37","7.68","5.46","6.01","6.06","2.61","10.03"
"BAY AREA","CHARGE","10002800","DOXORUBICIN LOADED BEADS ( 70-150 MICRON)","J9000","34.99","31.84","8.28","8.42","8.67","18.89","30.13","24.14","31.84","20.99","26.59","29.74","31.49","8.34","29.74","24.39","17.34","19.07","19.24","8.28","31.84"
"BAY AREA","CHARGE","10002800","DOXORUBICIN LOADED BEADS (100-300 MICRON)","J9000","34.99","31.84","8.28","8.42","8.67","18.89","30.13","24.14","31.84","20.99","26.59","29.74","31.49","8.34","29.74","24.39","17.34","19.07","19.24","8.28","31.84"
"BAY AREA","CHARGE","10002800","ATEZOLIZUMAB 1200 MG/20ML IV SOLN","J9022","333.61","303.59","73.91","75.60","91.70","180.15","287.24","230.19","303.59","200.17","253.54","283.57","300.25","84.00","283.57","232.53","161.05","177.58","183.49","73.91","303.59"
"BAY AREA","CHARGE","10002800","ATEZOLIZUMAB 840 MG/14ML IV SOLN","J9022","331.41","301.58","73.43","75.10","91.10","178.96","285.34","228.67","301.58","198.85","251.87","281.70","298.27","83.45","281.70","230.99","159.99","176.41","182.28","73.43","301.58"
"BAY AREA","CHARGE","10002800","BENDAMUSTINE HCL 100 MG/4ML IV SOLN","J9034","93.45","85.04","20.70","21.18","25.69","50.46","80.46","64.48","85.04","56.07","71.02","79.43","84.11","23.53","79.43","65.13","45.11","49.74","51.40","20.70","85.04"
"BAY AREA","CHARGE","10002800","BEVACIZUMAB 100 MG/4ML IV SOLN","J9035","345.58","314.48","114.12","121.67","135.50","186.61","297.54","238.45","314.48","207.35","262.64","293.74","311.02","68.71","293.74","240.87","181.85","198.95","190.07","68.71","314.48"
"BAY AREA","CHARGE","10002800","BORTEZOMIB 1 MG/ML IV PUSH INJECTION SOLN","J9041","198.11","180.28","43.89","44.89","54.46","106.98","170.57","136.70","180.28","118.87","150.56","168.39","178.30","49.88","168.39","138.08","95.64","105.46","108.96","43.89","180.28"
