CHARGE_DESCRIPTION,ACTIVITY_TYPE,MRKS_CPT,MRKS_HCPCS,DRG_CODE,NDC,CHARGEMASTER_PRICE,AVERAGE CHARGES_INPATIENT DRGS,DISCOUNTED CASH PRICE,MEDICARE,BCBS,SUNFLOWER_HEALTH,SUNFLOWER_HEALTH_COM_EXCHANGE,AETNA_BETTER_HEALTH_OF_KANSAS,AETNA,PROVIDRS CARE NETWORK,UHC_MEDICARE_ADVANTAGE,HUMANA_MEDICARE ADVANTAGE,UNITED HEALTHCARE_UHC,CHRISTIAN HEALTH AID_CHA,MINIMUM_COMMERCIAL PRICE,MAXIMUM_COMMERCIAL PRICE
RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,Inpatient DRG,,,178,,,8224.112500000001,8224.112500000001,8527.955973999999,14750,8527.955973999999,9380.7515714,8527.955973999999,,,8527.955973999999,6822.364779199999,7401.701250000001,8224.112500000001,6822.364779199999,14750
RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,Inpatient DRG,,,177,,,7996.583333333333,7996.583333333333,13049.703258,18265.8,13049.703258,14354.6735838,13049.703258,,,13049.703258,10439.7626064,7196.925,7996.583333333333,7196.925,18265.8
RESPIRATORY INFECTIONS AND INFLAMMATIONS WITHOUT CC/MCC,Inpatient DRG,,,179,,,6331.9125,6331.9125,6160.297245999999,11790.38,6160.297245999999,6776.3269706,6160.297245999999,,,6160.297245999999,4928.2377968,5698.7212500000005,6331.9125,4928.2377968,11790.38
Respiratory Panel - Bio Fire,General Lab,87633,,,,600,,600,416.78,1385,416.78,458.458,416.78,0,625.17,416.78,354.263,540,600,0,1385
RESPIRATORY SIGNS & SYMPTOMS,Inpatient DRG,,,204,,,4813.675,4813.675,5604.449049999999,6494.39,5604.449049999999,6164.893955,5604.449049999999,,,5604.449049999999,4483.55924,4332.3075,4813.675,4332.3075,6494.39
Respiratory Virus Panel-PCR - AMS,General Lab,87633,,,,600,,600,416.78,1385,416.78,458.458,416.78,0,625.17,416.78,354.263,540,600,0,1385
Reticulocyte Count Automated - AMS,General Lab,85045,,,,124.3,,124.3,3.99,78.57,3.99,4.389,3.99,5.74,5.985,3.99,3.3915,111.87,124.3,3.3915,124.3
Reverse T3 - AMS,General Lab,84482,,,,72.41,,72.41,15.76,82.1,15.76,17.336000000000002,15.76,0,23.64,15.76,13.395999999999999,65.169,72.41,0,82.1
Rheumatoid Factor,General Lab,86431,,,,54,,54,5.67,25.49,5.67,6.237,5.67,8.13,8.504999999999999,5.67,4.8195,48.6,54,4.8195,54
Rheumatoid Factor - AMS,General Lab,86431,,,,54,,54,5.67,25.49,5.67,6.237,5.67,8.13,8.504999999999999,5.67,4.8195,48.6,54,4.8195,54
RHo (D) immune globulin 300. Soln,Pharmacy,,J2792,,44206-0300-01,330.7,,330.7,545.4866000000001,554.55,545.4866000000001,600.0352600000001,545.4866000000001,0,818.2299,545.4866000000001,463.66361000000006,297.63,330.7,0,818.2299
RHo (D) immune globulin 7500. Soln,Pharmacy,,J2790,,00562-7805-25,165.35,,165.35,74.301,99.77,74.301,81.73110000000001,74.301,0,111.45150000000001,74.301,63.15585,148.815,165.35,0,165.35
Rhogam Workup GL,General Lab,86901,,,,29.8,,29.8,2.99,16.07,2.99,3.2890000000000006,2.99,4.27,4.485,2.99,2.5415,26.82,29.8,2.5415,29.8
risperiDONE 0.5 mg Tab,Pharmacy,,A9270,,50268-0695-15,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
risperiDONE 1 mg Tab [MRKS],Pharmacy,,A9270,,68382-0114-05,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
RiteDose Pharmaceuticals [MRKS],Pharmacy,,,,76204-0800-01,4.97,,4.97,0,0,0,0,0,0,0,0,0,4.473,4.97,0,4.97
rivaroxaban 20 mg Tab [MRKS],Pharmacy,,A9270,,50458-0579-30,39.15,,39.15,0,0,0,0,0,0,0,0,0,35.235,39.15,0,39.15
rivaroxaban Tab,Pharmacy,,A9270,,50458-0580-10,20.77,,20.77,0,0,0,0,0,0,0,0,0,18.693,20.77,0,20.77
rivaroxaban Tab[MRKS],Pharmacy,,A9270,,50458-0580-10,20.77,,20.77,0,0,0,0,0,0,0,0,0,18.693,20.77,0,20.77
rivastigmine 1.5 mg Cap,Pharmacy,,A9270,,00781-2614-13,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
rivastigmine 3. mg Cap,Pharmacy,,A9270,,00781-2615-13,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
rivastigmine 6 mg Cap [MRKS],Pharmacy,,A9270,,55111-0355-60,2.5,,2.5,0,0,0,0,0,0,0,0,0,2.25,2.5,0,2.5
rizatriptan 10. mg Tab-DIS,Pharmacy,,A9270,,00781-5426-64,4.52,,4.52,0,0,0,0,0,0,0,0,0,4.068,4.52,0,4.52
rocuronium 10 mg/mL Sol,Pharmacy,,,,00409-9558-49,12,,12,0,0,0,0,0,0,0,0,0,10.8,12,0,12
rocuronium 50. Soln,Pharmacy,,,,00409-9558-05,12,,12,0,0,0,0,0,0,0,0,0,10.8,12,0,12
ROOM/BED: Private,Person Management,,,,,1440,,1440,0,0,0,0,0,0,,0,0,1296,1440,0,1440
"ROOM/BED: SB Intermediate, Level 1",Person Management,,,,,200,,200,0,0,0,0,0,0,,0,0,180,200,0,200
"ROOM/BED: SB Intermediate, Level 2",Person Management,,,,,250,,250,0,0,0,0,0,0,,0,0,225,250,0,250
"ROOM/BED: SB Intermediate, Level 3",Person Management,,,,,300,,300,0,0,0,0,0,0,,0,0,270,300,0,300
ROOM/BED: SB Skilled,Person Management,,,,,475,,475,0,0,0,0,0,0,,0,0,427.5,475,0,475
ROOM/BED: Semi Private,Person Management,,,,,1440,,1440,0,0,0,0,0,0,,0,0,1296,1440,0,1440
rOPINIRole 0.25 mg Tab [MRKS],Pharmacy,,A9270,,62332-0030-31,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
rOPINIRole 0.5 mg Tab[MRKS],Pharmacy,,A9270,,62332-0031-31,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
rosuvastatin 10 mg Tab [MRKS],Pharmacy,,A9270,,57237-0169-99,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
rosuvastatin 10. mg Tab,Pharmacy,,A9270,,00310-0751-39,18.61,,18.61,0,0,0,0,0,0,0,0,0,16.749,18.61,0,18.61
rosuvastatin 20 mg Tab *NON FORM* [MRKS],Pharmacy,,A9270,,16729-0286-17,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
rosuvastatin 5 mg Tab,Pharmacy,,A9270,,27808-0155-01,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
rosuvastatin 5 mg Tab [MRKS],Pharmacy,,A9270,,31722-0882-90,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
rosuvastatin 5. mg Tab,Pharmacy,,A9270,,00310-0755-90,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
Rotavirus,General Lab,87425,,,,85.9,,85.9,11.98,54.3,11.98,13.178,11.98,17.18,17.97,11.98,10.183,77.31,85.9,10.183,85.9
Rubella IgG - AMS,General Lab,86762,,,,83.1,,83.1,14.39,30.59,14.39,15.829000000000002,14.39,20.62,21.585,14.39,12.2315,74.78999999999999,83.1,12.2315,83.1
salmeterol 50. mcg Powder,Pharmacy,,A9270,,49999-0300-28,208.15,,208.15,0,0,0,0,0,0,0,0,0,187.335,208.15,0,208.15
"SARS Cov-2, Influenza A/B, RSV Panel",General Lab,87637,,,,235,,235,0,0,0,0,0,142.63,141,0,0,211.5,235,0,235
saw palmetto Cap,Pharmacy,,A9270,,50428-4167-05,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
SCL Autoantibody AMS,General Lab,86235,,,,178.9,,178.9,17.93,51.74,17.93,19.723000000000003,17.93,25.69,26.895,17.93,15.240499999999999,161.01000000000002,178.9,15.240499999999999,178.9
Scopolamine 1.5 mg Patch-72 [MRKS],Pharmacy,,A9270,,00378-6470-99,42.37,,42.37,0,0,0,0,0,0,0,0,0,38.132999999999996,42.37,0,42.37
Sedimentation Rate,General Lab,85652,,,,19.7,,19.7,2.7,12.69,2.7,2.9700000000000006,2.7,3.87,4.050000000000001,2.7,2.295,17.73,19.7,2.295,19.7
SEIZURES W MCC,Inpatient DRG,,,100,,,9006.1,9006.1,13249.836895999999,10508.18,13249.836895999999,14574.8205856,13249.836895999999,,,13249.836895999999,10599.8695168,8105.490000000001,9006.1,8105.490000000001,14574.8205856
senna 15. mg Tab-Chew,Pharmacy,,A9270,,00067-0005-48,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
senna 8.6 mg Tab[MRKS],Pharmacy,,A9270,,57896-0454-01,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
SEPTIC ARTHRITIS WITH MCC,Inpatient DRG,,,548,,,7980.375,7980.375,14353.047055999998,11936.75,14353.047055999998,15788.351761599999,14353.047055999998,,,14353.047055999998,11482.437644799998,7182.337500000001,7980.375,7182.337500000001,15788.351761599999
SEPTICEMIA OR SEVERE SEPSIS W/O MV >96 HOURS W MCC,Inpatient DRG,,,871,,,10493.622222222222,10493.622222222222,13211.648852,15888.19,13211.648852,14532.813737200002,13211.648852,,,13211.648852,10569.3190816,9444.26,10493.622222222222,9444.26,15888.19
SEPTICEMIA OR SEVERE SEPSIS W/O MV >96 HOURS W/O MCC,Inpatient DRG,,,872,,,12261.970000000001,12261.970000000001,7224.6121760000005,9101.52,7224.6121760000005,7947.0733936000015,7224.6121760000005,,,7224.6121760000005,5779.6897408,11035.773000000001,12261.970000000001,5779.6897408,12261.970000000001
sertraline 100 mg Tab[MRKS],Pharmacy,,A9270,,65862-0013-05,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
sertraline 25 mg Tab [MRKS],Pharmacy,,A9270,,69097-0833-12,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
sertraline 50. mg Tab[MRKS],Pharmacy,,A9270,,60687-0242-01,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
Serum Protein Electrophoresis(SPEP) - AMS,General Lab,86334,,,,25,,25,20.03,96.09,20.03,22.033000000000005,20.03,32,30.045,20.03,17.0255,22.5,25,17.0255,96.09
sevoflurane 100% Liq[MRKS],Pharmacy,,,,00074-4456-51,12,,12,0,0,0,0,0,0,0,0,0,10.8,12,0,12
Shigella typing,Micro,87070,,,,35,,35,8.62,31.56,8.62,9.482,8.62,12.34,12.93,8.62,7.326999999999999,31.5,35,7.326999999999999,35
SIGNS & SYMPTOMS OF MUSCULOSKELETAL SYSTEM & CONN TISSUE W MCC,Inpatient DRG,,,555,,,23189.05,23189.05,9637.530808,7887.51,9637.530808,10601.2838888,9637.530808,,,9637.530808,7710.0246464,20870.145,23189.05,7710.0246464,23189.05
SIGNS & SYMPTOMS OF MUSCULOSKELETAL SYSTEM & CONN TISSUE W/O MCC,Inpatient DRG,,,556,,,5369.3,5369.3,5702.040718,4393.12,,6272.244789800001,5702.040718,,,5702.040718,4561.6325744000005,4832.37,5369.3,4393.12,6272.244789800001
SIGNS & SYMPTOMS W/O MCC,Inpatient DRG,,,948,,,5730.216666666667,5730.216666666667,5555.653216,4673.79,5555.653216,6111.2185376,5555.653216,,,5555.653216,4444.5225728,5157.195000000001,5730.216666666667,4444.5225728,6111.2185376
sildenafil 25. mg Tab,Pharmacy,,A9270,,00069-4200-30,86.74,,86.74,0,0,0,0,0,0,0,0,0,78.066,86.74,0,86.74
sildenafil 50. mg Tab,Pharmacy,,A9270,,00069-4210-30,86.74,,86.74,0,0,0,0,0,0,0,0,0,78.066,86.74,0,86.74
silodosin Cap,Pharmacy,,A9270,,52544-0152-30,15.75,,15.75,0,0,0,0,0,0,0,0,0,14.175,15.75,0,15.75
silver sulfADIAZINE topical 1% Cream,Pharmacy,,A9270,,67877-0124-05,19.89,,19.89,0,0,0,0,0,0,0,0,0,17.901,19.89,0,19.89
simethicone 2000. Liquid,Pharmacy,,A9270,,00904-5894-30,5.07,,5.07,0,0,0,0,0,0,0,0,0,4.563000000000001,5.07,0,5.07
simethicone 80. mg Tab-Chew,Pharmacy,,A9270,,00536-1019-01,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
SIMPLE PNEUMONIA & PLEURISY W CC,Inpatient DRG,,,194,,,8263.266666666666,8263.266666666666,6103.015179999999,8603.7,6103.015179999999,6713.316698,6103.015179999999,,,6103.015179999999,4918.95,7812.58,8263.266666666666,4918.95,8603.7
SIMPLE PNEUMONIA & PLEURISY W MCC,Inpatient DRG,,,193,,,7443.575,7443.575,9269.086902,11035.58,9269.086902,10195.995592199999,9269.086902,,,9269.086902,7415.269521599999,6699.2175,7443.575,6699.2175,11035.58
SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,Inpatient DRG,,,195,,,5821.122727272727,5821.122727272727,4702.7869,6574.95,4702.7869,5173.06559,4702.7869,,,4702.7869,3762.2295200000003,5239.010454545455,5821.122727272727,3762.2295200000003,6574.95
simvastatin 10 mg Tab [MRKS],Pharmacy,,A9270,,68180-0478-03,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
simvastatin 20 mg Tab,Pharmacy,,A9270,,16729-0005-17,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
simvastatin 20 mg Tab [MRKS],Pharmacy,,A9270,,70377-0003-15,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
simvastatin 20. mg Tab[MRKS],Pharmacy,,A9270,,68180-0479-03,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
simvastatin 40 mg Tab [MRKS],Pharmacy,,A9270,,68180-0464-03,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
SITagliptin 100 mg Tab [MRKS],Pharmacy,,A9270,,00006-0277-31,40.84,,40.84,0,0,0,0,0,0,0,0,0,36.75600000000001,40.84,0,40.84
sitaGLIPtin 50. mg Tab,Pharmacy,,A9270,,00006-0112-31,33.48,,33.48,0,0,0,0,0,0,0,0,0,30.131999999999998,33.48,0,33.48
SM Autoantibody AMS,General Lab,86255,,,,116.5,,116.5,20.03,49.49,20.03,22.033000000000005,20.03,17.26,30.045,20.03,17.0255,104.85000000000001,116.5,17.0255,116.5
sodium bicarbonate 4.2% Soln,Pharmacy,,,,00409-5534-34,145.12,,145.12,0,0,0,0,0,0,0,0,0,130.608,145.12,0,145.12
sodium bicarbonate 8.4% Sol,Pharmacy,,,,63323-0089-50,17.51,,17.51,0,0,0,0,0,0,0,0,0,15.759000000000002,17.51,0,17.51
sodium bicarbonate 8.4% Soln,Pharmacy,,,,00409-6637-34,14.62,,14.62,0,0,0,0,0,0,0,0,0,13.158,14.62,0,14.62
sodium biphosphate-sodium phosphate 19 g-7 g Enema,Pharmacy,,A9270,,00132-0201-40,2.34,,2.34,0,0,0,0,0,0,0,0,0,2.106,2.34,0,2.34
Sodium Chloride 0.45% IV Soln 1000 mL [MRKS],Pharmacy,,,,00409-7985-09,15.4,,15.4,0,0,0,0,0,0,0,0,0,13.860000000000001,15.4,0,15.4
sodium chloride 0.9% Sol,Pharmacy,,,,64253-0202-30,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
sodium chloride 0.9% Soln,Pharmacy,,A9270,,00487-9301-33,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
sodium chloride 1 g Tab [MRKS],Pharmacy,,A9270,,69367-0220-01,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
sodium chloride 1. gm Tab [MRKS],Pharmacy,,A9270,,00223-1760-01,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
sodium chloride nasal 0.65% Spr,Pharmacy,,A9270,,00904-3865-75,2.34,,2.34,0,0,0,0,0,0,0,0,0,2.106,2.34,0,2.34
sodium chloride nasal 0.65% Spray,Pharmacy,,A9270,,49348-0356-25,2.77,,2.77,0,0,0,0,0,0,0,0,0,2.493,2.77,0,2.77
sodium ferric gluconate complex 12.5 mg/mL Sol,Pharmacy,,J2916,,00591-2508-87,12,,12,10.425,18.9,10.425,11.467500000000001,10.425,0,15.637500000000001,10.425,8.86125,10.8,12,0,18.9
sodium ferric gluconate complex 12.5 mg/mL Sol [MRKS],Pharmacy,,J2916,,00143-9570-01,12,,12,10.425,18.9,10.425,11.467500000000001,10.425,0,15.637500000000001,10.425,8.86125,10.8,12,0,18.9
sodium ferric gluconate complex 62.5 Soln,Pharmacy,,J2916,,00024-2792-10,12,,12,10.425,18.9,10.425,11.467500000000001,10.425,0,15.637500000000001,10.425,8.86125,10.8,12,0,18.9
sodium ferric gluconate complex 62.5 Soln,Pharmacy,,J2916,,00591-2508-87,12,,12,10.425,18.9,10.425,11.467500000000001,10.425,0,15.637500000000001,10.425,8.86125,10.8,12,0,18.9
Sodium Level,General Lab,84295,,,,27.2,,27.2,4.81,10.23,4.81,5.291,4.81,6.89,7.215,4.81,4.0885,24.48,27.2,4.0885,27.2
sodium polystyrene sulfonate Susp,Pharmacy,,A9270,,46287-0006-60,15.37,,15.37,0,0,0,0,0,0,0,0,0,13.833,15.37,0,15.37
"Sodium Random, Urine - AMS",General Lab,84300,,,,30.6,,30.6,5.06,19.34,5.06,5.566,5.06,0,7.59,5.06,4.300999999999999,27.540000000000003,30.6,0,30.6
sodium sulfacetamide ophthalmic 10% Soln,Pharmacy,,A9270,,24208-0670-04,69.59,,69.59,0,0,0,0,0,0,0,0,0,62.63100000000001,69.59,0,69.59
solifenacin 10. mg Tab,Pharmacy,,A9270,,51248-0151-01,22.46,,22.46,0,0,0,0,0,0,0,0,0,20.214000000000002,22.46,0,22.46
solifenacin 5 mg Tab [MRKS],Pharmacy,,A9270,,67877-0527-90,2.21,,2.21,0,0,0,0,0,0,0,0,0,1.989,2.21,0,2.21
solifenacin 5. mg Tab,Pharmacy,,A9270,,54868-5398-00,22.18,,22.18,0,0,0,0,0,0,0,0,0,19.962,22.18,0,22.18
sotalol 120. mg Tab,Pharmacy,,A9270,,60505-0159-00,3.87,,3.87,0,0,0,0,0,0,0,0,0,3.483,3.87,0,3.87
sotalol 80. mg Tab,Pharmacy,,A9270,,68084-0654-01,3.22,,3.22,0,0,0,0,0,0,0,0,0,2.898,3.22,0,3.22
Speech Behavral Qualit Analys Voice Units 92524,SLP Tx/Procedures,92524,,,,100,,100,95.99,115,95.99,105.589,95.99,117.98,143.98499999999999,95.99,81.5915,90,100,81.5915,143.98499999999999
Speech Eval of Speech Fluency Units 92521,SLP Tx/Procedures,92521,,,,120,,120,120.2,115,120.2,132.22000000000003,120.2,134.56,180.3,120.2,102.17,108,120,102.17,180.3
Speech Eval Speech Production Units 92522,SLP Tx/Procedures,92522,,,,100,,100,98.15,115,98.15,107.96500000000002,98.15,109.61,147.22500000000002,98.15,83.42750000000001,90,100,83.42750000000001,147.22500000000002
Speech Sound Lang Comprehen Eval Units 92523,SLP Tx/Procedures,92523,,,,200,,200,206.36,115,206.36,226.99600000000004,206.36,227.14,309.54,206.36,175.406,180,200,115,309.54
spironolactone 100 mg Tab [MRKS],Pharmacy,,A9270,,59746-0218-01,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
spironolactone 25 mg Tab [MRKS],Pharmacy,,A9270,,00378-2146-01,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
spironolactone 25. mg Tab[MRKS],Pharmacy,,A9270,,63739-0544-10,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
Sputum Culture,Micro,87070,,,,35,,35,8.62,31.56,8.62,9.482,8.62,12.34,12.93,8.62,7.326999999999999,31.5,35,7.326999999999999,35
Sputum Culture with Gram Stain AMS,General Lab,87205,,,,35,,35,4.27,14.4,4.27,4.697,4.27,6.11,6.404999999999999,4.27,3.6294999999999997,31.5,35,3.6294999999999997,35
sterile water - Sol,Pharmacy,,A4217,,00409-4887-20,12,,12,0,3.61,0,0,0,0,0,0,0,10.8,12,0,12
sterile water Soln,Pharmacy,,,,00409-3977-03,12,,12,0,0,0,0,0,0,0,0,0,10.8,12,0,12
sterile water Soln,Pharmacy,,,,00409-4887-10,12,,12,0,0,0,0,0,0,0,0,0,10.8,12,0,12
Stone Analysis - AMS,General Lab,82365,,,,110,,110,12.9,49.86,12.9,14.190000000000001,12.9,18.47,19.35,12.9,10.965,99,110,10.965,110
Stool Culture,Micro,87015,,,,56,,56,6.68,35.4,6.68,7.348,6.68,9.57,10.02,6.68,5.678,50.4,56,5.678,56
Stool Culture with Shiga toxin AMS,General Lab,87045,,,,44,,44,9.44,29.33,9.44,10.384,9.44,13.51,14.16,9.44,8.024,39.6,44,8.024,44
Streptolysin O Ab AMS,General Lab,86060,,,,52,,52,7.3,32.87,7.3,8.030000000000001,7.3,10.46,10.95,7.3,6.205,46.800000000000004,52,6.205,52
STRESS ECHOCARDIOGRAPHY,Respiratory Therapy Charges,93350,,,,650,,650,119.54,574,119.54,131.49400000000003,119.54,296.72,179.31,119.54,101.60900000000001,585,650,101.60900000000001,650
STRESS TEST TRACE ONLY WO INT & RPT,Respiratory Therapy Charges,93017,,,,325,,325,33.94,352.84,33.94,37.334,33.94,75.78,50.91,33.94,28.848999999999997,292.5,325,28.848999999999997,352.84
succinylcholine 200. Soln[MRKS],Pharmacy,,J0330,,00781-3411-95,29.03,,29.03,0,23.799999999999997,0,0,0,0,0,0,0,26.127000000000002,29.03,0,29.03
sucralfate 1 g Tab,Pharmacy,,A9270,,63739-0943-10,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
sucralfate 1. gm Tab[MRKS],Pharmacy,,A9270,,59762-0401-05,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
SUCTION,Respiratory Therapy Charges,,,,,65.9,,65.9,0,0,0,0,0,0,39.54,0,0,59.31000000000001,65.9,0,65.9
SUFentanil 100. Soln,Pharmacy,,,,17478-0050-02,12,,12,0,0,0,0,0,0,0,0,0,10.8,12,0,12
sulfamethoxazole-trimethoprim 200 mg-40 mg/5 mL Sus [MRKS],Pharmacy,,A9270,,00121-0854-16,19.12,,19.12,0,0,0,0,0,0,0,0,0,17.208000000000002,19.12,0,19.12
sulfamethoxazole-trimethoprim 200 mg-40 mg/5 mL Susp [MRKS],Pharmacy,,A9270,,65862-0496-47,18.41,,18.41,0,0,0,0,0,0,0,0,0,16.569,18.41,0,18.41
sulfamethoxazole-trimethoprim 800 mg-160 mg Tab,Pharmacy,,A9270,,65862-0420-01,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
sulfamethoxazole-trimethoprim 800 mg-160 mg Tab,Pharmacy,,A9270,,00904-2725-61,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
sulfaSALAzine 500. mg Tab,Pharmacy,,A9270,,59762-5000-01,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
sulindac 150. mg Tab,Pharmacy,,A9270,,53489-0478-01,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
SUMAtriptan 20. mg Spray,Pharmacy,,A9270,,00781-6523-86,92.25,,92.25,0,0,0,0,0,0,0,0,0,83.025,92.25,0,92.25
SUMAtriptan 50. mg Tab[MRKS],Pharmacy,,A9270,,16714-0797-01,2.54,,2.54,0,0,0,0,0,0,0,0,0,2.286,2.54,0,2.54
Swallow Evaluation Charge,PT Tx/Procedures,92610,,,,135,,121.5,92.35,127.44,92.35,101.58500000000001,92.35,111.07,138.52499999999998,92.35,78.49749999999999,121.5,135,78.49749999999999,138.52499999999998
Swallow Evaluation Units 92610,SLP Tx/Procedures,92610,,,,90,,90,92.35,127.44,92.35,101.58500000000001,92.35,111.07,138.52499999999998,92.35,78.49749999999999,81,90,78.49749999999999,138.52499999999998
Syphilis Ab Screen w/ Reflex - AMS,General Lab,86592,,,,31,,31,4.27,16.1,4.27,4.697,4.27,6.11,6.404999999999999,4.27,3.6294999999999997,27.900000000000002,31,3.6294999999999997,31
T3 Free - AMS,General Lab,84481,,,,132,,132,16.94,83.42,16.94,18.634000000000004,16.94,24.26,25.410000000000004,16.94,14.399000000000001,118.8,132,14.399000000000001,132
T3 Total - AMS,General Lab,84480,,,,70.1,,70.1,14.18,46.73,14.18,15.598,14.18,20.31,21.27,14.18,12.052999999999999,63.089999999999996,70.1,12.052999999999999,70.1
T3 Uptake - AMS,General Lab,84479,,,,28,,28,6.47,18.65,6.47,7.117,6.47,9.27,9.705,6.47,5.499499999999999,25.2,28,5.499499999999999,28
Tacrolimus (Prograf) - AMS,General Lab,80197,,,,130.4,,130.4,13.73,66.68,13.73,15.103000000000002,13.73,12.13,20.595,13.73,11.6705,117.36000000000001,130.4,11.6705,130.4
tamoxifen 10. mg Tab,Pharmacy,,A9270,,00591-2472-60,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
tamoxifen 20. mg Tab,Pharmacy,,A9270,,00093-0782-01,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
tamsulosin 0.4 mg Cap [MRKS],Pharmacy,,A9270,,68084-0299-01,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
tamsulosin 0.4 mg Cap [MRKS],Pharmacy,,A9270,,50268-0740-15,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
tamsulosin 0.4 mg Oral Cap[MRKS],Pharmacy,,A9270,,63739-0567-10,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
Tease mount,Micro,87086,,,,45.1,,45.1,8.07,30.08,8.07,8.877,8.07,11.57,12.105,8.07,6.8595,40.59,45.1,6.8595,45.1
temazepam 15 mg Cap,Pharmacy,,A9270,,00228-2076-10,2.18,,2.18,0,0,0,0,0,0,0,0,0,1.9620000000000002,2.18,0,2.18
temazepam 15 mg Cap,Pharmacy,,A9270,,70010-0770-05,3.02,,3.02,0,0,0,0,0,0,0,0,0,2.718,3.02,0,3.02
temazepam 15. mg Cap,Pharmacy,,A9270,,67877-0146-01,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
temazepam 30 mg Cap *NON-FORM* [MRKS],Pharmacy,,A9270,,00378-5050-01,2.18,,2.18,0,0,0,0,0,0,0,0,0,1.9620000000000002,2.18,0,2.18
temazepam 7.5 mg Cap [MRKS],Pharmacy,,A9270,,00406-9960-01,10.11,,10.11,0,0,0,0,0,0,0,0,0,9.099,10.11,0,10.11
tenecteplase 50 mg Pow [MRKS],Pharmacy,,J3101,,50242-0120-47,8487.81,,8487.81,6462.75,8095.999999999999,6462.75,7109.025000000001,6462.75,0,9694.125,6462.75,5493.3375,7639.0289999999995,8487.81,0,9694.125
tenecteplase 50. mg Powder-Inj [MRKS],Pharmacy,,J3101,,50242-0120-01,7431.59,,7431.59,6462.75,8095.999999999999,6462.75,7109.025000000001,6462.75,0,9694.125,6462.75,5493.3375,6688.4310000000005,7431.59,0,9694.125
terazosin 2 mg Cap [MRKS],Pharmacy,,A9270,,59746-0384-06,2.18,,2.18,0,0,0,0,0,0,0,0,0,1.9620000000000002,2.18,0,2.18
