street_registered,state_registered,count(1)
8058 CORPORATE CENTER DR  STE 250,NC,7
115 EAST PARK AVENUE  SUITE B,NC,4
3742 CROSLAND RD,NC,4
1047 GUS HILL RD,NC,3
11690 TROUTMAN RD,NC,3
6000 FOGGY GLEN PLACE,NC,3
9711 DAVID TAYLOR DRIVE  SUITE 106,NC,3
10968 CEDAR WALK LN,NC,6
312-B SOUTH ACADEMY STREET,NC,5
306 COMFORT DRIVE,NC,4
3801 WALDENBROOK RD,NC,3
9015 WHISPERING PINES LANE,NC,3
3755 BENSON DRIVE,NC,5
3005 VILLAGE PARK DRIVE SUITE 204 B,NC,4
589 N. POLK ST.,NC,3
315 5TH AVE,AK,3
7908 DENHOLME DRIVE,NC,5
2807 SANDY CREEK CHURCH RD,NC,3
3106 OLD FAYETTEVILLE ROAD,NC,4
309 N MAIN ST,NC,3
9200 STRICKLAND ROAD,NC,3
2728 COTTAGE STREET,NC,3
5433 CHALLISFORD LANE,NC,11
412 HUNTSMOOR DR,NC,3
1010 AIRPORT ROAD,NC,3
1322 MOTOR ROAD,NC,3
3924 SOUTH HOLDEN RD SUITE C,NC,3
2101 MITCHELL AVE,NC,4
119 S CROMWELL DR,NC,3
1436 CHELTON OAKS PLACE,NC,3
3700 GLENWOOD AVE STE 500,NC,3
20460 CHARTWELL CENTER DR #3,NC,3
7701 CHAPEL HILL ROAD,NC,3
2022 MCDONALD LANE,NC,3
5750 GLACIER HWY STE D-16,AK,3
4042 LILA BLUE LANE,NC,4
22349 MIRROR LAKE DRIVE,AK,3
1200 S HORNER BLVD,NC,4
798 CHENA HILLS DR,AK,3
8917 LAKE PINES DR.,NC,3
802 MIDNIGHT CHANNEL RD.,NC,4
306 CREEK PARK DR,NC,4
48 PARKWOOD CIRCLE,NC,4
3315 ATLANTIC AVENUE,NC,3
2414 LAKE OAK COURT,NC,3
1613 RIDGE ROAD,NC,3
636 LEE ROAD,NC,4
2229 WADE NASH ROAD,NC,3
1210 TERRENCE PL,NC,4
111 OLD MILL ROAD,NC,3
7108 POOLE RD,NC,3
3211 SHANNON ROAD SUITE 400,NC,3
211 N 5TH AVE,NC,7
504 DOCK STREET,NC,3
39783 STERLING HWY,AK,3
3016 KROGEN COURT,NC,3
1 AIRPORT WAY,AK,3
39783 STERLING HIGHWAY,AK,3
11 BRIERWOOD ROAD,NC,3
1709 STRUBLE CIRCLE,NC,4
45 SCHERMERHORN HILL,NC,3
3024 BUCKINGHAM WAY,NC,5
721 WOODLAND FOREST COURT,NC,3
751 ASHE STREET,NC,3
5087 EDINBORO LANE,NC,4
5908 OLD PROVIDENCE RD,NC,3
13332 CENTERVIEW LANE,NC,4
2405 STERLING CREST DRIVE,NC,3
514 PROVIDENCE ROAD,NC,3
3230 ZEBULON ROAD,NC,3
1037 UPCHURCH FARM LN,NC,3
2104 PETERS CREEK PARKWAY,NC,5
1852 BANKING ST,NC,3
3124 NEW BERN HWY,NC,3
2203 WITTSTOCK DRIVE,NC,3
4700 WESTGROVE ST,NC,3
213 FAYETTEVILLE ST,NC,4
2706 BLUE ANGELS LANE,NC,3
15 JANE JACOBS ROAD SUITE 102,NC,3
1231 BOYDEN PL NW,NC,4
215 MISSION RD STE 212,AK,3
4425 OLD TOWNE STREET,NC,3
9 W WALNUT STREET 3C,NC,3
201 MARSH FIELD DR.,NC,3
4037 TIMBER WOLF CIRCLE,NC,3
7527 SNOWBIRD CT,NC,3
301 VANCE STREET,NC,4
314 SWIFT CREEK XING,NC,3
307 W. TREMONT AVE. SUITE 200,NC,3
1443 NORTHSIDE ROAD,NC,3
8230 POPLAR TENT ROAD  SUITE 101,NC,6
6600 BROOKSHIRE DRIVE,NC,3
4010 OLEANDER DRIVE,NC,3
607 NORMAN RD,NC,3
10 BROOK ST STE 205,NC,4
3406 GLACIER HWY,AK,3
541 BURRINGTON CT,NC,3
300 ROXBORO ROAD,NC,3
1413 KINGS CREST LANE,NC,3
2116 PAGE ROAD,NC,5
4810 CRESTMORE ROAD,NC,4
1045 OAK TRAIL CIRCLE,NC,3
4308 WINDSONG CIRCLE,NC,3
221 CEDAR VALLEY ROAD,NC,3
1590 WESTBROOK PLAZA DRIVE,NC,3
103 RUM CAY ROAD,NC,3
4401 BARCLAY DOWNS DRIVE SUITE 200,NC,3
1412 LIGHTWOOD ROAD,NC,3
330 SHIPYARD BLVD,NC,3
7751 BRIER CREEK PARKWAY  SUITE 100,NC,5
5042 CARRIAGE TRAIL COURT,NC,3
2125 MAY DRIVE,NC,3
13213 WHISPER CREEK DRIVE,NC,3
2832 ORCHARD TRACE WAY,NC,3
411 W 4TH AVE STE 200,AK,3
3333 DURHAM - CHAPEL HILL BLVD  SUITE C,NC,3
516-D RIVER HIGHWAY  SUITE 198,NC,3
6917 NC 55 HIGHWAY,NC,3
904 EAST FIFTH STREET,NC,3
150 N WHITE ST STE A,NC,3
4632 YADKIN RD,NC,4
500 16TH AVE NW,NC,4
174 MAPLE COURT,NC,3
338 S. SHARON AMITY RD PMB 263,NC,7
8101 LAUREL MOUNTAIN RD,NC,3
917 CHARLTON PLACE,NC,3
1402 SUNSET DRIVE,NC,6
724 S. MORGAN STREET,NC,3
1035 15TH AVE NW,NC,3
2201 SOUTH BLVD SUITE 300,NC,3
55 OAK RUN DRIVE,NC,3
5271 MOONLIGHT TRAIL SW,NC,3
3003 DUCK POINT DRIVE,NC,3
2305 QUAIL ROAD,NC,4
2333 HARTFIELD CIRCLE,NC,3
631 BRAWLEY SCHOOL ROAD SUITE 300 - PMB 118,NC,4
7119 HIGH ROCK RD,NC,3
8311 BRIER CREEK PARKWAY  SUITE 105-146,NC,3
20727 CATAWBA AVENUE,NC,3
13 VINTAGE CT,NC,3
222 S CHURCH ST SUITE 100,NC,3
920 TIDEWATER LANE,NC,3
24 ASHCROFT COURT,NC,5
"101 E. 9TH AVE., STE. 12B",AK,3
151 CASA ROBLES DR.,NC,3
315 SPRING GARDEN STREET 1B,NC,3
2442 BAIN FARM ROAD,NC,5
22 N MAIN STREET,NC,3
9327 OLD STATESVILLE ROAD,NC,3
11917 SAM ROPER DRIVE SUITE 200,NC,4
445 WADE ROAD,NC,3
9036 SUNDANCE STREET,NC,3
422 N TRADE ST,NC,3
516 NORTH TRYON STREET,NC,6
114 MEDFORD BR RD,NC,3
783 WEST KING STREET,NC,6
113 WHITE SANDS DR,NC,4
78 INDIAN NECK ROAD,NC,3
8809 ROYALWOOD COURT,NC,4
168 NC 55 EAST,NC,3
187 RUSSELLS CREEK ROAD,NC,3
8110 EAST INDEPENDENCE BLVD,NC,9
1812 WEEKSVILLE RD,NC,3
1230 W MOREHEAD STREET  SUITE 402,NC,3
100 N TRYON ST STE 4170,NC,3
15801 BRIXHAM HILL AVE SUITE 225,NC,5
2330 INDIAN WOODS ROAD,NC,3
900 BELL FORK RD,NC,4
4244 GOODYEAR DR,NC,5
5130 INDIANA AVENUE,NC,4
1217 RAIL STREET,NC,3
304 S MAIN ST,NC,3
200 W 68TH AVE#C,AK,3
3314 KENDALE DR,NC,3
107 BRIARWOOD DRIVE,NC,4
8209 VICTORIA LAKE DR,NC,4
8501 TOWER POINT DR STE D7,NC,4
1516 PATTON AVE,NC,3
37 COVIL AVENUE,NC,3
1229 COMMERCE ST SW,NC,3
615 N. LAUREL ST.,NC,3
2626 GLENWOOD AVE. SUITE 550,NC,3
24498 S BUS 52,NC,3
301 SOUTH MCDOWELL STREET  SUITE 1001,NC,3
8320 HARDETH WAY,NC,3
1424 BERRYHILL RD,NC,3
6200 OLD MOCKSVILLE ROAD,NC,3
111 W LEWIS STREET,NC,3
4115 OAKTON RIDGE CT,NC,3
58005 ICY BAY RD,AK,3
7611 STEVENS MILL RD.,NC,3
224 CHADMORE DRIVE,NC,3
224 CHADMORE DR,NC,4
108 E ARCTIC AVENUE,AK,3
787 HILLCREST CIRCLE,NC,3
36 COURT ST,NC,3
304 TROLLEY CAR WAY,NC,3
4509 CREEDMOOR RD STE 201,NC,5
20021 CALLAWAY HILLS LANE,NC,4
323 E CHAPEL HILL STREET #1464,NC,3
2508 N HERRITAGE ST,NC,3
1106A KINGOLD BLVD,NC,5
5213 WINDING VIEW LANE,NC,3
1117 FALLS BRIDGE DR,NC,3
3008 B RUFFIN ST,NC,3
5016 HAYES PLACE,NC,4
991 PARKLAND PLACE NW,NC,3
1331 OAK KNOLLS DR,NC,4
201 JACKSON COURT,NC,3
15720 BRIXHAM HILL AVENUE STE 300,NC,4
315 SPRING GARDEN RD 1B,NC,3
300 NORTH GREENE STREET,NC,4
5433 DEN HEIDER WAY,NC,4
311 WEST 24TH STREET,NC,4
10700 SAM BLACK ROAD,NC,5
5113 PIPER STATION DR STE 300,NC,4
4119 WALKER AVE,NC,3
12019 THE RAMBLE DRIVE,NC,3
166 SOUTHGATE DRIVE  SUITE 10,NC,3
7150 RIVER ROAD,NC,3
338 WEBB ROAD,NC,5
2440 STATESVILLE BLVD,NC,3
867 WASHINGTON STREET,NC,6
2913 US HWY 70,NC,3
928 HARVEST STREET,NC,3
3513 HARRY DAVIS ROAD,NC,3
522 SOUTH LEXINGTON AVE.,NC,3
701 W NASH ST,NC,3
229 BILLINGRATH TURN LANE,NC,3
6409 LAKEWAY DRIVE,NC,3
325 W. PENNSYLVANIA AVENUE SUITE E,NC,3
10417 CRESTWOOD DRIVE,NC,3
3515 SPRING TERRACE LANE,NC,3
117 CHUCKWAGON DR.,NC,3
514 DANIELS STATE #103,NC,3
7733 N ANCON DR,NC,3
13415 HIWASSEE ROAD,NC,3
9940 MONROE ROAD  SUITE 201,NC,4
304 12TH STREET,NC,3
103 A SEAVIEW ST.,NC,3
135 HUNTINGTON DR,NC,3
117 CHURCH STREET,NC,4
104 S. RICHARDSON BLVD UNIT 1416,NC,3
6252 S OLD GLENN HWY,AK,3
2853A RALEIGH RD. PARKWAY,NC,3
1608 US HIGHWAY 221 N,NC,3
7501 FALLS OF NEUSE ROAD SUITE 200,NC,3
2220 SOUTH TRYON,NC,3
1435 W MOREHEAD ST STE 125,NC,3
4819 EMPEROR BOULEVARD  SUITE 400,NC,5
2619 RICHARDSON DRIVE,NC,3
854 E 36TH AVE,AK,3
3333 OAK LAKE BLVD,NC,3
180 JONES ROAD,NC,3
8620 WESTMORELAND DRIVE NW,NC,3
2609 ALABASTER CT,NC,3
C/O PREMIER MANAGEMENT COMPANY 1213 CULBRETH DRIVE,NC,4
411 EAST MAIN STREET,NC,4
111 JAMESTOWN DRIVE,AK,3
435 HIGHWAY 70 SE,NC,3
4967 TRENT HILL DR,NC,3
208 STRATFORD DRIVE,NC,3
1654 SPRING POND ROAD,NC,3
2821 BOMBAY DRIVE,NC,3
5551 MONROE ROAD,NC,3
221 WESTON ESTATES WAY,NC,3
420 WEST BLVD,NC,3
907 COBIA LANE,NC,4
171 ROLLING MEADOW ROAD,NC,3
8480 HONEYCUTT RD STE 200,NC,7
605 BLENHEIM DR,NC,3
4722 SPLIT BRANCH COURT,NC,3
3221 YADKIN AVENUE,NC,3
217 ROEBLING LANE,NC,3
1720 HILLSBOROUGH STREET  SUITE 200,NC,4
760 N SMITH RD,AK,3
1533 SAWMILL CIRCLE,AK,5
6013 RICKER RD,NC,3
8801 FAST PARK DRIVE  SUITE 201,NC,3
525 S EASTERN BLVD,NC,3
5944 FAYETTEVILLE RD,NC,3
191 MAIN STREET,NC,3
8605 BELL GROVE WAY,NC,3
750 WILLIAMSBURG COURT NE,NC,3
"1031 W. 4TH AVE., STE. 600",AK,4
2859 TRENT ROAD,NC,3
1804 REGISTER LANE,NC,3
10900 RAVEN ROCK DRIVE,NC,3
25 NELLIE BELL LANE,NC,3
349 WALNUT GROVE LANE,NC,3
112 WOODCREST ROAD,NC,3
515 ATLANTIC BEACH CAUSEWAY,NC,3
9700 SOUTHERN PINES BLVD,NC,3
701 ROYAL CT SUITE 806,NC,3
177 BRANDYWINE BLVD,NC,3
313 CIRCLE PARK PLACE,NC,3
3505 CANTER LANE,NC,3
39 SHEEP PASTURE LANE,NC,4
801 N MADISON BLVD,NC,4
338 RALEIGH STREET,NC,4
2126 BULLA ST,NC,3
1755 ARCHDALE DRIVE,NC,6
610 PRAIRIE MEADOWS CT,NC,3
1829 EAST FRANKLIN ST STE 800F,NC,3
1829 EAST FRANKLIN STREET  SUITE 800 F,NC,4
6215 WESCOTT DRIVE,NC,5
1373 BOGGS DRIVE,NC,4
205 CASTLE HAYNE DRIVE,NC,3
401 BURLWOOD CT,NC,3
16 W MARTIN ST,NC,3
3120 NEW BERN AVE,NC,4
3120 NEW BERN AVENUE,NC,3
109 E JONES ST,NC,4
3771 RAMSEY ST STE 110,NC,3
235 SPINNAKER COURT,NC,4
1404 HYALYN CT,NC,3
6768 TREE HILL RD,NC,3
735 MACEDONIA RD,NC,5
212 S MAIN STREET,NC,3
4703 BURNING TREE LN N,NC,3
688 CENTRAL STREET,NC,3
210 S. CHERRY ST,NC,3
"101 E 9TH AVE., SUITE 12-B",AK,7
525 N TRYON ST STE 1600,NC,4
10716 CARMEL COMMONS BLVD SUITE 160,NC,4
2709 BELMONT VIEW LOOP,NC,9
116 OLD MILL RD,NC,3
140 MAIN STREET LOOP,AK,4
42198 ASKINS CREEK DR.,NC,3
7630 TEN TEN ROAD,NC,4
211 ATHERTON STREET,NC,6
7224 STATESVILLE ROAD  SUITE A,NC,7
16 ALPINE WAY,NC,4
25 JONES PATTON ROAD,NC,3
4530 PARK RD SUITE 410,NC,5
131 DOBBINS ST,NC,3
630 EAST FIFTH AVENUE SUITE 102,AK,4
304 WEST CHURCH STREET  APARTMENT A,NC,3
975 CAMERON LANE,NC,3
224 WESTGLOW CIRCLE,NC,3
2132 LOMBARDY CIRCLE,NC,3
3053 S. CHURCH ST.,NC,16
3626 LATROBE DRIVE SUITE 300,NC,3
6045 US 264 HWY E,NC,5
1375 WOODSON ROAD,NC,3
2502 SULKY CIRCLE,NC,3
1314 BOONE ROAD,NC,4
749 FENNER RD,NC,5
1300 BAXTER ST SUITE 300,NC,3
1201 CONCORD AVENUE,NC,4
2330 NC HWY 134,NC,3
105 S 7TH ST,NC,3
1531 SOUTH POST ROAD,NC,4
802 GAMBELL ST,AK,5
3053 S CHURCH ST,NC,3
110 TURNBERRY WAY,NC,3
330 L ST,AK,4
990 3RD AVE SE,NC,6
711 WEST HOLT STREET,NC,3
1767 EAST COURT STREET,NC,3
15031 TAYLOR RIDGE LN,NC,3
1311 COUNTRY CLUB ROAD,NC,5
110 WEST MAIN STREET,NC,3
10208 CRESTWOOD DRIVE,NC,3
3300 BATTLEGROUND AVE STE 400,NC,3
110 W GRAY EAGLE ST,NC,4
315 W FRANKLIN ST,NC,3
12687 VIRGILINA RD,NC,3
4217 PRELUDE STREET,NC,3
12245 NATIONS FORD ROAD SUITE 503,NC,5
1212 SCREECH OWL ROAD,NC,4
335 MARSH CREEK DR,NC,3
314 HARDWICK DRIVE,NC,3
225 HILLSBOROUGH STREET SUITE 200,NC,3
9435 PECKHAM RYE RD,NC,3
725 GLASCOCK STREET,NC,3
5120 BUR OAK CIRCLE,NC,3
896 SHIPTONTOWN RD,NC,4
1105 LONG DRIVE,NC,3
8621 STATESVILLE RD,NC,4
9335 HARRIS CORNERS PARKWAY  SUITE 250,NC,3
105 RONALDSBY DRIVE,NC,4
9519 MISTY ARBOR WAY,NC,3
107 CRAFTSMAN LOOP,NC,3
10550 INDEPENDENCE POINTE PKWY #302,NC,3
7901 ELPHIN COURT,NC,3
312 RIVERSIDE DRIVE,NC,3
4001 WINDY RD,NC,4
49 JR ROAD,NC,6
7403 OLD STATESVILLE RD,NC,3
130 MINE LAKE COURT SUITE 200,NC,3
1458 SOUTH MAIN STREET,NC,3
18145 NANTZ RD,NC,3
1222 S. 5TH AVENUE,NC,3
110 W 3RD ST,NC,3
301 N MAIN ST  STE 2300,NC,4
4815 W 5TH STREET,NC,3
715 CONCORD PARKWAY N,NC,4
60 N MARKET ST STE C200,NC,3
273 FOREST LAKE ROAD,NC,3
50 HOLBROOK BRANCH LANE,NC,3
2859 TRENT RD,NC,4
4711 HOPE VALLEY ROAD  STE 4F-632,NC,6
430 N 1ST AVE,NC,3
615 MAIN ST,AK,3
210 W HORNE STREET,NC,3
1233 SOUTH CHURCH STREET,NC,3
5925 GLENWOOD AVE STE 100,NC,3
6186 BENSON-HARDEE ROAD,NC,3
19132 LAKEHOUSE POINTE DRIVE,NC,6
102 JUSTICE RIDGE ROAD,NC,3
314 WALNUT STREET SUITE 100,NC,3
141 PARIS TRAIL,NC,3
8807 SWAMP FOX HWY WEST,NC,3
110 W GRAY EAGLE ST SUITE 101,NC,3
4309 EMPEROR BOULEVARD SUITE 225,NC,4
1400 BATTLEGROUND AVE SUITE 209 G,NC,4
400 SEVEN HILLS ANNEX,NC,3
823 CHARMING WAY NE,NC,3
11534 HARROWFIELD ROAD,NC,3
150 BREVARD COURT,NC,5
7804 C FAIRVIEW RD.  STE. 142,NC,3
2657 ROSEWOOD DRIVE,NC,10
188 W NORTHERN LIGHTS BLVDSUITE 1100,AK,3
1615 HUGH FOREST ROAD,NC,3
4922 WINDY HILL DRIVE  SUITE B,NC,3
3600 GLENWOOD AVE.,NC,4
2123 OLD CREWS RD,NC,7
3221 W. MAIN STREET,NC,6
500 W. HARNETT ST.,NC,3
3122 CROW ROAD,NC,5
547 VAIL DRIVE,AK,4
2435 PLANTATION CENTER DRIVE  SUITE 205,NC,4
216 N MAIN ST,NC,3
3321 TRILLIUM WHORL COURT  SUITE 100,NC,5
5171 GLENWOOD AVENUE  STE 103,NC,3
11220 ELM LN STE 200,NC,4
56 BUD WINSTEAD ROAD,NC,5
7512 DOVER HILLS DRIVE,NC,4
13480 NC HWY 50,NC,3
8409 HARBISON WAY,NC,3
361 GILLESPIE STREET,NC,3
305 HEMLOCK ST.,NC,3
12 BARDEN PL,NC,6
218 THICKET LUMP DRIVE,NC,4
379 S SWING ROAD,NC,3
2502 LINDA LANE,AK,4
3614 TAGUS DRIVE,NC,4
2326 NORTH LOVE DRIVE,AK,3
2500 STONNINGTON DRIVE,NC,3
301 SOUTH MAIN STREET,NC,3
3440 TORINGDON WAY  SUITE 310  C/O TILLMAN WRIGHT  PLLC,NC,4
393 S SWING ROAD,NC,4
8024 BUFFALOE RD,NC,6
11133 NC HIGHWAY 70 WEST,NC,3
101 FARREN CT,NC,3
1425 OVERLEA PL NW,NC,4
187 CRYSTAL CIRCLE,NC,3
205 S ACADEMY ST UNIT 3311,NC,4
320 PLANTATION PLACE,NC,3
4241 WILLIAMSON ROAD,NC,6
357 DUNBAR DRIVE,NC,3
557 BROOKDALE DRIVE,NC,3
178 HOLSTEIN LANE,NC,7
2500 WACHOVIA CAPITAL CENTER,NC,4
5557 HWY 209,NC,3
15230 AULLCIN COURT,NC,3
210 N. COLUMBIA ST.,NC,3
506 SUGAR MAPLE LANE,NC,3
333 FAYETTEVILLE STREET  SUITE 1201,NC,3
101 BLACKSTONE LN,NC,3
210 OAK AVENUE,NC,3
3401 ST. VARDELL LANE  SUITE K,NC,4
800 EMORY DRIVE,NC,3
15 WYNNEWOOD COURT,NC,4
1064 SEVEN LAKES DRIVE,NC,3
216 STATESVILLE BLVD,NC,5
5700 COURTLAND PLACE,NC,4
4050 LAKE OTIS PKWY STE 105,AK,3
6000 MONROE ROAD  STE. 350,NC,3
13023 UNION SQUARE DRIVE,NC,3
174 AIRPORT ROAD,NC,4
2200 KENMORE AVE,NC,3
121 W. TRADE ST.  SUITE 2600,NC,3
2004 BAY GULL COURT,NC,3
232 HIGHLAND FOREST DRIVE,NC,3
221 TYLER TERRACE,NC,3
114 N MAIN ST,NC,5
259 LEE ROAD,NC,3
1626 S MADISON STREET,NC,9
216 CHURCHILL DRIVE,NC,3
6200 OLEANDER DRIVE,NC,3
441 CEDAR POINT BLVD,NC,3
232 NC HWY 150W,NC,3
266 WILL JEFFERSON ROAD,NC,6
107 N POPLAR ST,NC,3
102 WEST THIRD STREET SUITE 200-B  LOBBY LEVEL,NC,4
1797 CODDLE CREEK ROAD,NC,3
2349 KINMERE DRIVE,NC,3
406 4TH AVE NE,NC,3
116 SECRET GROVE LN,NC,3
11923 CHEVIS CT,NC,4
525 N TRYON ST FL16,NC,6
132 JOE KNOX AVE.  SUITE 105,NC,3
3000 ENDERBURY DR,NC,3
4706 ST. THOMAS PLACE,NC,4
118 N MAIN ST,NC,3
3122 RAEFORD ROAD,NC,4
3932 SMITH FARM RD,NC,3
110 MATTHEWS STATION STREET  SUITE 1E,NC,3
1625 MORNING MOUNTAIN ROAD,NC,3
161 EVENSTAR CREST,NC,3
1911 S NEW HOPE RD,NC,4
30485 ROSLAND ST,AK,3
352 JAMES ROAD,NC,3
402 W. TRADE STREET  SUITE 101,NC,3
4227 EVEREST DRIVE,NC,4
1418 E COMMERCE AVE APT C,NC,5
3410 DENVER DR,NC,3
154 EV HOGAN DR,NC,3
3011-A RAEFORD ROAD,NC,3
13334 BALLY BUNNION WAY,NC,5
1058 WEST CLUB BLVD STE 101,NC,3
6427 SADDLE CREEK COURT,NC,3
1049 W 5TH AVE #100,AK,3
2460 WELLSBURG COURT,NC,3
10014 THOUGHTFUL SPOT WAY,NC,3
918 CEDAR CREEK ROAD,NC,4
5202 CASPER DRIVE,NC,3
68 ORANGE STREET,NC,3
2232 PAGE ROAD SUITE 203,NC,4
1333 QUEENS ROAD  D4,NC,4
3827 WHITLEY RD,NC,4
9184 GREENWOOD RD,NC,3
207 VANCE STREET,NC,4
213 SOUTH 2ND STREET,NC,3
802 WHITE HORSE DRIVE,NC,7
4000 SAM WILSON RD,NC,3
5412 FULTON RIDGE DRIVE,NC,3
831 KING ROAD,NC,3
407 SOUTH WILLIAM STREET,NC,3
6340 PETERSBURG ST,AK,3
10931 STRICKLAND ROAD SUITE 111,NC,3
"1031 W. 4TH AVENUE, SUITE 600",AK,5
15720 BRIXHAM HILL AVENUE  SUITE 203,NC,5
4711 HOPE VALLEY RD,NC,3
116 COTTAGE PLACE,NC,3
550 IRVING PARKWAY,NC,4
304 BENT TREE DRIVE,NC,3
106 SUMMERFIELD COURT,NC,4
210 FOREST LAKES DR,NC,3
4920 CHESTNUT KNOLL LANE,NC,7
101 N TRYON STREET SUITE 1900,NC,7
3008 ANDERSON DRIVE,NC,3
19109 WEST CATAWBA AVENUE SUITE 200,NC,6
9403 VOYAGERS WAY,NC,3
5329 TRENT WOODS DRIVE,NC,3
130 HARBOUR PLACE DRIVE  SUITE 270,NC,3
1010 NORTH CEDAR STREET,NC,11
300 NORTH 21ST STREET,NC,3
605 CHAMBWOOD RD,NC,3
9920 KINCEY AVENUE  SUITE 210,NC,3
112 MAPLE STREET,NC,3
6307 PENNACOOK DRIVE,NC,3
1020 ALBEMARLE RD,NC,3
240 WILL ISAACS ROAD,NC,3
9131 ANSON WAY   SUITE 305,NC,7
12037 DEER RUN,NC,3
1023 LADERA DR,NC,3
100 LAKE DRIVE,NC,3
106 MEDICAL DRIVE,NC,4
124 BIRCH AVE,NC,5
749 FENNER RD.,NC,4
3321 TRILLIUM WHORL COURT  SUITE 200,NC,9
6235 MORRISON BOULEVARD,NC,3
829 DAVIDSON DRIVE,NC,3
4917 ALBEMARLE ROAD STE 200,NC,6
47010 TOBACCO AVE,AK,3
120 AZALEA PLANTATION BLVD,NC,3
2125 SOUTHEND DRIVE #352,NC,3
200 1ST AVE NW STE 104,NC,4
5945 PROVIDENCE GLEN,NC,6
5945 PROVIDENCE GLEN RD,NC,8
50 BLAIR TRAIL,NC,4
344 YOUNGS ROAD,NC,3
2300 E. 7TH STREET  SUITE 101-A,NC,5
971 PEPPERWOOD DRIVE,NC,3
1308 HICKORY TRACE DR,NC,3
1724 GARDNER DRIVE  SUITE 120,NC,3
818 S WHITE ST,NC,5
7025 PENNYROYAL WAY,NC,3
300 NORTH MAIN ST STE 300,NC,4
100 WILLIAMS ROAD,NC,3
4462 HICKORY BLVD.,NC,3
2820 SELWYN AVENUE STE 550,NC,4
9607 ALBEMARLE RD,NC,3
814 TYVOLA ROAD  SUITE 107,NC,4
4025 BURTON LANE,NC,3
1405 SW GREENVILLE BLVD,NC,4
1703 WOODWIND DRIVE,NC,4
1603 COLLEGE ROAD,AK,5
2624 ST. JAMES DRIVE,NC,3
10713 STAGHOUND TRAIL,NC,3
908 NORTHSHORE COURT,NC,3
570 BREVARD RD,NC,3
14615 WATERLYN DR,NC,3
3316 VALLEY GROVE RD,NC,3
1976 OLD BYRE WAY,NC,3
6400 TOUCHSTONE DRIVE,NC,3
32 ORANGE ST.,NC,3
1901 LENDEW ST STE 7,NC,3
125 REMOUNT ROAD SUITE C-1,NC,6
3011 S CHURCH STREET,NC,3
204 FISHER PARK CIRCLE,NC,4
3229 SUMMER OAKS DR,NC,3
18632 NANTZ ROAD,NC,3
140 HOLLABROOK PKWY,NC,5
409 DRUMMOND DRIVE,NC,4
4819 EMPEROR BLVD  STE 400,NC,4
246 CHURCH LAKE ROAD,NC,4
5925 CARNEGIE BLVD STE 350,NC,3
4226 54TH AVE NE,NC,3
1517 RIFFLE BOARD RD,AK,3
105 TOM SAWYER LANE,NC,4
1224 BELGRAVE PLACE,NC,5
2201 EASTCHESTER DR.  SUITE 103,NC,6
3932 FOX GROVE TRAIL,NC,3
483 ORCHARD MILL ROAD,NC,3
4212 CRAIGHILL LANE,NC,5
400 PIAZZA WAY,NC,3
7474 CREEDMOOR ROAD  SUITE 104,NC,3
12 COMMUNITY CIRCLE,NC,3
8122 TOWNLEY ROAD,NC,3
2260 SALLIES LN,NC,3
5864 TIMBERTOP LANE,NC,3
103 E BLANCHE STREET,NC,3
5328 CHIPSTONE DRIVE,NC,3
664 LEES MEADOW RD,NC,3
280 AIRPORT RD,NC,4
2562 BARBECUE CHURCH ROAD,NC,3
104 E MAIN ST,NC,5
6300 CREEDMOOR RD STE 170-187,NC,3
13057 COOPER ROAD,NC,3
2471 BASIN CREEK ROAD,NC,3
500 N ARENDELL AVE,NC,3
133 MCLEAN ROAD,NC,3
130 EAGLE GLEN CT,NC,4
9735 BAXTER CALDWELL DRIVE,NC,3
61 N. MARKET STREET,NC,4
500 TRYON STREET,NC,3
3129 SPRINGBANK LN  SUITE 201,NC,5
509 FOUNTAIN PLACE,NC,3
2428 FREEDOM DR,NC,4
406 E HARDEN ST,NC,3
9711 MOSS PLANTATION AVE  NW,NC,3
501 COLLEGE ST,NC,3
5650 THOMPSON CHAPEL CHURCH ROAD,NC,3
2211 DAHL LANE,AK,3
275 SEDBERRY ROAD,NC,3
601 PINE VALLEY DRIVE,NC,3
206 GEORGETOWN DRIVE,NC,3
16208 MILLSFORD CT,NC,3
MILE 1 ALASKA PENINSULA HWY,AK,4
1026 JAY STREET B-116,NC,3
900 S. MAIN STREET,NC,5
100 LYNN RD,NC,4
185 N COUNTRY CLUB DRIVE,NC,3
4004 BARRETT DRIVE STE 204,NC,6
2520 RELIANCE AVENUE,NC,3
46 GOLDEN HEATHER,NC,4
212 FRED SINK ROAD,NC,4
2942 REYNOLDS SQUARE,NC,3
301 YADKIN STREET,NC,3
4100 WELL SPRING DRIVE  UNIT 2206,NC,10
2507 ALEX RYAN DRIVE,NC,3
1310 N MAIN ST,NC,3
1204 KINGS GRANT DRIVE,NC,3
230 ALBEMARLE ROAD,NC,3
105 POOLE ROAD,NC,4
1640 PROP DRIVE,NC,3
650 STATESVILLE BLVD. SUITE 3,NC,3
396 MERRILLS COVE ROAD,NC,3
11 LANDSDOWNE CT,NC,3
2417 ANACOSTA ST,NC,3
1401 SUNSET DRIVE  SUITE B,NC,5
83 PEACHTREE ROAD,NC,4
4530 PARK ROAD STE 410,NC,8
2820 SELWYN AVE  SUITE 425,NC,3
30 LAKE DRIVE,NC,3
304 W SUNSET ST,NC,3
