name,ccn,homepage_url,state_code,street,city,state,zip,beds,telephone
EASTERN IDAHO REGIONAL MEDICAL CENTER,130018,https://eirmc.com,ID,3100 Channing Way,Idaho Falls,ID,83404,290,(208) 529-6111
HCA FLORIDA UNIVERSITY HOSPITAL,100360,https://www.hcafloridahealthcare.com/locations/university-hospital,FL,3476 South University Drive,Davie,FL,33328,0,(954) 475-4400
UMD SHORE MEDICAL CTR AT CHESTERTOWN,210030,https://www.umms.org/shore/locations/medical-center-chestertown,MD,100 Brown Street,Chestertown,MD,21620,12,(410) 778-3300
BAYFRONT HEALTH ST PETERSBURG,100032,https://www.bayfrontstpete.com/,FL,701 Sixth Street South,Saint Petersburg,FL,33701,363,(727) 823-1234
HCA FLORIDA NORTHWEST HOSPITAL,100189,https://www.hcafloridahealthcare.com/locations/northwest-hospital,FL,2801 North State Road 7,Margate,FL,33063,289,(954) 974-0400
MEMORIAL HOSPITAL FOR CANCER AND ALLIED DISEASES,330154,https://www.mskcc.org/,NY,1275 York Avenue,New York,NY,10065,514,(212) 639-2000
BAPTIST MEDICAL CENTER-YAZOO,251313,https://www.baptistonline.org/locations/yazoo,MS,823 Grand Avenue,Yazoo City,MS,39194,25,(662) 746-2261
SEASIDE HEALTH SYSTEM,194103,https://www.seasidehc.com/locations/#inpatient-hospitals,LA,4363 Convention Street,Baton Rouge,LA,70806,64,(225) 522-4076
ADVENTIST HEALTHCARE FORT WASHINGTON MEDICAL CTR,210060,https://www.fortwashingtonmc.org/,MD,11711 Livingston Road,Fort Washington,MD,20744,28,(301) 292-7000
VA CENTER,45086F,https://www.centraltexas.va.gov,TX,1901 Veterans Memorial Drive,Temple,TX,76504,0,(254) 778-4811
STOUGHTON HOSPITAL,521343,https://stoughtonhospital.com/,WI,900 Ridge Street,Stoughton,WI,53589,27,(608) 873-6611
BACHARACH INSTITUTE FOR REHABILITATION,313030,https://www.bacharach.org,NJ,61 West Jimmie Leeds Road,Pomona,NJ,08240,82,(609) 652-7000
METHODIST JENNIE EDMUNDSON,160047,https://bestcare.org/locations/methodist-jennie-edmundson-hospital,IA,933 East Pierce Street,Council Bluffs,IA,51503,110,(712) 396-6000
CONTINUECARE HOSPITAL AT MEDICAL CENTER ODESSA,452121,https://odessa.continuecare.org/,TX,500 West 4th Street,Odessa,TX,79761,25,(432) 640-4380
TALAS HARBOR AT BULLHEAD CITY,034037,https://talasharbor.com/,AZ,831 Landon Drive,Bullhead City,AZ,86429,24,(928) 404-6009
SOUTHWESTERN VERMONT MEDICAL CENTER,470012,https://www.svhealthcare.org/locations/bennington-campus,VT,100 Hospital Drive,Bennington,VT,05201,78,(802) 442-6361
ST JOHN'S EPISCOPAL HOSPITAL ATC,250002,https://www.nmhs.net/locations/profile/north-mississippi-medical-center-iuka/,MS,1777 Curtis Drive,Iuka,MS,38852,48,(662) 423-6051
SELECT SPECIALTY HOSPITAL - DES MOINES,162003,https://desmoines.selectspecialtyhospitals.com,IA,"1111 6th Avenue, 4th Floor Main",Des Moines,IA,50314,30,(515) 247-4400
JAMES E VAN ZANDT VA MEDICAL CENTER (ALTOONA),39001F,https://www.altoona.va.gov,PA,2907 Pleasant Valley Boulevard,Altoona,PA,16602,0,(877) 626-2500
SOUTHERN MAINE HEALTH CARE,200019,https://www.mainehealth.org/Southern-Maine-Health-Care/Locations,ME,One Medical Center Drive,Biddeford,ME,04005,180,(207) 283-7000
NORTH OKALOOSA MEDICAL CENTER,100122,https://www.northokaloosa.com,FL,151 East Redstone Avenue,Crestview,FL,32539,110,(850) 689-8100
MOUNT CARMEL EAST,360035,https://www.mountcarmelhealth.com/location/mount-carmel-east,OH,6001 East Broad Street,Columbus,OH,43213,578,(614) 234-6000
BELLIN HEALTH OCONTO HOSPITAL,521356,https://www.bellin.org/locations/hospital_surgery-locations/bellin-oconto-hospital,WI,820 Arbutus Avenue,Oconto,WI,54153,10,(920) 835-1105
SUNY HEALTH SCIENCE CENTER AT BROOKLYN UNIVERSITY,330350,https://www.downstate.edu/patient-care/about/index.html,NY,450 Clarkson Avenue,Brooklyn,NY,11203,323,(718) 270-1000
KINGMAN HEALTHCARE CENTER,171378,https://www.kingmanhc.com/,KS,750 West D Avenue,Kingman,KS,67068,25,(620) 532-3147
BOISE VA MEDICAL CENTER,13003F,https://www.boise.va.gov,ID,500 West Fort Street,Boise,ID,83702,0,(208) 422-1000
PIEDMONT HOSPITAL,110083,https://www.piedmont.org/locations/piedmont-atlanta/about,GA,1968 Peachtree Road Northwest,Atlanta,GA,30309,544,(404) 605-5000
OVERLOOK MEDICAL CENTER,310051,https://www.atlantichealth.org/locations/hospitals/overlook-medical-center.html,NJ,99 Beauvoir Avenue,Summit,NJ,07902,474,(908) 522-2000
EXCELSIOR SPRINGS HOSPITAL,261322,https://www.eshospital.org,MO,1700 Rainbow Boulevard,Excelsior Springs,MO,64024,25,(816) 630-6081
CRENSHAW COMMUNITY HOSPITAL,010008,https://crenshawcommunityhospital.com/,AL,101 Hospital Circle,Luverne,AL,36049,49,(334) 335-3374
PRAIRIE VIEW INC,174016,https://prairieview.org,KS,1901 East First Street,Newton,KS,67114,30,(316) 284-6400
RIVERVALLEY BEHAVIORAL HEALTH HOSPITAL,184013,https://www.rvbh.com,KY,1100 Walnut Street,Owensboro,KY,42301,0,(270) 689-6500
CARTERET GENERAL HOSPITAL,340142,https://www.carterethealth.org/,NC,3500 Arendell Street,Morehead City,NC,28557,99,(252) 499-6000
PAM REHABILITATION HOSPITAL OF TULSA,373035,https://pamhealth.com/index.php/facilities/find-facility/rehabilitation-hospitals/pam-rehabilitation-hospital-tulsa,OK,10020 East 91st Street,Tulsa,OK,74133,53,(918) 940-8801
COMMUNITY BEHAVIORAL HEALTH HOSPITAL ANNANDALE,244011,https://www.minnesotahelp.info/Providers/Community_Behavioral_Health_Hospital_CBHH_Annandale/Community_Behavioral_Health_Hospital_CBHH/1?returnUrl=%2FSpecialTopics%2FSeniors%2F20611%3F,MN,400 Annandale Boulevard,Annandale,MN,55302,16,(651) 259-3850
VIBRA HOSPITAL OF CHARLESTON,422005,https://vhcharleston.com/,SC,1200 Hospital Drive,Charleston,SC,29464,59,(843) 375-4000
PENOBSCOT VALLEY HOSPITAL,201303,https://www.pvhme.org,ME,7 Transalpine Road,Lincoln,ME,04457,25,(207) 794-3321
UNITYPOINT HEALTH - MERITER,520089,https://www.unitypoint.org/madison/default.aspx,WI,202 South Park Street,Madison,WI,53715,350,(608) 417-6000
MID COAST HOSPITAL,200021,https://www.midcoasthealth.com/,ME,123 Medical Center Drive,Brunswick,ME,04011,92,(207) 373-6000
WINNESHIEK MEDICAL CENTER,161371,https://www.winmedical.org,IA,901 Montgomery Street,Decorah,IA,52101,25,(563) 382-2911
LOMA LINDA UNIVERSITY CHILDREN'S HOSPITAL,050778,https://lluch.org/,CA,11234 Anderson Street,Loma Linda,CA,92354,343,(909) 558-8000
UNIVERSITY OF LOUISVILLE HOSPITAL,180141,https://uoflhealth.org/locations/uofl-hospital/,KY,530 South Jackson Street,Louisville,KY,40202,333,(502) 562-3000
LIBERTY REGIONAL MEDICAL CENTER,111335,https://www.libertyregional.org/,GA,462 E.G. Miles Parkway,Hinesville,GA,31313,133,(912) 369-9400
"CENTRA  HEALTH, INC",490021,https://www.centrahealth.com/LGH,VA,1901 Tate Springs Road,Lynchburg,VA,24501,661,(434) 200-3000
"ARDEN WOOD, INC",051993,https://ardenwood.org,CA,445 Wawona Street,San Francisco,CA,94116,13,(415) 681-5500
UT HEALTH EAST TEXAS CARTHAGE HOSPITAL,450210,https://uthealthcarthage.com,TX,409 West Cottage Road,Carthage,TX,75633,42,(903) 693-3841
NOCONA GENERAL HOSPITAL,450641,https://www.noconageneral.com,TX,100 Park Street,Nocona,TX,76255,18,(940) 825-3235
GRAND ISLAND REGIONAL MEDICAL CENTER,280139,https://giregional.org/,NE,3533 Prairieview Street,Grand Island,NE,68803,52,(308) 675-5000
NORTH CANYON MEDICAL CENTER,131302,https://www.northcanyon.org/,ID,267 North Canyon Drive,Gooding,ID,83330,16,(208) 934-4433
CRESTWYN BEHAVIORAL HEALTH,444025,https://www.crestwynbehavioral.com,TN,9485 Crestwyn Hills Drive,Memphis,TN,38125,80,(855) 806-0814
MCKENZIE COUNTY HEALTHCARE SYSTEMS INC,351302,https://www.mckenziehealth.com/facilities/hospital/,ND,709 4th Avenue NE,Watford City,ND,58854,71,(701) 842-3000
MARIETTA MEMORIAL HOSPITAL,360147,https://mhsystem.org/mariettamemorialhospitalcampus,OH,401 Matthew Street,Marietta,OH,45750,205,(740) 374-1400
WAHIAWA GENERAL HOSPITAL,120004,https://www.wahiawageneral.org,HI,128 Lehua Street,Wahiawa,HI,96786,160,(808) 621-8411
CROSSROADS COMMUNITY HOSPITAL,140294,https://www.crossroadshospital.com/,IL,8 Doctors Park Road,Mount Vernon,IL,62864,47,(618) 244-5500
WINDOM AREA HEALTH,241332,https://windomareahealth.org/,MN,2150 Hospital Drive,Windom,MN,56101,18,(507) 831-2400
WAMEGO HEALTH CENTER,171337,https://www.wamegohealthcenter.org/,KS,711 Genn Dr,Wamego,KS,66547,18,(785) 456-2295
ST ANTHONY REGIONAL HOSPITAL & NURSING HOME,160005,https://www.stanthonyhospital.org,IA,311 South Clark Street,Carroll,IA,51401,142,(712) 792-3581
"CONNECTICUT HOSPICE INC,THE",070038,https://hospice.com,CT,100 Double Beach Road,Branford,CT,06405,17,(203) 315-7500
ROOSEVELT WARM SPRINGS LTAC HOSPITAL,112000,https://www.augustahealth.org/roosevelt-warm-springs/ltac/long-term-acute-care-hospital,GA,6135 Roosevelt Highway,Warm Springs,GA,31830,28,(706) 655-5255
EMERSON HOSPITAL -,220084,https://www.emersonhospital.org,MA,133 Old Road to Nine Acre Corner,Concord,MA,01742,160,(978) 369-1400
STILLWATER MEDICAL-BLACKWELL,370030,https://www.stillwater-medical.org/locations/stillwater-medical-blackwell,OK,710 South 13th Street,Blackwell,OK,74631,34,(405) 372-1480
TOTALLY KIDS REHABILITATION HOSPITAL,053038,https://www.totallykids.com,CA,1720 Mountain View Avenue,Loma Linda,CA,92354,0,(909) 796-6915
ALLIANCEHEALTH MADILL,371326,https://www.alliancehealthdurant.com,OK,901 South 5th Avenue,Madill,OK,73446,21,(580) 795-3384
PRESBYTERIAN HOSPITAL,320021,https://presbyterian-hospital.phs.org/Pages/default.aspx,NM,1100 Central Avenue Southeast,Albuquerque,NM,87106,716,(505) 841-1234
UNION HOSPITAL OF CECIL COUNTY,210032,https://www.uhcc.com,MD,106 Bow Street,Elkton,MD,21921,124,(410) 398-4000
KINGSBORO PSYCHIATRIC HOSPITAL,334063,https://omh.ny.gov/omhweb/facilities/kbpc/,NY,681 Clarkson Avenue ,Brooklyn,NY,11203,163,(718) 221-7700
"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.",330019,https://nych.com/,NY,2525 Kings Highway,Brooklyn,NY,11229,134,(718) 692-5300
DEER RIVER HEALTHCARE CENTER,241360,https://www.essentiahealth.org/find-facility/profile/essentia-health-deer-river/,MN,115 Tenth Avenue Northeast,Deer River,MN,56636,52,(218) 246-2900
SOLARA SPECIALTY HOSPITALS HARLINGEN-BROWNVILLE,452101,https://www.chghospitals.com/location/solara-specialty-hospitals-harlingen/,TX,508 Victoria Lane,Harlingen,TX,78550,82,(956) 425-0393
ENCOMPASS HEALTH REHAB HOSPITAL OF RICHMOND,493028,https://www.encompasshealth.com/richmondrehab,VA,5700 Fitzhugh Avenue,Richmond,VA,23226,40,(804) 288-5700
SHRINERS HOSPITAL FOR CHILDREN,123301,https://www.shrinerschildrens.org/locations/hawaii,HI,1310 Punahou Street,Honolulu,HI,96826,0,(808) 941-4466
BAY AREA HOSPITAL,380090,https://www.bayareahospital.org,OR,1775 Thompson Road,Coos Bay,OR,97420,134,(541) 269-8111
GLENDORA OAKS BEHAVIORAL HEALTH HOSPITAL,050205,https://www.glendorahospital.com,CA,150 West Route 66,Glendora,CA,91740,128,(626) 852-5015
GLEN OAKS HOSPITAL,454050,https://www.glenoakshospital.com/,TX,301 East Division,Greenville,TX,75402,54,(903) 454-6000
VALLEY BEHAVIORAL HEALTH SYSTEM,044006,https://www.valleybehavioral.com/,AR,10301 Mayo Road,Barling,AR,72923,114,(844) 630-4813
BAYLOR SCOTT & WHITE MEDICAL CENTER – PFLUGERVILLE,670128,https://www.bswhealth.com/locations/pflugerville-hospital,TX,"2600 East Pflugerville Parkway, Suite 100",Pflugerville,TX,78660,25,(512) 654-6100
GENEVA GENERAL HOSPITAL,330058,https://www.flhealth.org/locations/geneva-general-hospital,NY,196 North Street,Geneva,NY,14456,462,(315) 787-4000
DELTA HEALTH-NORTHWEST REGIONAL,250042,https://www.deltahealthsystem.org/locations/northwest-regional/,MS,1970 Hospital Drive,Clarksdale,MS,38614,181,(662) 627-3211
CHILDREN'S HOSPITAL COLORADO,063301,https://www.childrenscolorado.org/locations/anschutz-medical-campus-aurora/,CO,13123 East 16th Avenue,Aurora,CO,80045,427,(720) 777-1234
QUAIL CREEK SURGICAL HOSPITAL,450875,https://bsahs.org/locations/quail-creek-surgical-hospital,TX,6819 Plum Creek Drive,Amarillo,TX,79124,40,(806) 354-6100
INTERMOUNTAIN HOSPITAL,134002,https://www.intermountainhospital.com,ID,303 North Allumbaugh,Boise,ID,83704,150,(208) 377-8400
MEMORIAL HOSPITAL EAST,140307,https://www.memhosp.org/,IL,1404 Cross Street,Shiloh,IL,62269,94,(618) 607-1000
WHITFIELD REGIONAL HOSPITAL,010112,https://www.bwwmh.com,AL,105 Highway 80 East,Demopolis,AL,36732,64,(334) 289-4000
RHEA MEDICAL CENTER,441310,https://rheamedical.org,TN,9400 Rhea County Highway,Dayton,TN,37321,25,(423) 775-1121
NEW LONDON HOSPITAL,301304,https://www.newlondonhospital.org,NH,273 County Road,New London,NH,03257,25,(603) 526-2911
MERCY HEALTH - URBANA HOSPITAL,361312,https://www.mercy.com/locations/hospitals/springfield/urbana-hospital,OH,904 Scioto Street,Urbana,OH,43078,35,(937) 653-5231
DUKE UNIVERSITY HOSPITAL,340030,https://www.dukehealth.org/hospitals/duke-university-hospital,NC,2301 Erwin Road,Durham,NC,27710,978,(919) 684-8111
MEEKER MEMORIAL HOSPITAL,241366,https://www.meekermemorial.org,MN,612 South Sibley Avenue,Litchfield,MN,55355,33,(320) 693-4500
EXCELA HEALTH LATROBE HOSPITAL,390219,https://www.excelahealth.org/locations/latrobe-hospital/,PA,One Mellon Way,Latrobe,PA,15650,115,(724) 537-1000
ADVENTHEALTH WESLEY CHAPEL,100319,https://www.adventhealth.com/hospital/adventhealth-wesley-chapel,FL,2600 Bruce B. Downs Boulevard,Wesley Chapel,FL,33544,145,(813) 929-5000
PECOS COUNTY MEMORIAL HOSPITAL,451389,https://www.pcmhfs.com/getpage.php?name=index,TX,387 West I-10,Fort Stockton,TX,79735,25,(432) 336-2004
EDWIN SHAW REHAB INSTITUTE,360241,https://my.clevelandclinic.org/locations/directions/473-cleveland-clinic-rehabilitation-hospital-edwin-shaw,OH,4389 Medina Road,Copley,OH,44321,0,(234) 815-5100
MERCYONE DES MOINES MEDICAL CENTER,160083,https://www.mercyone.org/desmoines/,IA,1111 Sixth Avenue,Des Moines,IA,50314,603,(515) 247-3121
CENTRA CARE HEALTH PAYNESVILLE,241349,https://www.centracare.com/locations/centracare-paynesville/,MN,200 West First Street,Paynesville,MN,56362,25,(320) 243-3767
TRIGG COUNTY HOSPITAL,181304,https://www.trigghospital.org/,KY,254 Main Street,Cadiz,KY,42211,25,(270) 522-3215
PAM HEALTH REHABILITATION HOSPITAL OF SURGAR LAND,673068,https://www.sugarlandrehabhospital.com,TX,7622 Branford Place,Sugarland,TX,77479,41,(281) 766-9002
LAKESIDE MEDICAL CENTER,100130,https://www.hcdpbc.org/for-patients/hospital,FL,39200 Hooker Highway,Belle Glade,FL,33430,54,(561) 996-6571
MERCY HOSPITAL CARTHAGE,261338,https://www.mercy.net/practice/mercy-hospital-carthage/,MO,3125 Doctor Russell Smith Way,Carthage,MO,64836,25,(417) 358-8121
LOURDES MEDICAL CENTER,501337,https://www.yourlourdes.com,WA,520 North Fourth Avenue,Pasco,WA,99301,35,(509) 547-7704
OUACHITA COUNTY MEDICAL CENTER,040050,https://www.ouachitamedcenter.com/,AR,638 California Avenue Southwest,Camden,AR,71701,82,(870) 836-1000
SALINAS VALLEY MEMORIAL HOSPITAL,050334,https://www.svmh.com/,CA,450 East Romie Lane,Salinas,CA,93901,240,(831) 757-4333
THE MEDICAL CENTER AT CAVERNA,181314,https://medcenterhealth.org/location/the-medical-center-at-caverna/,KY,1501 South Dixie Street,Horse Cave,KY,42749,25,(270) 786-2191
WILLAMETTE VALLEY MEDICAL CENTER,380071,https://www.willamettevalleymedical.com,OR,2700 Southeast Stratus Avenue,McMinnville,OR,97128,60,(503) 472-6131
KETTERING HEALTH DAYTON,360133,https://ketteringhealth.org/locations/kettering-health-dayton-mc002/,OH,405 West Grand Avenue,Dayton,OH,45405,317,(937) 723-3200
WHITTIER HOSPITAL MEDICAL CENTER,050735,https://www.whittierhospital.com/,CA,9080 Colima Road,Whittier,CA,90605,178,(562) 945-3561
SARATOGA HOSPITAL,330222,https://www.saratogahospital.org/locations-directions/saratoga-hospital-campus,NY,211 Church Street,Saratoga Springs,NY,12866,171,(518) 583-8440
RIVER POINT BEHAVIORAL HEALTH,104016,https://www.riverpointbehavioral.com,FL,6300 Beach Boulevard,Jacksonville,FL,32216,84,(904) 724-9202
SUSAN B ALLEN MEMORIAL HOSPITAL,170017,https://www.sbamh.com,KS,720 West Central,El Dorado,KS,67042,20,(316) 321-3300
ACMH HOSPITAL,390163,https://acmh.org/,PA,One Nolte Drive,Kittanning,PA,16201,162,(724) 543-8500
"VA PITTSBURGH HEALTHCARE SYS, HIGHLAND DRIVE DIV",39011F,https://www.pittsburgh.va.gov/index.asp,PA,7180 Highland Drive,Pittsburgh,PA,15206,0,(412) 688-6000
SALEM REGIONAL MEDICAL CENTER,360185,https://www.salemregional.com/,OH,1995 East State Street,Salem,OH,44460,87,(330) 332-1551
NORTHERN COLORADO LONG TERM ACUTE HOSP - LONG TERM,062017,https://ncltah.ernesthealth.com/,CO,4401A Union Street,Johnstown,CO,80534,20,(970) 619-3663
HOLY CROSS GERMANTOWN HOSPITAL,210065,https://www.holycrosshealth.org/location/holy-cross-germantown-hospital,MD,19801 Observation Drive,Germantown,MD,20876,78,(301) 557-6000
ST MARY'S MEDICAL CENTER,510007,https://www.st-marys.org/,WV,2900 First Avenue,Huntington,WV,25702,379,(304) 526-1234
BYRD REGIONAL HOSPITAL,190164,https://byrdregional.com/,LA,1020 Fertitta Boulevard,Leesville,LA,71446,43,(337) 239-9041
CENTER FOR BEHAVIORAL MEDICINE,264008,https://dmh.mo.gov/center-for-behavioral-medicine,MO,1000 East 24th Street,Kansas City,MO,64108,65,(816) 512-7000
ABBOTT NORTHWESTERN HOSPITAL,240057,https://www.allinahealth.org/abbott-northwestern-hospital,MN,800 East 28th Street,Minneapolis,MN,55407,672,(612) 863-4000
LAWRENCE COUNTY MEMORIAL HOSPITAL,141344,https://www.lcmhosp.org,IL,2200 West State Street,Lawrenceville,IL,62439,25,(618) 943-1000
PALM BEACH GARDENS MEDICAL CENTER,100176,https://www.pbgmc.com/#.VIIXvslzI1k,FL,3360 Burns Road,Palm Beach Gardens,FL,33410,199,(561) 622-1411
ST ELIZABETH MEDICAL CENTER NORTH,180035,https://www.stelizabeth.com/location/details/st-elizabeth-edgewood,KY,1 Medical Village Drive,Edgewood,KY,41017,525,(859) 301-2000
ST MARY'S HOSPITAL,110006,https://www.stmaryshealthcaresystem.org/,GA,1230 Baxter Street,Athens,GA,30606,181,(706) 389-3000
MERIT HEALTH RIVER OAKS,250138,https://www.merithealthriveroaks.com,MS,1030 River Oaks Drive,Flowood,MS,39232,158,(601) 932-1030
BRIDGEPORT HOSPITAL,070010,https://www.bridgeporthospital.org/,CT,267 Grant Street,Bridgeport,CT,06610,426,(203) 384-3000
ORLANDO HEALTH SOUTH LAKE HOSPITAL,100051,https://www.southlakehospital.com,FL,1900 Don Wickham Drive,Clermont,FL,34711,186,(352) 394-4071
NOVANT HEALTH MEDICAL PARK HOSPITAL,340148,https://www.novanthealth.org/medical-park-hospital.aspx,NC,1950 South Hawthorne Road,Winston-Salem,NC,27103,22,(336) 718-0785
HOWARD UNIVERSITY HOSPITAL,090003,https://www.huhealthcare.com/,DC,2041 Georgia Avenue,Washington,DC,20060,221,(202) 865-6100
KNOX COMMUNITY HOSPITAL,360040,https://www.kch.org,OH,1330 Coshocton Road,Mount Vernon,OH,43050,75,(740) 393-9000
SPARROW SPECIALTY HOSPITAL,232037,https://www.sparrow.org/our-hospitals-services/sparrow-hospitals/sparrow-specialty-hospital,MI,"1215 East Michigan Avenue, Sparrow Tower, 8th floor",Lansing,MI,48912,30,(517) 364-1000
BAPTIST ST ANTHONY'S HOSPITAL,450231,https://bsahs.org/locations/bsa-hospital,TX,1600 Wallace Boulevard,Amarillo,TX,79106,384,(806) 212-2000
CLAREMORE INDIAN HOSPITAL,370173,https://www.ihs.gov/oklahomacity/healthcarefacilities/claremore/,OK,101 South Moore Avenue,Claremore,OK,74017,46,(918) 342-6530
ORLANDO HEALTH ST CLOUD HOSPITAL,100302,https://www.orlandohealth.com/facilities/st-cloud-hospital#/St+Cloud+Hospital/,FL,2906 17th Street,Saint Cloud,FL,34769,84,(407) 892-2135
EAST LOS ANGELES DOCTORS HOSPITAL,050641,https://www.eladoctorshospital.com/,CA,4060 Whittier Boulevard,Los Angeles,CA,90023,127,(323) 268-5514
UNIVERSITY OF MARYLAND MEDICAL CENTER,210002,https://www.umms.org/ummc/locations/university-maryland-medical-center,MD,22 South Greene Street,Baltimore,MD,21201,846,(410) 328-8667
GARLAND BEHAVIORAL HOSPITAL,454138,https://garlandbehavioralhospital.com/,TX,2300 Marie Curie Boulevard 5th Floor,Garland,TX,75042,72,(972) 487-5309
HEALTHSOUTH HARMARVILLE REHABILITATION HOSPITAL,393027,https://www.encompasshealth.com/harmarvillerehab,PA,320 Guys Run Road,Pittsburgh,PA,15238,162,(412) 828-1300
ADVOCATE CONDELL MEDICAL CENTER,140202,https://www.advocatehealth.com/condell,IL,801 South Milwaukee Avenue,Libertyville,IL,60048,257,(847) 362-2900
ACCEL REHABILITATION HOSPITAL OF PLANO,673055,https://accelrehab.com/,TX,"2301 Marsh Lane, Suite 200",Plano,TX,75093,149,(972) 899-5510
ADVENTIST HEALTH CLEARLAKE,051317,https://www.adventisthealth.org/clear-lake/,CA,15630 18th Avenue,Clearlake,CA,95422,25,(707) 994-6486
MERCY CATHOLIC MEDICAL CENTER- MERCY FITZGERALD,390156,https://www.trinityhealthma.org/location/mcmc-mercy-fitzgerald,PA,1500 Lansdowne Avenue,Darby,PA,19023,340,(610) 237-4000
KETTERING HEALTH TROY,360368,https://ketteringhealth.org/locations/kettering-health-troy-mc008/,OH,600 West Main Street,Troy,OH,45373,28,(937) 980-7000
UP HEALTH SYSTEM PORTAGE,230108,https://www.portagehealth.org,MI,500 Campus Drive,Hancock,MI,49930,96,(906) 483-1000
CHILDREN'S HOSP OF LOS ANGELES,053302,https://www.chla.org,CA,4650 Sunset Boulevard,Los Angeles,CA,90027,413,(323) 660-2450
MEDSTAR SOUTHERN MARYLAND HOSPITAL CENTER,210062,https://www.medstarhealth.org/locations/medstar-southern-maryland-hospital-center,MD,7503 Surratts Road,Clinton,MD,20735,178,(301) 868-8000
