Department Description,ChargeID,ChargeDesc,RevCode,Price,CPT_CODE,De-Identified Minimum Outpatient Allowable Rate,De-Identified Maximum Outpatient Allowable Rate,Medicare Outpatient Allowable Rate,Blue Cross Outpatient Allowable Rate,United Healthcare Outpatient Allowable Rate,Corizon Outpatient Allowable Rate,WPPA Outpatient Allowable Rate,Coventry Outpatient Allowable Rate
Medical Clinic,65210,"REMOVE FB EYE CONJUNCTIVAL, EMBEDDED",521,$0.00,65210,$0.00,$405.33,$0.00,$307.00,$0.00,$0.00,$405.33,$0.00
MRI,3700150,MRI CHEST W/O & W/CONTRAST,610,$0.00,71552,$0.00,$552.18,$0.00,$521.00,$0.00,$0.00,$552.18,$0.00
Purchasing,3253261,"""CASTING TAPE 4"""" ASSORTED""",270,$9.00,,$0.00,$8.55,$4.86,$0.00,$8.55,$4.59,$6.30,$8.55
Pharmacy,4800941,PO COLCHICINE TAB 0.6 MG,250,$0.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Laboratory,LAB0035  ,GLUTEN SENSITIVIY,0,$0.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Laboratory,3556958,"RL ALDOSTERONE, SERUM",300,$0.00,82088,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Laboratory,3559124,RL 24HR URINE PHOSPHORUS,300,$0.00,84105,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Purchasing,3252793,INTRAMEDIC TUBING,270,$7.50,,$0.00,$7.13,$4.05,$0.00,$7.13,$3.83,$5.25,$7.13
Purchasing,3250418,INFANT CIRC SINGLE W/WATER CHAMB,270,$127.00,,$0.00,$120.65,$68.58,$0.00,$120.65,$64.77,$88.90,$120.65
Emergency Dept Pro-Fees,311812,PF DEB BONE ADD-ON,983,$308.00,11047,$146.86,$292.60,$166.32,$276.00,$292.60,$157.08,$146.86,$292.60
Purchasing,3259991,ENDOPATH LINEAR CUTTER,270,$712.00,,$0.00,$676.40,$384.48,$0.00,$676.40,$363.12,$498.40,$676.40
Respiratory Therapy,3900995,G0398 HST MEDICARE 3 CHANNEL,920,$0.00,G0400   ,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Pharmacy,4801178,PO SILVER SULFADIAZINE CREAM 50 GM,250,$0.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Pharmacy,4800074,BAC/POLY OINT 1/32 OZ,250,$0.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Medical Clinic,99310,SUB SWING/NURSING HOME COMPLEX 35MIN,524,$0.00,99310,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Purchasing,3250095,PRIMARY PIGGYBACK TUBING,270,$13.00,,$0.00,$12.35,$7.02,$0.00,$12.35,$6.63,$9.10,$12.35
Laboratory,3558855,RL DIRECT LDL,300,$0.00,83721,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Nursing,3176937,US GUIDE VASCULAR ACCESS,402,$70.00,76937,$0.00,$66.50,$37.80,$41.00,$66.50,$35.70,$0.00,$66.50
Occupational Therapy,3950785,OT SENSORY TECHNIQUES 15MIN,430,$0.00,97533,$0.00,$53.00,$0.00,$53.00,$0.00,$0.00,$0.00,$0.00
Laboratory,3553208,LB UNCONJUGATED IRON BINDING,300,$0.00,99999,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Emergency Dept Pro-Fees,399463,PF NEWBORN HOSP ADMIT/DISCHARGE SAME DAY,960,$0.00,99463,$0.00,$165.99,$0.00,$0.00,$0.00,$0.00,$165.99,$0.00
Purchasing,3250853,FACE MASK-PROTECTOR III,270,$6.00,,$0.00,$5.70,$3.24,$0.00,$5.70,$3.06,$4.20,$5.70
Outpatient Clinic,3350100,CYSTOURETHROSCOPY W/DILATION,510,"$2,429.00",52281,$38.00,"$2,689.49","$1,311.66",$38.00,"$2,307.55","$1,238.79","$2,689.49","$2,307.55"
Emergency Room,3300180,APPLICATION LOWER LEG SPLINT,450,$375.00,29505,$191.25,$356.25,$202.50,$228.00,$356.25,$191.25,$211.77,$356.25
Purchasing,3253080,NEEDLE ONLY,270,$3.00,,$0.00,$2.85,$1.62,$0.00,$2.85,$1.53,$2.10,$2.85
Pharmacy,4800329,INJ BEVACIZUMAB IV 400 MG,636,$0.00,J9035   ,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Laboratory,3559090,RL HEMOGLOBIN,300,$0.00,85018,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Laboratory,3551682,LB ALBUMIN,300,$51.00,82040,$0.00,$48.45,$27.54,$0.00,$48.45,$26.01,$0.00,$48.45
Purchasing,3250311,INTRAUTERINE PRESS CATH,270,$66.00,,$0.00,$62.70,$35.64,$0.00,$62.70,$33.66,$46.20,$62.70
Pharmacy,4810022,INJ 1 ALPHA PROLASTIN C LIQUID 10MG,636,$0.00,J0256   ,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Pharmacy,4800897,PO MIDAZOLAM HCL SYRUP 2 MG PER ML,250,$0.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Purchasing,3254328,SUTURE CL924 POLYSORB -0-,270,$12.00,,$0.00,$11.40,$6.48,$0.00,$11.40,$6.12,$8.40,$11.40
Purchasing,3256280,TED HOSE KNEE XXXL REG,270,$33.00,,$0.00,$31.35,$17.82,$0.00,$31.35,$16.83,$23.10,$31.35
Respiratory Therapy,3900787,AEROSOL SUBSEQUENT,410,$0.00,94640,$0.00,$281.82,$0.00,$41.36,$0.00,$0.00,$281.82,$0.00
Radiology,3700599,XR ESOPHAGUS X-RAY,320,$0.00,74220,$0.00,$267.83,$0.00,$267.72,$0.00,$0.00,$267.83,$0.00
Logan Clinic,45011750,LG EXC NAIL/MATRIX PERMANENT,983,$0.00,11750,$0.00,$511.00,$0.00,$511.00,$0.00,$0.00,$156.50,$0.00
Purchasing,3259973,EZ STABILIZER,270,$48.00,,$0.00,$45.60,$25.92,$0.00,$45.60,$24.48,$33.60,$45.60
Laboratory,3559110,RL LD ISOENZYMES,300,$0.00,83625,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Laboratory,3559130,RL ANTIBODY TITER,300,$0.00,86886,$0.00,$223.74,$0.00,$0.00,$0.00,$0.00,$223.74,$0.00
Laboratory,LAB0001  ,CARDIAC PANEL,0,$0.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Treatment Room,3326009,"TR URETHRAL DILATION FEMALE, INITIAL",761,"$1,444.00",53660,$209.33,"$1,371.80",$779.76,"$1,146.00","$1,371.80",$736.44,$209.33,"$1,371.80"
Purchasing,3259966,BP CUFF NEONATAL DISP,270,$5.00,,$0.00,$4.75,$2.70,$0.00,$4.75,$2.55,$3.50,$4.75
Laboratory,3550585,LB LDH,300,$54.00,83615,$0.00,$51.30,$29.16,$0.00,$51.30,$27.54,$0.00,$51.30
Purchasing,3259061,ANGLED SAGITAL BLADE 17MM,270,$129.00,,$0.00,$122.55,$69.66,$0.00,$122.55,$65.79,$90.30,$122.55
Purchasing,3250545,"""TRUEWAVE VAMP 84"""" 3 CC""",270,$450.00,,$0.00,$427.50,$243.00,$0.00,$427.50,$229.50,$315.00,$427.50
Pharmacy,4800443,INJ LEUCOVORIN CALCIUM IV 350 MG SDV,636,$0.00,J0640   ,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Emergency Room,3302111,ER LACER REPAIR MOUTH/ 2/3 TONGUE <2.5CM,450,$271.00,41250,$0.00,$405.33,$146.34,$0.00,$257.45,$138.21,$405.33,$257.45
Medical Clinic,11404,EXC BENIGN LESION TRUNK 3.1-4.0CM,521,$520.00,11404,$265.20,"$2,110.50",$280.80,"$1,499.00",$494.00,$265.20,"$2,110.50",$494.00
Medical Clinic,99442,PHONE E/M PHYS/QHP 11-20 MIN,521,$0.00,99442,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Pharmacy,4800915,INJ IRON SUCROSE COMPLEX 20MG PER ML 5ML,636,$0.00,J1756   ,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Pharmacy,4800071,SENNOSIDES/DOCUSATE SODIUM 50/8.6 MG,250,$0.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Purchasing,3251258,STETHOSCOPE DISPOSABLE,270,$4.00,,$0.00,$3.80,$2.16,$0.00,$3.80,$2.04,$2.80,$3.80
Emergency Dept Pro-Fees,359400,"PF OB CARE, VAGINAL DELIVERY",975,$0.00,59400,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Surgery,3160027,OR RECOVERY ROOM ADD/ 1/2 HR,710,$215.00,,$0.00,$204.25,$116.10,$0.00,$204.25,$109.65,$150.50,$204.25
MRI,3700440,MRI LOWER EXTREMITY JOINT W/O CONTRAST,610,$0.00,73721,$0.00,$521.00,$0.00,$521.00,$0.00,$0.00,$345.20,$0.00
Purchasing,3254476,FINGER SPLINT BASEBALL SM,270,$3.00,,$0.00,$2.85,$1.62,$0.00,$2.85,$1.53,$2.10,$2.85
Pharmacy,3360668,IV RINGERS LACTATE UP TO 1000 CC,636,$4.00,J7120   ,$0.00,$3.80,$2.16,$0.00,$3.80,$2.04,$2.80,$3.80
Laboratory,3558702,RL BERMUDA GRASS (G2) IGE,300,$0.00,86003,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Pharmacy,4800241,PO CALCIUM CARBONATE TAB 1000 MG,250,$0.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Logan Clinic,45099387,LG PREVENTIVE MED NEW PT 65+ Y/O,983,$0.00,99387,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Pharmacy,4801039,INJ LIDOCAINE HCL AMP 4PCT 5 ML,259,$0.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Purchasing,3250441,K-PAD WITH WMP/DAILY,270,$23.00,,$0.00,$21.85,$12.42,$0.00,$21.85,$11.73,$16.10,$21.85
Emergency Dept Pro-Fees,399354,PF OP PROLONGED E/M 1ST HOUR,982,$0.00,99354,$0.00,$181.80,$0.00,$0.00,$0.00,$0.00,$181.80,$0.00
Purchasing,3253550,"""INF SET PORT 22 GA X 3/4""""""",270,$16.00,,$0.00,$15.20,$8.64,$0.00,$15.20,$8.16,$11.20,$15.20
Pharmacy,4800103,"NPH, HUMAN INSULIN ISO INJ 100 UNITS/ML",259,$0.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Medical Clinic,3150772,TREAT HUMERUS FRACTURE,521,"$1,605.00",24505,$818.55,"$2,088.53",$866.70,"$1,440.00","$1,524.75",$818.55,"$2,088.53","$1,524.75"
Radiology,3700026,BONE SCAN 3 PHASE STUDY,341,$0.00,78315,$0.00,$565.68,$0.00,$344.08,$0.00,$0.00,$565.68,$0.00
Pharmacy,4800723,INJ METOPROLOL TARTRATE 5MG PER 5ML,636,$0.00,J3490   ,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Purchasing,3254681,OB GYN PACK - PANKRATZ,270,$93.00,,$0.00,$88.35,$50.22,$0.00,$88.35,$47.43,$65.10,$88.35
Laboratory,3550315,RL THYROID BINDING INHIBITOR,300,$151.00,84235,$0.00,$143.45,$81.54,$0.00,$143.45,$77.01,$0.00,$143.45
Laboratory,3558703,RL CAT DANDER (E1) IGE,300,$0.00,86003,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Laboratory,3550002,RL FSH,300,$182.00,83001,$0.00,$172.90,$98.28,$0.00,$172.90,$92.82,$0.00,$172.90
Laboratory,3550073,LB URINE POTASSIUM RANDOM,300,$75.00,84133,$0.00,$71.25,$40.50,$0.00,$71.25,$38.25,$0.00,$71.25
Emergency Dept Pro-Fees,393306,PF Echo Complete Pro Fee,982,$0.00,93306,$0.00,"$1,517.00",$0.00,"$1,517.00",$0.00,$0.00,$79.30,$0.00
Treatment Room,3326099,TR EXC BGN LESION S/N/H/F/GEN 3.1-4.0CM,761,"$2,741.00",11424,"$1,397.91","$2,603.95","$1,480.14","$1,784.00","$2,603.95","$1,397.91","$2,110.50","$2,603.95"
Laboratory,3558782,RL GROWTH HORMONE SOMATOTROPIN,300,$0.00,83003,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Purchasing,3256702,PRIMARY IV SET NO NEEDLE,270,$10.00,,$0.00,$9.50,$5.40,$0.00,$9.50,$5.10,$7.00,$9.50
Purchasing,3256090,ACL DISP PACK BONE TENDON BONE,270,"$1,400.00",,$0.00,"$1,330.00",$756.00,$0.00,"$1,330.00",$714.00,$980.00,"$1,330.00"
Radiology,3701302,XR ABDOMEN - 2 VIEWS,320,$0.00,74019,$0.00,$163.46,$0.00,$99.36,$0.00,$0.00,$163.46,$0.00
Pharmacy,4800610,PO METFORMIN TAB 500 MG,250,$0.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Treatment Room,3310060,I&D SIMPLE ABCESS IP,761,"$1,246.00",10060,$269.33,"$1,183.70",$672.84,$785.00,"$1,183.70",$635.46,$269.33,"$1,183.70"
Respiratory Therapy,3900626,"SPIROMETRY, SIMPLE",460,$0.00,94010,$0.00,$298.00,$0.00,$298.00,$0.00,$0.00,$209.33,$0.00
Laboratory,3558877,RL EPHEDRINE,300,$0.00,80299,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Emergency Room,3302127,ER DRAIN BLADDER BY NEEDLE,450,$851.00,51100,$0.00,$808.45,$459.54,$0.00,$808.45,$434.01,$399.21,$808.45
Laboratory,3550165,"RL SEMEN ANALYSIS, MOTILITY & COUNT",300,$77.00,89310,$0.00,$73.15,$41.58,$0.00,$73.15,$39.27,$0.00,$73.15
Radiology,3701236,XR VOIDING CYSTOURETHROGRAM,320,$0.00,74455,$0.00,$402.04,$0.00,$402.04,$0.00,$0.00,$345.20,$0.00
Laboratory,3559038,RL HEROIN METABOLITE,300,$0.00,80356,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Laboratory,3558923,RL MANGO FRUIT ALLERGEN IGE,300,$0.00,86003,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Laboratory,3551773,RL FTA-ABS TREPONEMA,300,$113.00,86780,$0.00,$107.35,$61.02,$0.00,$107.35,$57.63,$79.10,$107.35
Laboratory,3550056,LB HGB (HEMOGLOBIN),300,$26.00,85018,$0.00,$24.70,$14.04,$0.00,$24.70,$13.26,$0.00,$24.70
Emergency Dept Pro-Fees,399468,PF INITIAL IP CRITICAL CARE NEWBORN,960,$0.00,99468,$0.00,"$1,374.96",$0.00,$0.00,$0.00,$0.00,"$1,374.96",$0.00
Emergency Room,3300192,REMOVE FB EYE CONJUCTIVAL SUPERFICIAL,450,$317.00,65205,$161.67,$307.00,$171.18,$307.00,$301.15,$161.67,$167.93,$301.15
Radiology,3701314,LUNG VENTILAT&PERFUS IMAGING,340,$0.00,78582,$0.00,$734.10,$0.00,$686.32,$0.00,$0.00,$734.10,$0.00
Emergency Room,3300200,CLOSED TX NOSE FX W/ STABLJ,450,"$2,737.00",21320,"$1,395.87","$4,104.59","$1,477.98","$1,952.00","$2,600.15","$1,395.87","$4,104.59","$2,600.15"
CT Scan,3750337,CT L-SPINE W/IV CONTRAST,350,$0.00,72132,$0.00,$552.18,$0.00,$453.00,$0.00,$0.00,$552.18,$0.00
Purchasing,3254930,SHOULDER IMMOBILIZER UNIV STRAP,270,$49.50,L3660   ,$0.00,$47.03,$26.73,$0.00,$47.03,$25.25,$34.65,$47.03
Purchasing,3258535,NU-BAND (WITH FHM),270,$11.00,,$0.00,$10.45,$5.94,$0.00,$10.45,$5.61,$7.70,$10.45
Pharmacy,4801029,INJ TOLCILIZUMAB 400 MG PER 20 ML SDV,636,$0.00,J3262   ,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Emergency Dept Pro-Fees,311042,PF DEBRIDEMENT SUBQ FIRST 20 SQ CM,982,$250.00,11042,$92.11,$276.00,$135.00,$276.00,$237.50,$127.50,$92.11,$237.50
Laboratory,3552583,RL ROTAVIRUS,300,$116.00,87425,$0.00,$110.20,$62.64,$0.00,$110.20,$59.16,$0.00,$110.20
Medical Clinic,24640,"DISLOCATION ELBOW, CHILD W/MAN",521,$368.00,24640,$187.68,$801.00,$198.72,$801.00,$349.60,$187.68,$309.29,$349.60
MRI,3700473,MRI ABDOMEN W/CONTRAST,610,$0.00,74182,$0.00,$552.18,$0.00,$521.00,$0.00,$0.00,$552.18,$0.00
Laboratory,3553310,RL PSEUDOCHOLINESTERASE,300,$112.00,82480,$0.00,$106.40,$60.48,$0.00,$106.40,$57.12,$0.00,$106.40
Pharmacy,4801222,PITOCIN PREMIX 30 UNITS,250,$0.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Anesthesia,3180000,ANESTHETIST FEE PER POINT,964,$94.00,99999,$0.00,$89.30,$50.76,$0.00,$89.30,$47.94,$65.80,$89.30
Purchasing,3252165,UTILITY DRAPE W/TAPE 15X26,270,$2.50,,$0.00,$2.38,$1.35,$0.00,$2.38,$1.28,$1.75,$2.38
Medical Clinic,29130,"APPLICATION FINGER SPLINT, STATIC",521,$136.00,29130,$69.36,$228.00,$73.44,$228.00,$129.20,$69.36,$167.93,$129.20
Purchasing,3251885,OB DELIVERY ROOM PACK IV,270,$47.00,,$0.00,$44.65,$25.38,$0.00,$44.65,$23.97,$32.90,$44.65
Purchasing,3256993,THORA/PARA COMBO TRAY,270,$116.00,,$0.00,$110.20,$62.64,$0.00,$110.20,$59.16,$81.20,$110.20
Purchasing,3256224,SYRINGE/CATH TIP 60 ML,270,$2.50,,$0.00,$2.38,$1.35,$0.00,$2.38,$1.28,$1.75,$2.38
Emergency Dept Pro-Fees,312016,PF SIMPLE WOUND REPAIR FACE 12.6-20CM,982,$927.00,12016,$193.22,$880.65,$500.58,$801.00,$880.65,$472.77,$193.22,$880.65
Pharmacy,3809971,GENTAMICIN SULFATE INJ 20MG/2ML,636,$0.00,J1580   ,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Laboratory,3553019,RL GROUP B STREP,300,$53.00,87081,$0.00,$50.35,$28.62,$0.00,$50.35,$27.03,$0.00,$50.35
Laboratory,3553589,LB D-DIMER,300,$149.00,85379,$0.00,$141.55,$80.46,$0.00,$141.55,$75.99,$0.00,$141.55
Laboratory,3550437,LB CPK,300,$65.00,82550,$0.00,$61.75,$35.10,$0.00,$61.75,$33.15,$0.00,$61.75
Pharmacy,4800990,INJ INSULIN ASPART FLEXPEN 100 UNITS ML,259,$0.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Pharmacy,4800251,PO CYCLOBENZAPRINE TAB 10 MG OP,250,$0.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Laboratory,3558815,RL INSULIN ANTIBODIES,300,$0.00,86337,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Pharmacy,4800460,PO AZITHROMYCIN ORAL SUSP 100MG PER 5ML,250,$0.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Pharmacy,4800706,PO HYOSCYAMINE SULFATE TAB 0.125 MG,250,$0.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Speech Therapy,4050117,ST MTR SPCH GOAL STAT W/MOD,440,$0.00,G9186   ,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Purchasing,3252645,GLOVES BIOGEL SIZE 5 1/2,270,$0.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Medical Clinic,99318,NSG FACILITY ANNUAL VISIT 30MIN,524,$0.00,99318,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Purchasing,3255690,AIRWAY NASAL 28 FR,270,$6.00,,$0.00,$5.70,$3.24,$0.00,$5.70,$3.06,$4.20,$5.70
Observation,3310121,OBSERVATION >24 HOURS,762,$56.00,G0378   ,$0.00,$53.20,$30.24,$0.00,$53.20,$28.56,$39.20,$53.20
Pharmacy,4800857,PO OLMESARTAN MEDOXOMIL TAB 20 MG,250,$0.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Pharmacy,4800245,PO DULOXETINE HCL EC CAP 30 MG,250,$0.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Purchasing,3259965,DIFFUSIC IV CATH 22X1,270,$39.00,,$0.00,$37.05,$21.06,$0.00,$37.05,$19.89,$27.30,$37.05
Surgery,3320658,OR EGD W/CONTROL OF BLEEDING,360,"$1,668.00",43255,$850.68,"$2,437.53",$900.72,"$1,134.00","$1,584.60",$850.68,"$2,437.53","$1,584.60"
MRI,3700283,MRI PELVIS W/CONTRAST,610,$0.00,72196,$0.00,$552.18,$0.00,$521.00,$0.00,$0.00,$552.18,$0.00
Laboratory,3553705,RL MALARIA SEROLOGY,300,$0.00,86750,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Medical Clinic,G0296    ,LOW DOSE CT ELIG VISIT,521,$0.00,G0296   ,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Laboratory,3553134,RL SALMONELLA/SHIGELLA CULTU,300,$51.00,87045,$0.00,$48.45,$27.54,$0.00,$48.45,$26.01,$0.00,$48.45
Laboratory,3558867,RL QUANTIFERON,300,$0.00,86480,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Purchasing,L3265    ,CAST BOOT,270,$0.00,L3265   ,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Purchasing,3253303,ARM BOARD - PEDIATRIC,270,$18.00,,$0.00,$17.10,$9.72,$0.00,$17.10,$9.18,$12.60,$17.10
Surgery,3320678,"OR SCOPE KNEE ABRASION, DRILL, MICRO FX",360,"$5,590.00",29879,"$2,850.90","$5,310.50","$3,018.60","$3,801.00","$5,310.50","$2,850.90","$4,245.60","$5,310.50"
Medical Clinic,80305,DRUG TESTING DIP STICK PER SERVICE DATE,300,$0.00,80305,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Laboratory,3558892,RL CORTISOL -  SALIVARY,300,$0.00,82530,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Medical Clinic,13160,SECONDARY CLOSURE WOUND/DEHISCENCE,521,"$2,206.00",13160,"$1,125.06","$2,573.04","$1,191.24","$2,018.00","$2,095.70","$1,125.06","$2,573.04","$2,095.70"
Emergency Dept Pro-Fees,399225,PF OBSERVATION CARE SUBSQNT LVL2 25MIN,982,$0.00,99225,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Purchasing,3250516,RECTAL BIOPSY FORCEPS/USE,270,$7.50,,$0.00,$7.13,$4.05,$0.00,$7.13,$3.83,$5.25,$7.13
Laboratory,3550783,RL PAP SMEAR,310,$41.00,88150,$0.00,$38.95,$22.14,$0.00,$38.95,$20.91,$0.00,$38.95
Laboratory,3558750,RL C-Reactive Protein (HS),300,$0.00,86141,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Purchasing,3256397,"""INF SET 22 GA X 1""""""",270,$16.00,,$0.00,$15.20,$8.64,$0.00,$15.20,$8.16,$11.20,$15.20
Blood Bank,3560105,PLATELETS IRR,390,$0.00,P9037   ,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Pharmacy,4801116,PO APIXABAN TAB 2.5 MG,250,$0.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Laboratory,3550460,LB DIGOXIN,300,$105.00,80162,$0.00,$99.75,$56.70,$0.00,$99.75,$53.55,$0.00,$99.75
Emergency Room,3300800,ER INJ INTERMED JOINT/BURSA W/O US,450,$529.00,20605,$269.79,$502.55,$285.66,$360.00,$502.55,$269.79,$391.76,$502.55
Laboratory,3558945,RL PORK (SUS SPP) IGE,300,$0.00,86003,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Medical Clinic,12032,INTERMED REPAIR TRUNK 2.6-7.5CM,521,$564.00,12032,$287.64,"$1,301.00",$304.56,"$1,301.00",$535.80,$287.64,$518.76,$535.80
Pharmacy,4800309,INJ AMPICILLIN SODIUM IV 500 MG,636,$0.00,J0290   ,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Pharmacy,4800615,PO KETOROLAC TAB 10 MG,250,$0.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Pharmacy,4800820,PATCH LIDOCAINE 0.5 PCT,259,$0.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Medical Clinic,11442,EXC BENIGN LESION FACE 1.1-2.0CM,521,$440.00,11442,$224.40,"$1,214.00",$237.60,"$1,214.00",$418.00,$224.40,$932.96,$418.00
Chemo,3210004,CH BLD ADMIN UP TO 18 HRS,260,$990.00,36430,$504.90,$940.50,$534.60,$510.58,$940.50,$504.90,$595.59,$940.50
Purchasing,3251290,POLYMEM CLOTH STRIPS 1X3,270,$2.50,,$0.00,$2.38,$1.35,$0.00,$2.38,$1.28,$1.75,$2.38
Purchasing,3250572,TEMP PROBE  NASO 12 FR,270,$16.00,,$0.00,$15.20,$8.64,$0.00,$15.20,$8.16,$11.20,$15.20
Emergency Room,3300705,ER CONTROL NASAL BLEED POSTERIOR INITIAL,450,$516.00,30905,$167.93,$490.20,$278.64,$351.00,$490.20,$263.16,$167.93,$490.20
Laboratory,3559172,HOMOVANILLIC ACID CREATININE,300,$0.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Laboratory,LAB0099  ,H.FLU A/B SCRN,0,$0.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Purchasing,3259468,CATHETER GLIDE WIRE,270,$228.00,,$0.00,$216.60,$123.12,$0.00,$216.60,$116.28,$159.60,$216.60
Pharmacy,4801220,NICOTROL NASAL SPRAY,250,$0.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Laboratory,3559109,RL CA (CALCIUM),300,$0.00,82310,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Pharmacy,4800138,INJ NALOXONE HCL 0.4 MG PER ML,636,$0.00,J2310   ,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Emergency Dept Pro-Fees,311771,PF EXC PILONIDAL CYST/SINUS EXTENSIVE,982,"$1,237.00",11771,$630.87,"$3,038.00",$667.98,"$3,038.00","$1,175.15",$630.87,$684.23,"$1,175.15"
Laboratory,3558790,RL ANCA,300,$0.00,86021,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Medical Clinic,99334,ASSIST LIVING EST PT VISIT LEVEL 1 15MIN,525,$0.00,99334,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
